image,n_gt,bucket,cache_depth,matched@100,matched@300,matched@600,matched@1000,tail_tp,tail_tp_dupsus,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000001_02999_d_0000005,127,100-150,1000,73,100,109,110,10,0,102,0,191,0,76,55,51,45,0,0
0000001_03499_d_0000006,77,50-100,944,49,58,60,60,2,0,64,0,138,0,53,34,20,20,4,4
0000001_03999_d_0000007,48,<50,961,38,42,43,43,1,0,65,0,130,0,26,22,21,19,1,1
0000001_04527_d_0000008,115,100-150,1000,70,94,99,104,10,1,91,0,225,0,72,54,43,40,0,0
0000001_05249_d_0000009,113,100-150,1000,85,105,108,108,3,0,117,0,167,0,27,20,85,84,1,1
0000001_05499_d_0000010,140,100-150,967,90,119,127,127,8,0,95,0,154,0,52,33,67,65,21,21
0000001_05999_d_0000011,115,100-150,1000,71,100,105,105,5,0,101,0,209,0,66,54,42,39,7,7
0000001_07999_d_0000012,136,100-150,1000,68,93,102,104,11,0,102,0,243,0,99,60,37,33,0,0
0000001_08414_d_0000013,164,150-300,1000,81,128,141,147,19,1,123,0,242,0,107,79,54,46,3,3
0000021_00000_d_0000001,31,<50,185,20,22,22,22,0,0,13,0,24,0,23,15,8,7,0,0
0000021_00500_d_0000002,17,<50,143,14,15,15,15,0,0,14,0,34,0,15,13,2,2,0,0
0000021_00800_d_0000003,7,<50,93,5,5,5,5,0,0,11,0,22,0,7,5,0,0,0,0
0000022_00000_d_0000004,41,<50,235,35,38,38,38,0,0,35,0,66,0,35,32,6,6,0,0
0000022_00500_d_0000005,32,<50,198,30,30,30,30,0,0,33,0,46,0,22,20,10,10,0,0
0000022_01036_d_0000006,16,<50,350,16,16,16,16,0,0,17,0,35,0,4,4,12,12,0,0
0000022_01251_d_0000007,12,<50,359,10,11,12,12,1,0,16,0,33,0,0,0,12,11,0,0
0000023_00000_d_0000008,40,<50,235,36,37,37,37,0,0,35,0,66,0,35,32,5,5,0,0
0000023_00300_d_0000009,30,<50,216,29,30,30,30,0,0,27,0,43,0,25,25,5,5,0,0
0000023_00868_d_0000010,20,<50,327,20,20,20,20,0,0,18,0,31,0,6,6,13,13,1,1
0000023_01233_d_0000011,14,<50,333,12,13,13,13,0,0,11,0,26,0,0,0,14,13,0,0
0000024_00000_d_0000012,21,<50,230,19,19,19,19,0,0,18,0,33,0,9,8,12,11,0,0
0000024_00500_d_0000013,10,<50,151,9,9,9,9,0,0,8,0,11,0,1,1,9,8,0,0
0000024_01000_d_0000014,12,<50,187,7,7,7,7,0,0,5,0,14,0,12,7,0,0,0,0
0000024_01543_d_0000015,8,<50,180,8,8,8,8,0,0,9,0,14,0,1,1,7,7,0,0
0000026_00000_d_0000024,8,<50,27,8,8,8,8,0,0,8,0,8,0,0,0,2,2,6,6
0000026_00500_d_0000025,15,<50,88,15,15,15,15,0,0,19,0,26,0,1,1,4,4,10,10
0000026_01000_d_0000026,25,<50,167,25,25,25,25,0,0,29,0,33,0,3,3,3,3,19,19
0000026_01500_d_0000027,10,<50,67,10,10,10,10,0,0,14,0,14,0,0,0,1,1,9,9
0000026_02000_d_0000028,9,<50,65,9,9,9,9,0,0,10,0,13,0,0,0,2,2,7,7
0000026_02500_d_0000029,17,<50,92,17,17,17,17,0,0,17,0,24,0,9,9,4,4,4,4
0000026_03000_d_0000030,13,<50,114,13,13,13,13,0,0,13,0,17,0,0,0,5,5,8,8
0000026_03500_d_0000031,23,<50,58,22,22,22,22,0,0,24,0,28,0,1,1,6,6,16,15
0000026_04000_d_0000032,14,<50,49,14,14,14,14,0,0,15,0,18,0,0,0,2,2,12,12
0000026_04500_d_0000033,47,<50,423,37,38,38,38,0,0,45,0,57,0,24,17,22,20,1,1
0000026_04978_d_0000034,45,<50,369,38,39,39,39,0,0,36,0,46,0,16,12,28,26,1,1
0000055_00000_d_0000109,101,100-150,1000,62,78,84,90,12,1,53,0,97,0,57,41,44,37,0,0
0000055_00714_d_0000110,85,50-100,1000,60,71,75,77,6,1,46,0,100,0,48,35,37,36,0,0
0000069_00001_d_0000001,34,<50,269,34,34,34,34,0,0,34,0,47,0,7,7,24,24,3,3
0000069_00483_d_0000002,27,<50,178,27,27,27,27,0,0,37,0,55,0,6,6,19,19,2,2
0000069_00713_d_0000003,49,<50,457,41,47,47,47,0,0,48,0,95,0,22,20,21,21,6,6
0000069_01109_d_0000004,31,<50,576,28,29,29,29,0,0,34,0,53,0,6,5,25,24,0,0
0000069_01878_d_0000005,36,<50,251,35,35,35,35,0,0,42,0,59,0,12,11,21,21,3,3
0000069_02163_d_0000006,49,<50,554,37,44,45,45,1,0,45,0,79,0,17,14,29,27,3,3
0000069_02480_d_0000007,64,50-100,939,49,55,57,57,2,0,53,0,99,0,29,22,34,32,1,1
0000072_02834_d_0000003,73,50-100,571,64,69,71,71,2,1,73,0,126,0,21,17,51,51,1,1
0000076_02142_d_0000009,11,<50,151,11,11,11,11,0,0,10,0,10,0,4,4,4,4,3,3
0000081_00000_d_0000001,86,50-100,1000,60,76,79,80,4,0,170,0,378,1,74,65,12,11,0,0
0000086_00000_d_0000001,37,<50,374,36,37,37,37,0,0,41,0,68,0,21,21,16,16,0,0
0000086_00592_d_0000002,65,50-100,613,56,60,60,60,0,0,66,0,94,0,40,36,25,24,0,0
0000086_01084_d_0000003,146,100-150,1000,76,112,122,125,13,0,120,0,246,0,132,99,14,13,0,0
0000086_01443_d_0000004,107,100-150,1000,74,94,99,100,6,0,125,0,241,0,96,83,11,11,0,0
0000086_01954_d_0000005,173,150-300,1000,84,123,135,142,19,1,117,0,227,0,163,113,10,10,0,0
0000103_00180_d_0000026,1,<50,56,1,1,1,1,0,0,3,0,3,0,0,0,0,0,1,1
0000103_00502_d_0000027,3,<50,18,3,3,3,3,0,0,5,0,5,0,0,0,0,0,3,3
0000103_01734_d_0000028,4,<50,70,4,4,4,4,0,0,5,0,12,0,0,0,0,0,4,4
0000103_02544_d_0000029,14,<50,356,13,14,14,14,0,0,16,0,29,0,0,0,10,10,4,4
0000103_02964_d_0000030,10,<50,167,10,10,10,10,0,0,13,0,27,0,0,0,0,0,10,10
0000103_03349_d_0000031,4,<50,75,4,4,4,4,0,0,8,0,11,0,0,0,0,0,4,4
0000103_03738_d_0000032,3,<50,35,3,3,3,3,0,0,5,0,5,0,0,0,0,0,3,3
0000103_04122_d_0000033,4,<50,75,4,4,4,4,0,0,5,0,7,0,0,0,4,4,0,0
0000103_04513_d_0000034,2,<50,195,2,2,2,2,0,0,3,0,3,0,0,0,1,1,1,1
0000103_04948_d_0000035,1,<50,33,1,1,1,1,0,0,2,0,3,0,0,0,0,0,1,1
0000115_00315_d_0000080,61,50-100,420,36,44,47,47,3,0,23,0,43,0,56,40,5,4,0,0
0000115_00796_d_0000081,78,50-100,1000,50,64,67,71,7,0,45,0,101,0,67,53,11,11,0,0
0000115_01031_d_0000082,63,50-100,1000,49,57,60,60,3,0,54,0,114,0,52,47,11,10,0,0
0000116_00351_d_0000083,74,50-100,735,57,66,68,68,2,0,59,0,103,0,65,57,9,9,0,0
0000116_00819_d_0000084,36,<50,826,30,34,35,35,1,0,30,0,64,0,24,22,12,12,0,0
0000116_01059_d_0000085,70,50-100,925,49,62,62,64,2,0,54,0,115,0,59,51,11,11,0,0
0000116_01338_d_0000086,54,50-100,595,35,46,48,48,2,1,27,0,46,0,47,39,5,5,2,2
0000117_00112_d_0000087,129,100-150,862,81,114,119,119,5,0,102,0,209,0,112,98,13,12,4,4
0000117_01326_d_0000088,62,50-100,1000,42,54,57,59,5,0,59,0,142,0,34,29,27,24,1,1
0000117_01731_d_0000089,47,<50,418,45,45,45,45,0,0,58,0,91,0,27,25,15,15,5,5
0000117_02708_d_0000090,100,100-150,1000,61,89,92,93,4,0,80,0,177,0,64,56,36,33,0,0
0000117_03096_d_0000091,24,<50,1000,24,24,24,24,0,0,94,0,227,0,8,8,14,14,2,2
0000129_02411_d_0000138,186,150-300,982,100,159,165,167,8,1,141,0,197,0,73,46,113,113,0,0
0000153_00001_d_0000001,55,50-100,609,45,49,50,50,1,0,36,0,79,0,47,42,8,7,0,0
