image,n_gt,bucket,cache_depth,matched@100,matched@300,matched@600,matched@1000,tail_tp,tail_tp_dupsus,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000001_02999_d_0000005,127,100-150,863,82,107,111,112,5,1,103,0,181,0,76,60,51,47,0,0
0000001_03499_d_0000006,77,50-100,764,56,62,65,65,3,0,79,0,121,0,53,38,20,20,4,4
0000001_03999_d_0000007,48,<50,822,39,41,41,42,1,0,84,0,125,0,26,19,21,21,1,1
0000001_04527_d_0000008,115,100-150,1000,72,96,107,108,12,2,88,0,180,0,72,60,43,36,0,0
0000001_05249_d_0000009,113,100-150,771,91,107,109,109,2,0,115,0,153,0,27,22,85,84,1,1
0000001_05499_d_0000010,140,100-150,659,96,124,129,129,5,0,106,0,136,0,52,39,67,64,21,21
0000001_05999_d_0000011,115,100-150,730,80,105,106,106,1,0,113,0,171,0,66,56,42,42,7,7
0000001_07999_d_0000012,136,100-150,1000,81,107,112,114,7,0,116,0,177,0,99,71,37,36,0,0
0000001_08414_d_0000013,164,150-300,1000,89,137,145,148,11,2,137,0,215,0,107,86,54,48,3,3
0000021_00000_d_0000001,31,<50,146,24,25,25,25,0,0,17,0,22,0,23,18,8,7,0,0
0000021_00500_d_0000002,17,<50,75,17,17,17,17,0,0,17,0,22,0,15,15,2,2,0,0
0000021_00800_d_0000003,7,<50,36,6,6,6,6,0,0,12,0,13,0,7,6,0,0,0,0
0000022_00000_d_0000004,41,<50,151,38,38,38,38,0,0,44,0,54,0,35,32,6,6,0,0
0000022_00500_d_0000005,32,<50,143,30,30,30,30,0,0,29,0,39,0,22,20,10,10,0,0
0000022_01036_d_0000006,16,<50,97,15,15,15,15,0,0,13,0,21,0,4,3,12,12,0,0
0000022_01251_d_0000007,12,<50,149,11,11,11,11,0,0,17,0,22,0,0,0,12,11,0,0
0000023_00000_d_0000008,40,<50,151,36,36,36,36,0,0,44,0,54,0,35,31,5,5,0,0
0000023_00300_d_0000009,30,<50,142,28,29,29,29,0,0,25,0,33,0,25,24,5,5,0,0
0000023_00868_d_0000010,20,<50,159,20,20,20,20,0,0,14,0,20,0,6,6,13,13,1,1
0000023_01233_d_0000011,14,<50,112,13,13,13,13,0,0,11,0,19,0,0,0,14,13,0,0
0000024_00000_d_0000012,21,<50,109,20,21,21,21,0,0,14,0,24,0,9,9,12,12,0,0
0000024_00500_d_0000013,10,<50,117,10,10,10,10,0,0,10,0,12,0,1,1,9,9,0,0
0000024_01000_d_0000014,12,<50,123,7,7,7,7,0,0,7,0,15,0,12,7,0,0,0,0
0000024_01543_d_0000015,8,<50,64,8,8,8,8,0,0,6,0,7,0,1,1,7,7,0,0
0000026_00000_d_0000024,8,<50,21,8,8,8,8,0,0,8,0,8,0,0,0,2,2,6,6
0000026_00500_d_0000025,15,<50,69,15,15,15,15,0,0,18,0,19,0,1,1,4,4,10,10
0000026_01000_d_0000026,25,<50,94,25,25,25,25,0,0,25,0,26,0,3,3,3,3,19,19
0000026_01500_d_0000027,10,<50,58,10,10,10,10,0,0,12,0,12,0,0,0,1,1,9,9
0000026_02000_d_0000028,9,<50,80,9,9,9,9,0,0,12,0,14,0,0,0,2,2,7,7
0000026_02500_d_0000029,17,<50,55,17,17,17,17,0,0,15,0,17,0,9,9,4,4,4,4
0000026_03000_d_0000030,13,<50,57,13,13,13,13,0,0,13,0,14,0,0,0,5,5,8,8
0000026_03500_d_0000031,23,<50,61,22,22,22,22,0,0,23,0,24,0,1,1,6,6,16,15
0000026_04000_d_0000032,14,<50,59,14,14,14,14,0,0,15,0,16,0,0,0,2,2,12,12
0000026_04500_d_0000033,47,<50,378,37,39,39,39,0,0,44,0,61,0,24,18,22,20,1,1
0000026_04978_d_0000034,45,<50,301,40,43,43,43,0,0,39,0,48,0,16,15,28,27,1,1
0000055_00000_d_0000109,101,100-150,818,70,83,86,88,5,0,67,0,101,0,57,43,44,40,0,0
0000055_00714_d_0000110,85,50-100,797,61,72,76,76,4,0,65,0,113,0,48,38,37,34,0,0
0000069_00001_d_0000001,34,<50,204,34,34,34,34,0,0,35,0,42,0,7,7,24,24,3,3
