image,n_gt,bucket,cache_depth,matched@100,matched@300,matched@600,matched@1000,tail_tp,tail_tp_dupsus,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000001_02999_d_0000005,127,100-150,1000,48,59,65,66,7,0,85,0,192,0,76,35,51,24,0,0
0000001_03499_d_0000006,77,50-100,1000,28,28,32,35,7,0,59,0,141,0,53,8,20,16,4,4
0000001_03999_d_0000007,48,<50,1000,23,27,30,31,4,1,63,0,146,0,26,12,21,14,1,1
0000001_04527_d_0000008,115,100-150,1000,34,52,57,60,8,0,69,0,189,0,72,26,43,26,0,0
0000001_05249_d_0000009,113,100-150,1000,68,77,77,80,3,0,103,0,169,0,27,6,85,70,1,1
0000001_05499_d_0000010,140,100-150,1000,79,82,91,93,11,0,93,0,138,0,52,9,67,53,21,20
0000001_05999_d_0000011,115,100-150,1000,47,55,58,60,5,0,83,0,195,0,66,14,42,34,7,7
0000001_07999_d_0000012,136,100-150,1000,37,46,49,50,4,0,75,0,208,0,99,21,37,25,0,0
0000001_08414_d_0000013,164,150-300,1000,55,71,79,85,14,0,98,0,248,0,107,33,54,35,3,3
0000021_00000_d_0000001,31,<50,408,10,10,10,10,0,0,10,0,22,0,23,4,8,6,0,0
0000021_00500_d_0000002,17,<50,346,9,10,11,11,1,0,8,0,26,0,15,8,2,2,0,0
0000021_00800_d_0000003,7,<50,243,4,4,4,4,0,0,6,0,16,0,7,4,0,0,0,0
0000022_00000_d_0000004,41,<50,729,24,27,28,28,1,0,33,0,53,0,35,22,6,5,0,0
0000022_00500_d_0000005,32,<50,581,22,22,22,22,0,0,29,0,39,0,22,13,10,9,0,0
0000022_01036_d_0000006,16,<50,535,6,7,8,8,1,0,13,0,25,0,4,1,12,6,0,0
0000022_01251_d_0000007,12,<50,557,7,9,10,10,1,0,8,0,19,0,0,0,12,9,0,0
0000023_00000_d_0000008,40,<50,729,22,22,23,23,1,0,33,0,53,0,35,18,5,4,0,0
0000023_00300_d_0000009,30,<50,642,8,12,13,13,1,0,20,0,43,0,25,9,5,3,0,0
0000023_00868_d_0000010,20,<50,570,13,15,16,16,1,0,11,0,26,0,6,4,13,10,1,1
0000023_01233_d_0000011,14,<50,514,7,8,9,9,1,0,6,0,15,0,0,0,14,8,0,0
0000024_00000_d_0000012,21,<50,478,8,10,11,11,1,0,16,0,29,0,9,3,12,7,0,0
0000024_00500_d_0000013,10,<50,232,3,3,3,3,0,0,8,0,11,0,1,0,9,3,0,0
0000024_01000_d_0000014,12,<50,295,4,4,4,4,0,0,6,0,9,0,12,4,0,0,0,0
0000024_01543_d_0000015,8,<50,322,3,3,3,3,0,0,8,0,14,0,1,1,7,2,0,0
0000026_00000_d_0000024,8,<50,51,7,7,7,7,0,0,10,0,10,0,0,0,2,1,6,6
0000026_00500_d_0000025,15,<50,179,13,13,13,13,0,0,19,0,26,0,1,1,4,2,10,10
0000026_01000_d_0000026,25,<50,289,24,24,24,24,0,0,28,0,32,0,3,3,3,2,19,19
0000026_01500_d_0000027,10,<50,80,10,10,10,10,0,0,11,0,16,0,0,0,1,1,9,9
0000026_02000_d_0000028,9,<50,81,9,9,9,9,0,0,11,0,17,0,0,0,2,2,7,7
