image,n_gt,bucket,cache_depth,matched@100,matched@300,matched@600,matched@1000,tail_tp,tail_tp_dupsus,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000001_02999_d_0000005,127,100-150,965,71,103,106,107,4,1,97,0,197,0,76,55,51,48,0,0
0000001_03499_d_0000006,77,50-100,886,52,60,60,60,0,0,66,0,126,0,53,36,20,20,4,4
0000001_03999_d_0000007,48,<50,1000,37,40,43,43,3,1,70,0,143,0,26,21,21,18,1,1
0000001_04527_d_0000008,115,100-150,1000,61,92,101,105,13,1,98,0,248,0,72,54,43,38,0,0
0000001_05249_d_0000009,113,100-150,1000,85,107,111,111,4,1,118,0,172,0,27,22,85,84,1,1
0000001_05499_d_0000010,140,100-150,963,90,121,127,127,6,0,99,0,159,0,52,35,67,65,21,21
0000001_05999_d_0000011,115,100-150,1000,77,100,103,104,4,0,101,0,199,0,66,53,42,40,7,7
0000001_07999_d_0000012,136,100-150,1000,66,100,104,107,7,0,107,0,233,0,99,67,37,33,0,0
0000001_08414_d_0000013,164,150-300,1000,80,127,142,146,19,0,122,0,282,0,107,79,54,45,3,3
0000021_00000_d_0000001,31,<50,172,19,21,21,21,0,0,11,0,26,0,23,13,8,8,0,0
0000021_00500_d_0000002,17,<50,146,13,14,14,14,0,0,16,0,28,0,15,13,2,1,0,0
0000021_00800_d_0000003,7,<50,86,6,6,6,6,0,0,9,0,24,0,7,6,0,0,0,0
0000022_00000_d_0000004,41,<50,246,37,38,38,38,0,0,36,0,65,0,35,32,6,6,0,0
0000022_00500_d_0000005,32,<50,213,29,29,29,29,0,0,33,0,47,0,22,19,10,10,0,0
0000022_01036_d_0000006,16,<50,403,16,16,16,16,0,0,18,0,36,0,4,4,12,12,0,0
0000022_01251_d_0000007,12,<50,341,11,12,12,12,0,0,19,0,37,0,0,0,12,12,0,0
0000023_00000_d_0000008,40,<50,246,35,35,35,35,0,0,36,0,65,0,35,30,5,5,0,0
0000023_00300_d_0000009,30,<50,251,29,30,30,30,0,0,26,0,44,0,25,25,5,5,0,0
0000023_00868_d_0000010,20,<50,270,19,19,19,19,0,0,14,0,29,0,6,6,13,12,1,1
