image,n_gt,bucket,cache_depth,matched@100,matched@300,matched@600,matched@1000,tail_tp,tail_tp_dupsus,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000001_02999_d_0000005,127,100-150,1000,41,55,59,61,6,0,76,0,168,0,76,29,51,26,0,0
0000001_03499_d_0000006,77,50-100,1000,29,31,35,36,5,0,62,0,139,0,53,10,20,17,4,4
0000001_03999_d_0000007,48,<50,1000,22,24,26,27,3,1,62,0,147,0,26,11,21,12,1,1
0000001_04527_d_0000008,115,100-150,1000,34,51,56,61,10,0,64,0,217,0,72,27,43,24,0,0
0000001_05249_d_0000009,113,100-150,1000,68,78,78,78,0,0,108,0,172,0,27,7,85,70,1,1
0000001_05499_d_0000010,140,100-150,1000,76,86,91,92,6,0,93,0,138,0,52,11,67,55,21,20
0000001_05999_d_0000011,115,100-150,1000,48,55,58,62,7,0,84,0,186,0,66,11,42,37,7,7
0000001_07999_d_0000012,136,100-150,1000,35,48,51,51,3,0,80,0,204,0,99,26,37,22,0,0
0000001_08414_d_0000013,164,150-300,1000,47,67,74,81,14,1,101,0,252,0,107,30,54,34,3,3
0000021_00000_d_0000001,31,<50,442,10,11,12,12,1,0,11,0,18,0,23,5,8,6,0,0
0000021_00500_d_0000002,17,<50,366,9,10,10,10,0,0,10,0,27,0,15,9,2,1,0,0
0000021_00800_d_0000003,7,<50,275,4,4,4,4,0,0,3,0,17,0,7,4,0,0,0,0
0000022_00000_d_0000004,41,<50,690,21,23,24,24,1,0,31,0,60,0,35,19,6,4,0,0
0000022_00500_d_0000005,32,<50,586,18,21,22,22,1,1,27,0,42,0,22,13,10,8,0,0
0000022_01036_d_0000006,16,<50,654,7,9,10,10,1,0,12,0,30,0,4,1,12,8,0,0
0000022_01251_d_0000007,12,<50,588,6,7,9,9,2,0,14,0,29,0,0,0,12,7,0,0
0000023_00000_d_0000008,40,<50,690,24,24,25,25,1,0,31,0,60,0,35,20,5,4,0,0
0000023_00300_d_0000009,30,<50,623,8,10,12,12,2,0,21,0,43,0,25,7,5,3,0,0
0000023_00868_d_0000010,20,<50,464,12,14,14,14,0,0,11,0,21,0,6,4,13,9,1,1
0000023_01233_d_0000011,14,<50,463,7,7,8,8,1,0,9,0,21,0,0,0,14,7,0,0
0000024_00000_d_0000012,21,<50,499,8,12,12,12,0,0,11,0,32,0,9,3,12,9,0,0
0000024_00500_d_0000013,10,<50,342,4,5,5,5,0,0,4,0,11,0,1,1,9,4,0,0
0000024_01000_d_0000014,12,<50,299,3,3,3,3,0,0,5,0,8,0,12,3,0,0,0,0
0000024_01543_d_0000015,8,<50,279,4,4,4,4,0,0,8,0,16,0,1,1,7,3,0,0
0000026_00000_d_0000024,8,<50,53,7,7,7,7,0,0,9,0,9,0,0,0,2,1,6,6
0000026_00500_d_0000025,15,<50,182,13,13,13,13,0,0,18,0,19,0,1,1,4,2,10,10
0000026_01000_d_0000026,25,<50,333,24,25,25,25,0,0,25,0,32,0,3,3,3,3,19,19
0000026_01500_d_0000027,10,<50,64,10,10,10,10,0,0,14,0,16,0,0,0,1,1,9,9
0000026_02000_d_0000028,9,<50,71,9,9,9,9,0,0,14,0,16,0,0,0,2,2,7,7
0000026_02500_d_0000029,17,<50,209,13,14,14,14,0,0,16,0,22,0,9,7,4,3,4,4
0000026_03000_d_0000030,13,<50,112,13,13,13,13,0,0,12,0,15,0,0,0,5,5,8,8
0000026_03500_d_0000031,23,<50,129,20,20,20,20,0,0,22,0,25,0,1,0,6,5,16,15
0000026_04000_d_0000032,14,<50,90,14,14,14,14,0,0,16,0,17,0,0,0,2,2,12,12
0000026_04500_d_0000033,47,<50,1000,22,24,25,25,1,0,37,0,55,0,24,9,22,14,1,1
0000026_04978_d_0000034,45,<50,609,34,37,37,37,0,0,39,0,50,0,16,12,28,24,1,1
