image,n_gt,bucket,area,size,max_iou_nbr,nbr_count,rank,m300,m1000
0000295_02400_d_0000033,317,>=300,133.0,small,0.1752,3,-1,0,0
0000295_02400_d_0000033,317,>=300,132.0,small,0.0,0,177,1,1
0000295_02400_d_0000033,317,>=300,210.0,small,0.0,7,155,1,1
0000295_02400_d_0000033,317,>=300,119.0,small,0.0,0,212,1,1
0000295_02400_d_0000033,317,>=300,150.0,small,0.0,1,859,0,1
0000295_02400_d_0000033,317,>=300,242.0,small,0.0,3,267,1,1
0000295_02400_d_0000033,317,>=300,168.0,small,0.0,0,66,1,1
0000295_02400_d_0000033,317,>=300,152.0,small,0.0,2,194,1,1
0000295_02400_d_0000033,317,>=300,230.0,small,0.0,1,229,1,1
0000295_02400_d_0000033,317,>=300,152.0,small,0.0,0,348,0,1
0000295_02400_d_0000033,317,>=300,189.0,small,0.1667,2,272,1,1
0000295_02400_d_0000033,317,>=300,147.0,small,0.1667,3,-1,0,0
0000295_02400_d_0000033,317,>=300,184.0,small,0.0035,2,118,1,1
0000295_02400_d_0000033,317,>=300,234.0,small,0.0079,2,145,1,1
0000295_02400_d_0000033,317,>=300,261.0,small,0.0079,1,184,1,1
0000295_02400_d_0000033,317,>=300,234.0,small,0.0146,2,107,1,1
0000295_02400_d_0000033,317,>=300,120.0,small,0.0,2,146,1,1
0000295_02400_d_0000033,317,>=300,160.0,small,0.6207,2,646,0,1
0000295_02400_d_0000033,317,>=300,216.0,small,0.6207,3,449,0,1
0000295_02400_d_0000033,317,>=300,120.0,small,0.0,0,-1,0,0
0000295_02400_d_0000033,317,>=300,126.0,small,0.0,1,-1,0,0
0000295_02400_d_0000033,317,>=300,108.0,small,0.0,0,451,0,1
0000295_02400_d_0000033,317,>=300,84.0,small,0.0,0,639,0,1
0000295_02400_d_0000033,317,>=300,144.0,small,0.0,0,122,1,1
0000295_02400_d_0000033,317,>=300,112.0,small,0.0,1,221,1,1
0000295_02400_d_0000033,317,>=300,91.0,small,0.0,1,-1,0,0
0000295_02400_d_0000033,317,>=300,80.0,small,0.0,1,128,1,1
0000295_02400_d_0000033,317,>=300,68.0,small,0.0,1,-1,0,0
0000295_02400_d_0000033,317,>=300,493.0,small,0.6038,5,343,0,1
0000295_02400_d_0000033,317,>=300,560.0,small,0.7585,12,251,1,1
0000295_02400_d_0000033,317,>=300,495.0,small,0.2979,7,647,0,1
0000295_02400_d_0000033,317,>=300,726.0,small,0.7891,14,373,0,1
0000295_02400_d_0000033,317,>=300,1032.0,medium,0.4873,10,541,0,1
0000295_02400_d_0000033,317,>=300,936.0,small,0.581,12,113,1,1
0000295_02400_d_0000033,317,>=300,1116.0,medium,0.4822,9,36,1,1
0000295_02400_d_0000033,317,>=300,336.0,small,0.0977,3,58,1,1
0000295_02400_d_0000033,317,>=300,1248.0,medium,0.0,0,20,1,1
0000295_02400_d_0000033,317,>=300,612.0,small,0.0,4,37,1,1
0000295_02400_d_0000033,317,>=300,420.0,small,0.4276,4,99,1,1
0000295_02400_d_0000033,317,>=300,448.0,small,0.4276,4,120,1,1
0000295_02400_d_0000033,317,>=300,612.0,small,0.0,0,119,1,1
0000295_02400_d_0000033,317,>=300,377.0,small,0.0144,0,106,1,1
0000295_02400_d_0000033,317,>=300,768.0,small,0.3023,5,-1,0,0
0000295_02400_d_0000033,317,>=300,957.0,small,0.0326,6,92,1,1
0000295_02400_d_0000033,317,>=300,288.0,small,0.0741,2,253,1,1
0000295_02400_d_0000033,317,>=300,528.0,small,0.0877,2,56,1,1
0000295_02400_d_0000033,317,>=300,420.0,small,0.0,0,-1,0,0
0000295_02400_d_0000033,317,>=300,264.0,small,0.0,0,242,1,1
0000295_02400_d_0000033,317,>=300,198.0,small,0.0,0,619,0,1
0000295_02400_d_0000033,317,>=300,152.0,small,0.0,1,170,1,1
0000295_02400_d_0000033,317,>=300,162.0,small,0.0,1,147,1,1
0000295_02400_d_0000033,317,>=300,198.0,small,0.0,1,312,0,1
0000295_02400_d_0000033,317,>=300,136.0,small,0.0,0,198,1,1
0000295_02400_d_0000033,317,>=300,264.0,small,0.4158,1,85,1,1
0000295_02400_d_0000033,317,>=300,200.0,small,0.3448,5,207,1,1
0000295_02400_d_0000033,317,>=300,105.0,small,0.2365,5,407,0,1
0000295_02400_d_0000033,317,>=300,112.0,small,0.3082,5,264,1,1
0000295_02400_d_0000033,317,>=300,152.0,small,0.2548,6,311,0,1
0000295_02400_d_0000033,317,>=300,136.0,small,0.3488,6,490,0,1
0000295_02400_d_0000033,317,>=300,112.0,small,0.3333,3,346,0,1
0000295_02400_d_0000033,317,>=300,112.0,small,0.3333,4,527,0,1
0000295_02400_d_0000033,317,>=300,128.0,small,0.0811,4,560,0,1
0000295_02400_d_0000033,317,>=300,108.0,small,0.0,0,183,1,1
0000295_02400_d_0000033,317,>=300,80.0,small,0.1184,4,-1,0,0
0000295_02400_d_0000033,317,>=300,128.0,small,0.1748,5,433,0,1
0000295_02400_d_0000033,317,>=300,114.0,small,0.1748,4,505,0,1
0000295_02400_d_0000033,317,>=300,90.0,small,0.1184,5,400,0,1
0000295_02400_d_0000033,317,>=300,133.0,small,0.0786,4,285,1,1
0000295_02400_d_0000033,317,>=300,133.0,small,0.0469,3,150,1,1
0000295_02400_d_0000033,317,>=300,112.0,small,0.0,5,256,1,1
0000295_02400_d_0000033,317,>=300,90.0,small,0.0469,3,715,0,1
0000295_02400_d_0000033,317,>=300,108.0,small,0.0,1,480,0,1
0000295_02400_d_0000033,317,>=300,56.0,small,0.0,1,168,1,1
0000295_02400_d_0000033,317,>=300,78.0,small,0.0,1,-1,0,0
0000295_02400_d_0000033,317,>=300,114.0,small,0.0,7,205,1,1
0000295_02400_d_0000033,317,>=300,90.0,small,0.2143,6,-1,0,0
0000295_02400_d_0000033,317,>=300,114.0,small,0.2143,7,175,1,1
0000295_02400_d_0000033,317,>=300,108.0,small,0.1809,6,-1,0,0
0000295_02400_d_0000033,317,>=300,96.0,small,0.0794,6,637,0,1
0000295_02400_d_0000033,317,>=300,126.0,small,0.1667,7,-1,0,0
0000295_02400_d_0000033,317,>=300,126.0,small,0.1667,7,390,0,1
0000295_02400_d_0000033,317,>=300,242.0,small,0.2548,9,912,0,1
0000295_02400_d_0000033,317,>=300,96.0,small,0.3082,3,71,1,1
0000295_02400_d_0000033,317,>=300,96.0,small,0.3488,6,325,0,1
0000295_02400_d_0000033,317,>=300,91.0,small,0.0,3,459,0,1
0000295_02400_d_0000033,317,>=300,78.0,small,0.2365,3,180,1,1
0000295_02400_d_0000033,317,>=300,190.0,small,0.3448,4,-1,0,0
0000295_02400_d_0000033,317,>=300,108.0,small,0.0,3,224,1,1
0000295_02400_d_0000033,317,>=300,84.0,small,0.0,2,658,0,1
0000295_02400_d_0000033,317,>=300,128.0,small,0.2727,1,942,0,1
0000295_02400_d_0000033,317,>=300,96.0,small,0.2727,1,843,0,1
0000295_02400_d_0000033,317,>=300,308.0,small,0.4158,1,132,1,1
0000295_02400_d_0000033,317,>=300,378.0,small,0.3023,2,705,0,1
0000295_02900_d_0000034,212,150-300,1632.0,medium,0.4085,1,133,1,1
0000295_02900_d_0000034,212,150-300,1568.0,medium,0.4085,1,88,1,1
0000295_02900_d_0000034,212,150-300,969.0,small,0.0,1,33,1,1
0000295_02900_d_0000034,212,150-300,1334.0,medium,0.0039,2,28,1,1
0000295_02900_d_0000034,212,150-300,1300.0,medium,0.1118,3,191,1,1
0000295_02900_d_0000034,212,150-300,950.0,small,0.0,3,90,1,1
0000295_02900_d_0000034,212,150-300,880.0,small,0.3427,3,89,1,1
0000295_02900_d_0000034,212,150-300,609.0,small,0.3427,3,96,1,1
0000295_02900_d_0000034,212,150-300,972.0,small,0.1464,5,71,1,1
0000295_02900_d_0000034,212,150-300,828.0,small,0.2459,5,235,1,1
0000295_02900_d_0000034,212,150-300,902.0,small,0.3026,7,509,0,1
0000295_02900_d_0000034,212,150-300,1085.0,medium,0.3759,7,188,1,1
0000295_02900_d_0000034,212,150-300,1155.0,medium,0.4102,10,243,1,1
0000295_02900_d_0000034,212,150-300,1131.0,medium,0.4102,10,152,1,1
0000295_02900_d_0000034,212,150-300,1160.0,medium,0.1263,9,135,1,1
0000295_02900_d_0000034,212,150-300,713.0,small,0.2624,6,178,1,1
0000295_02900_d_0000034,212,150-300,504.0,small,0.2624,5,203,1,1
0000295_02900_d_0000034,212,150-300,529.0,small,0.2167,5,212,1,1
0000295_02900_d_0000034,212,150-300,1071.0,medium,0.1522,4,60,1,1
0000295_02900_d_0000034,212,150-300,10132.0,large,0.0508,44,18,1,1
0000295_02900_d_0000034,212,150-300,456.0,small,0.0164,3,444,0,1
0000295_02900_d_0000034,212,150-300,672.0,small,0.1464,5,224,1,1
0000295_02900_d_0000034,212,150-300,820.0,small,0.3026,6,148,1,1
0000295_02900_d_0000034,212,150-300,920.0,small,0.2459,6,122,1,1
0000295_02900_d_0000034,212,150-300,630.0,small,0.1988,1,77,1,1
0000295_02900_d_0000034,212,150-300,1107.0,medium,0.1988,2,64,1,1
0000295_02900_d_0000034,212,150-300,644.0,small,0.3167,7,87,1,1
0000295_02900_d_0000034,212,150-300,1044.0,medium,0.3167,11,259,1,1
0000295_02900_d_0000034,212,150-300,861.0,small,0.0421,6,126,1,1
0000295_02900_d_0000034,212,150-300,704.0,small,0.3257,6,52,1,1
0000295_02900_d_0000034,212,150-300,688.0,small,0.3257,4,54,1,1
0000295_02900_d_0000034,212,150-300,600.0,small,0.0,7,128,1,1
0000295_02900_d_0000034,212,150-300,525.0,small,0.0,0,247,1,1
0000295_02900_d_0000034,212,150-300,656.0,small,0.0,8,103,1,1
0000295_02900_d_0000034,212,150-300,520.0,small,0.0723,1,48,1,1
0000295_02900_d_0000034,212,150-300,518.0,small,0.0723,1,62,1,1
0000295_02900_d_0000034,212,150-300,407.0,small,0.0524,3,38,1,1
0000295_02900_d_0000034,212,150-300,600.0,small,0.0,5,34,1,1
0000295_02900_d_0000034,212,150-300,540.0,small,0.3019,7,73,1,1
0000295_02900_d_0000034,212,150-300,702.0,small,0.3019,9,266,1,1
0000295_02900_d_0000034,212,150-300,333.0,small,0.1558,7,-1,0,0
0000295_02900_d_0000034,212,150-300,429.0,small,0.2616,5,322,0,1
0000295_02900_d_0000034,212,150-300,468.0,small,0.2616,6,101,1,1
0000295_02900_d_0000034,212,150-300,585.0,small,0.0,9,132,1,1
0000295_02900_d_0000034,212,150-300,518.0,small,0.0328,5,42,1,1
0000295_02900_d_0000034,212,150-300,615.0,small,0.1218,7,39,1,1
0000295_02900_d_0000034,212,150-300,322.0,small,0.1677,1,160,1,1
0000295_02900_d_0000034,212,150-300,1140.0,medium,0.1677,3,86,1,1
0000295_02900_d_0000034,212,150-300,372.0,small,0.0,1,95,1,1
0000295_02900_d_0000034,212,150-300,480.0,small,0.0,3,49,1,1
0000295_02900_d_0000034,212,150-300,252.0,small,0.1475,3,78,1,1
0000295_02900_d_0000034,212,150-300,378.0,small,0.1475,6,55,1,1
0000295_02900_d_0000034,212,150-300,396.0,small,0.0,5,104,1,1
0000295_02900_d_0000034,212,150-300,336.0,small,0.0444,6,75,1,1
0000295_02900_d_0000034,212,150-300,252.0,small,0.0444,4,59,1,1
0000295_02900_d_0000034,212,150-300,286.0,small,0.2061,3,771,0,1
0000295_02900_d_0000034,212,150-300,270.0,small,0.2061,5,147,1,1
0000295_02900_d_0000034,212,150-300,138.0,small,0.04,1,-1,0,0
0000295_02900_d_0000034,212,150-300,70.0,small,0.04,1,-1,0,0
0000295_02900_d_0000034,212,150-300,189.0,small,0.0,0,76,1,1
0000295_02900_d_0000034,212,150-300,147.0,small,0.0,1,53,1,1
0000295_02900_d_0000034,212,150-300,288.0,small,0.0,1,123,1,1
0000295_02900_d_0000034,212,150-300,297.0,small,0.0,2,79,1,1
0000295_02900_d_0000034,212,150-300,234.0,small,0.0,2,45,1,1
0000295_02900_d_0000034,212,150-300,348.0,small,0.0,4,66,1,1
0000295_02900_d_0000034,212,150-300,250.0,small,0.1316,4,72,1,1
0000295_02900_d_0000034,212,150-300,240.0,small,0.1765,5,97,1,1
0000295_02900_d_0000034,212,150-300,180.0,small,0.25,4,-1,0,0
0000295_02900_d_0000034,212,150-300,120.0,small,0.25,3,142,1,1
0000295_02900_d_0000034,212,150-300,147.0,small,0.1533,1,185,1,1
0000295_02900_d_0000034,212,150-300,154.0,small,0.1533,1,118,1,1
0000295_02900_d_0000034,212,150-300,105.0,small,0.0694,1,169,1,1
0000295_02900_d_0000034,212,150-300,126.0,small,0.0694,1,80,1,1
0000295_02900_d_0000034,212,150-300,88.0,small,0.0,1,146,1,1
0000295_02900_d_0000034,212,150-300,289.0,small,0.4231,1,121,1,1
0000295_02900_d_0000034,212,150-300,340.0,small,0.4231,1,151,1,1
0000295_02900_d_0000034,212,150-300,91.0,small,0.0,4,245,1,1
0000295_02900_d_0000034,212,150-300,102.0,small,0.0,0,780,0,1
0000295_02900_d_0000034,212,150-300,84.0,small,0.0658,3,537,0,1
0000295_02900_d_0000034,212,150-300,78.0,small,0.0658,2,-1,0,0
0000295_02900_d_0000034,212,150-300,102.0,small,0.0,6,261,1,1
0000295_02900_d_0000034,212,150-300,96.0,small,0.0814,6,187,1,1
0000295_02900_d_0000034,212,150-300,90.0,small,0.0814,3,108,1,1
0000295_02900_d_0000034,212,150-300,140.0,small,0.0,4,216,1,1
0000295_02900_d_0000034,212,150-300,70.0,small,0.0928,4,158,1,1
0000295_02900_d_0000034,212,150-300,78.0,small,0.0,0,171,1,1
0000295_02900_d_0000034,212,150-300,70.0,small,0.0,1,-1,0,0
0000295_02900_d_0000034,212,150-300,48.0,small,0.0,1,879,0,1
0000295_02900_d_0000034,212,150-300,65.0,small,0.0,2,-1,0,0
0000295_02900_d_0000034,212,150-300,40.0,small,0.0,1,367,0,1
0000295_02900_d_0000034,212,150-300,66.0,small,0.0,1,391,0,1
0000295_02900_d_0000034,212,150-300,85.0,small,0.0945,5,256,1,1
0000295_02900_d_0000034,212,150-300,80.0,small,0.0,1,225,1,1
0000295_02900_d_0000034,212,150-300,90.0,small,0.0,5,316,0,1
0000295_02900_d_0000034,212,150-300,54.0,small,0.2593,4,-1,0,0
0000295_02900_d_0000034,212,150-300,48.0,small,0.2593,3,-1,0,0
0000295_02900_d_0000034,212,150-300,45.0,small,0.0,2,-1,0,0
0000295_02900_d_0000034,212,150-300,36.0,small,0.2872,2,-1,0,0
0000295_02900_d_0000034,212,150-300,85.0,small,0.2872,2,137,1,1
0000295_02900_d_0000034,212,150-300,8010.0,medium,0.0,6,4,1,1
0000295_02900_d_0000034,212,150-300,6708.0,medium,0.0,3,3,1,1
0000295_02900_d_0000034,212,150-300,5355.0,medium,0.0,1,2,1,1
0000295_02900_d_0000034,212,150-300,4012.0,medium,0.0,0,8,1,1
0000295_02900_d_0000034,212,150-300,1748.0,medium,0.0,1,24,1,1
0000295_02900_d_0000034,212,150-300,1435.0,medium,0.0,3,12,1,1
0000295_02900_d_0000034,212,150-300,1326.0,medium,0.0,5,23,1,1
0000295_02900_d_0000034,212,150-300,4002.0,medium,0.0,2,14,1,1
0000295_02900_d_0000034,212,150-300,900.0,small,0.0,0,31,1,1
0000295_02900_d_0000034,212,150-300,870.0,small,0.0139,4,179,1,1
0000295_02900_d_0000034,212,150-300,667.0,small,0.0139,3,56,1,1
0000295_02900_d_0000034,212,150-300,600.0,small,0.0,0,25,1,1
0000295_02900_d_0000034,212,150-300,165.0,small,0.1736,1,129,1,1
0000295_02900_d_0000034,212,150-300,119.0,small,0.1736,1,164,1,1
0000295_02900_d_0000034,212,150-300,323.0,small,0.0,0,107,1,1
0000295_02900_d_0000034,212,150-300,360.0,small,0.0,1,63,1,1
0000295_02900_d_0000034,212,150-300,360.0,small,0.0,2,43,1,1
0000295_02900_d_0000034,212,150-300,168.0,small,0.0,1,37,1,1
0000295_02900_d_0000034,212,150-300,110.0,small,0.0,2,144,1,1
0000295_02900_d_0000034,212,150-300,42.0,small,0.0364,1,155,1,1
0000295_02900_d_0000034,212,150-300,224.0,small,0.0,2,530,0,1
0000295_02900_d_0000034,212,150-300,256.0,small,0.0,1,714,0,1
0000295_02900_d_0000034,212,150-300,80.0,small,0.0,2,281,1,1
0000295_02900_d_0000034,212,150-300,36.0,small,0.0,2,-1,0,0
0000295_02900_d_0000034,212,150-300,72.0,small,0.0364,3,410,0,1
0000295_02900_d_0000034,212,150-300,42.0,small,0.0,0,172,1,1
0000295_02900_d_0000034,212,150-300,24.0,small,0.0,1,-1,0,0
0000295_02900_d_0000034,212,150-300,25.0,small,0.0,1,402,0,1
0000295_02900_d_0000034,212,150-300,42.0,small,0.0,3,513,0,1
0000295_02900_d_0000034,212,150-300,35.0,small,0.0,4,705,0,1
0000295_02900_d_0000034,212,150-300,49.0,small,0.1308,4,154,1,1
0000295_02900_d_0000034,212,150-300,49.0,small,0.0,4,153,1,1
0000295_02900_d_0000034,212,150-300,42.0,small,0.0263,5,173,1,1
0000295_02900_d_0000034,212,150-300,36.0,small,0.0263,5,516,0,1
0000295_02900_d_0000034,212,150-300,30.0,small,0.1087,5,-1,0,0
0000295_02900_d_0000034,212,150-300,72.0,small,0.1308,7,-1,0,0
0000295_02900_d_0000034,212,150-300,56.0,small,0.0,1,324,0,1
0000295_02900_d_0000034,212,150-300,180.0,small,0.0,5,269,1,1
0000295_02900_d_0000034,212,150-300,56.0,small,0.0473,2,-1,0,0
0000295_02900_d_0000034,212,150-300,110.0,small,0.0,3,110,1,1
0000295_02900_d_0000034,212,150-300,156.0,small,0.0,3,51,1,1
0000295_02900_d_0000034,212,150-300,143.0,small,0.0,3,47,1,1
0000295_02900_d_0000034,212,150-300,420.0,small,0.0,0,26,1,1
0000295_02900_d_0000034,212,150-300,99.0,small,0.0473,5,98,1,1
0000295_02900_d_0000034,212,150-300,81.0,small,0.35,3,166,1,1
0000295_02900_d_0000034,212,150-300,81.0,small,0.35,2,-1,0,0
0000295_02900_d_0000034,212,150-300,90.0,small,0.1096,6,162,1,1
0000295_02900_d_0000034,212,150-300,72.0,small,0.2096,4,-1,0,0
0000295_02900_d_0000034,212,150-300,99.0,small,0.0195,9,70,1,1
0000295_02900_d_0000034,212,150-300,63.0,small,0.0,3,119,1,1
0000295_02900_d_0000034,212,150-300,132.0,small,0.0735,8,68,1,1
0000295_02900_d_0000034,212,150-300,104.0,small,0.16,8,-1,0,0
0000295_02900_d_0000034,212,150-300,99.0,small,0.16,8,451,0,1
0000295_02900_d_0000034,212,150-300,160.0,small,0.1092,10,112,1,1
0000295_02900_d_0000034,212,150-300,70.0,small,0.2206,7,-1,0,0
0000295_02900_d_0000034,212,150-300,96.0,small,0.2206,8,175,1,1
0000295_02900_d_0000034,212,150-300,110.0,small,0.1981,8,120,1,1
0000295_02900_d_0000034,212,150-300,144.0,small,0.2319,7,156,1,1
0000295_02900_d_0000034,212,150-300,196.0,small,0.2319,10,116,1,1
0000295_02900_d_0000034,212,150-300,180.0,small,0.2288,8,136,1,1
0000295_02900_d_0000034,212,150-300,182.0,small,0.1792,7,150,1,1
0000295_02900_d_0000034,212,150-300,240.0,small,0.203,8,109,1,1
0000295_02900_d_0000034,212,150-300,240.0,small,0.2079,8,82,1,1
0000295_02900_d_0000034,212,150-300,399.0,small,0.2079,10,114,1,1
0000295_02900_d_0000034,212,150-300,288.0,small,0.0957,6,32,1,1
0000295_02900_d_0000034,212,150-300,255.0,small,0.0282,5,69,1,1
0000295_02900_d_0000034,212,150-300,182.0,small,0.0833,9,65,1,1
0000295_02900_d_0000034,212,150-300,208.0,small,0.0833,10,58,1,1
0000295_02900_d_0000034,212,150-300,168.0,small,0.0,7,92,1,1
0000295_02900_d_0000034,212,150-300,110.0,small,0.0195,9,46,1,1
0000295_02900_d_0000034,212,150-300,130.0,small,0.2096,5,67,1,1
0000295_02900_d_0000034,212,150-300,238.0,small,0.0448,8,83,1,1
0000295_02900_d_0000034,212,150-300,960.0,small,0.0231,18,35,1,1
0000295_02900_d_0000034,212,150-300,2475.0,medium,0.0686,21,40,1,1
0000295_02900_d_0000034,212,150-300,2200.0,medium,0.0686,12,41,1,1
0000295_02900_d_0000034,212,150-300,460.0,small,0.0426,5,9,1,1
0000295_02900_d_0000034,212,150-300,625.0,small,0.0,3,44,1,1
0000295_02900_d_0000034,212,150-300,644.0,small,0.0154,4,27,1,1
0000295_02900_d_0000034,212,150-300,676.0,small,0.0154,2,19,1,1
0000295_02900_d_0000034,212,150-300,1085.0,medium,0.0,2,22,1,1
0000295_02900_d_0000034,212,150-300,1156.0,medium,0.0,1,30,1,1
0000295_02900_d_0000034,212,150-300,1216.0,medium,0.0,2,16,1,1
0000295_02900_d_0000034,212,150-300,952.0,small,0.0,4,17,1,1
0000295_02900_d_0000034,212,150-300,108.0,small,0.1883,1,368,0,1
0000295_02900_d_0000034,212,150-300,176.0,small,0.1883,2,376,0,1
0000295_02900_d_0000034,212,150-300,90.0,small,0.2038,1,574,0,1
0000295_02900_d_0000034,212,150-300,99.0,small,0.0,1,310,0,1
0000295_02900_d_0000034,212,150-300,110.0,small,0.0,1,100,1,1
0000295_02900_d_0000034,212,150-300,99.0,small,0.2038,1,847,0,1
0000295_02900_d_0000034,212,150-300,96.0,small,0.0,1,291,1,1
0000295_02900_d_0000034,212,150-300,154.0,small,0.0,1,124,1,1
0000295_02900_d_0000034,212,150-300,216.0,small,0.1224,1,249,1,1
0000295_02900_d_0000034,212,150-300,374.0,small,0.1131,1,99,1,1
0000295_02900_d_0000034,212,150-300,224.0,small,0.1224,1,590,0,1
0000295_02900_d_0000034,212,150-300,315.0,small,0.1131,1,81,1,1
0000295_02900_d_0000034,212,150-300,442.0,small,0.005,1,161,1,1
0000295_02900_d_0000034,212,150-300,420.0,small,0.0037,1,85,1,1
0000295_02900_d_0000034,212,150-300,360.0,small,0.0,1,61,1,1
0000295_02900_d_0000034,212,150-300,435.0,small,0.0,1,50,1,1
0000295_02900_d_0000034,212,150-300,5733.0,medium,0.0,0,29,1,1
0000295_02900_d_0000034,212,150-300,13176.0,large,0.0437,6,84,1,1
0000295_02900_d_0000034,212,150-300,13090.0,large,0.1167,6,21,1,1
0000295_02900_d_0000034,212,150-300,9009.0,medium,0.1167,7,13,1,1
0000295_02900_d_0000034,212,150-300,7104.0,medium,0.1607,6,5,1,1
0000295_02900_d_0000034,212,150-300,5329.0,medium,0.0,5,7,1,1
0000295_02900_d_0000034,212,150-300,4355.0,medium,0.0,4,20,1,1
0000295_02900_d_0000034,212,150-300,3844.0,medium,0.0704,5,36,1,1
0000295_02900_d_0000034,212,150-300,2544.0,medium,0.0027,5,6,1,1
0000295_02900_d_0000034,212,150-300,2538.0,medium,0.0704,5,10,1,1
0000295_02900_d_0000034,212,150-300,3672.0,medium,0.0,4,1,1,1
0000295_02900_d_0000034,212,150-300,1645.0,medium,0.0,3,15,1,1
0000295_02900_d_0000034,212,150-300,2014.0,medium,0.0,6,11,1,1
0000295_02900_d_0000034,212,150-300,35875.0,large,0.1607,32,0,1,1
0000296_00601_d_0000038,91,50-100,12782.0,large,0.0,9,3,1,1
0000296_00601_d_0000038,91,50-100,5763.0,medium,0.0309,15,38,1,1
0000296_00601_d_0000038,91,50-100,17516.0,large,0.1285,4,0,1,1
0000296_00601_d_0000038,91,50-100,10584.0,large,0.0,1,32,1,1
0000296_00601_d_0000038,91,50-100,7567.0,medium,0.0,0,34,1,1
0000296_00601_d_0000038,91,50-100,13528.0,large,0.1285,4,16,1,1
0000296_00601_d_0000038,91,50-100,6500.0,medium,0.0,1,31,1,1
0000296_00601_d_0000038,91,50-100,10540.0,large,0.0,0,22,1,1
0000296_00601_d_0000038,91,50-100,12285.0,large,0.1316,4,2,1,1
0000296_00601_d_0000038,91,50-100,19734.0,large,0.1316,8,19,1,1
0000296_00601_d_0000038,91,50-100,8800.0,medium,0.0171,5,4,1,1
0000296_00601_d_0000038,91,50-100,4675.0,medium,0.1114,3,5,1,1
0000296_00601_d_0000038,91,50-100,5859.0,medium,0.1114,6,1,1,1
0000296_00601_d_0000038,91,50-100,4374.0,medium,0.086,5,9,1,1
0000296_00601_d_0000038,91,50-100,2700.0,medium,0.086,5,14,1,1
0000296_00601_d_0000038,91,50-100,4560.0,medium,0.0317,8,25,1,1
0000296_00601_d_0000038,91,50-100,2924.0,medium,0.0939,8,11,1,1
0000296_00601_d_0000038,91,50-100,2072.0,medium,0.0939,6,20,1,1
0000296_00601_d_0000038,91,50-100,2106.0,medium,0.0,6,27,1,1
0000296_00601_d_0000038,91,50-100,1664.0,medium,0.1157,5,12,1,1
0000296_00601_d_0000038,91,50-100,2990.0,medium,0.1261,10,13,1,1
0000296_00601_d_0000038,91,50-100,2296.0,medium,0.1261,9,17,1,1
0000296_00601_d_0000038,91,50-100,5110.0,medium,0.0678,7,6,1,1
0000296_00601_d_0000038,91,50-100,3710.0,medium,0.0798,10,10,1,1
0000296_00601_d_0000038,91,50-100,65790.0,large,0.0591,53,7,1,1
0000296_00601_d_0000038,91,50-100,1900.0,medium,0.1823,3,18,1,1
0000296_00601_d_0000038,91,50-100,1505.0,medium,0.1823,4,26,1,1
0000296_00601_d_0000038,91,50-100,912.0,small,0.0576,4,30,1,1
0000296_00601_d_0000038,91,50-100,1519.0,medium,0.1913,5,15,1,1
0000296_00601_d_0000038,91,50-100,910.0,small,0.1913,4,23,1,1
0000296_00601_d_0000038,91,50-100,850.0,small,0.0576,3,37,1,1
0000296_00601_d_0000038,91,50-100,6832.0,medium,0.0,14,21,1,1
0000296_00601_d_0000038,91,50-100,1368.0,medium,0.0955,6,33,1,1
0000296_00601_d_0000038,91,50-100,874.0,small,0.0,4,46,1,1
0000296_00601_d_0000038,91,50-100,1274.0,medium,0.0,9,43,1,1
0000296_00601_d_0000038,91,50-100,720.0,small,0.1312,7,35,1,1
0000296_00601_d_0000038,91,50-100,444.0,small,0.2192,5,147,1,1
0000296_00601_d_0000038,91,50-100,688.0,small,0.0,5,69,1,1
0000296_00601_d_0000038,91,50-100,1175.0,medium,0.0,0,24,1,1
0000296_00601_d_0000038,91,50-100,1058.0,medium,0.2192,9,142,1,1
0000296_00601_d_0000038,91,50-100,540.0,small,0.1659,5,175,1,1
0000296_00601_d_0000038,91,50-100,782.0,small,0.0,6,86,1,1
0000296_00601_d_0000038,91,50-100,675.0,small,0.2,6,51,1,1
0000296_00601_d_0000038,91,50-100,585.0,small,0.2,3,455,0,1
0000296_00601_d_0000038,91,50-100,1200.0,medium,0.0785,7,66,1,1
0000296_00601_d_0000038,91,50-100,1462.0,medium,0.0,0,41,1,1
0000296_00601_d_0000038,91,50-100,425.0,small,0.1141,7,817,0,1
0000296_00601_d_0000038,91,50-100,330.0,small,0.1054,6,64,1,1
0000296_00601_d_0000038,91,50-100,532.0,small,0.003,6,68,1,1
0000296_00601_d_0000038,91,50-100,704.0,small,0.3319,5,117,1,1
0000296_00601_d_0000038,91,50-100,504.0,small,0.2335,3,104,1,1
0000296_00601_d_0000038,91,50-100,600.0,small,0.2335,4,55,1,1
0000296_00601_d_0000038,91,50-100,754.0,small,0.359,5,93,1,1
0000296_00601_d_0000038,91,50-100,552.0,small,0.359,5,347,0,1
0000296_00601_d_0000038,91,50-100,546.0,small,0.1546,5,-1,0,0
0000296_00601_d_0000038,91,50-100,399.0,small,0.0,3,61,1,1
0000296_00601_d_0000038,91,50-100,462.0,small,0.0,3,58,1,1
0000296_00601_d_0000038,91,50-100,357.0,small,0.0,4,102,1,1
0000296_00601_d_0000038,91,50-100,414.0,small,0.0822,6,-1,0,0
0000296_00601_d_0000038,91,50-100,323.0,small,0.1788,4,-1,0,0
0000296_00601_d_0000038,91,50-100,363.0,small,0.0,2,44,1,1
