bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,300.0,0.9271,0.9535,0.9535,0.9535,0.0,0.9443,0.9621,0,,0.0,55.5,0.1217,149.8,0.9304,2831,0.9776,1967,0.9975,404
50-100,248,18205,300.0,0.8417,0.9171,0.9171,0.9171,0.0,0.9092,0.9246,0,,0.004,146.9,0.7742,290.2,0.8918,12514,0.9715,5262,0.986,429
100-150,81,9483,300.0,0.7021,0.8677,0.8677,0.8677,0.0,0.8522,0.883,0,,0.1111,218.3,1.0,300.0,0.8316,6758,0.9545,2551,0.9943,174
150-300,27,4935,300.0,0.5035,0.7769,0.7769,0.7769,0.0,0.7439,0.8075,0,,0.4074,283.3,1.0,300.0,0.7212,3662,0.9349,1214,0.9831,59
>=300,3,934,300.0,0.3062,0.6403,0.6403,0.6403,0.0,,,0,,1.0,300.0,1.0,300.0,0.5988,810,0.9098,122,1.0,2
