bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,4004,68860,608.2,0.6874,0.7779,0.8187,0.8343,0.2539,0.7714,0.7848,3882,0.1788,0.0,16.2,0.0,26.2,0.7964,5403,0.7907,21552,0.769,41905
50-100,282,18642,924.0,0.5208,0.6658,0.7407,0.7771,0.333,0.6482,0.6833,2075,0.1407,0.0,26.3,0.0,47.8,0.6569,3124,0.6749,9050,0.6574,6468
100-150,58,6900,933.1,0.3713,0.5358,0.6257,0.6786,0.3076,0.489,0.5799,985,0.1137,0.0,26.9,0.0,52.4,0.4202,1059,0.5743,3871,0.5223,1970
150-300,25,4769,953.3,0.2577,0.4114,0.5158,0.5779,0.2829,0.3616,0.4683,794,0.1071,0.0,19.3,0.0,47.7,0.3847,616,0.4047,3000,0.4432,1153
>=300,1,310,1000.0,0.1742,0.329,0.4226,0.5065,0.2645,,,55,0.0909,0.0,38.0,0.0,73.0,0.0,2,0.0441,136,0.5581,172
