bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,293.3,0.7947,0.8549,0.8654,0.866,0.0765,0.8381,0.8715,58,0.0172,0.0,19.8,0.0,30.6,0.7828,2831,0.9329,1967,0.9802,404
50-100,248,18205,554.3,0.6512,0.7724,0.8054,0.8096,0.1634,0.7609,0.783,676,0.0562,0.0,39.1,0.0,63.6,0.7051,12514,0.9179,5262,0.951,429
100-150,81,9483,752.2,0.5314,0.7202,0.7794,0.7975,0.2763,0.6979,0.7429,733,0.0437,0.0,48.1,0.0,81.3,0.646,6758,0.9,2551,0.9655,174
150-300,27,4935,889.9,0.398,0.6267,0.7252,0.7625,0.3638,0.5916,0.6591,670,0.0313,0.0,59.5,0.0,105.8,0.5289,3662,0.9044,1214,0.9831,59
>=300,3,934,1000.0,0.2612,0.4861,0.5942,0.6574,0.3333,,,160,0.025,0.0,70.0,0.0,122.0,0.416,810,0.9426,122,1.0,2
