bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,628.7,0.8729,0.9239,0.9402,0.9477,0.3127,0.912,0.935,124,0.0403,0.0,24.2,0.0,41.3,0.8873,2831,0.9619,1967,0.995,404
50-100,248,18205,995.6,0.7539,0.8752,0.9079,0.9231,0.3838,0.866,0.8835,872,0.0573,0.0,57.2,0.004,111.2,0.8353,12514,0.962,5262,0.9744,429
100-150,81,9483,1000.0,0.6186,0.8091,0.863,0.8908,0.428,0.7914,0.8276,774,0.0426,0.0,84.1,0.0123,169.7,0.7622,6758,0.9216,2551,0.9828,174
150-300,27,4935,1000.0,0.4549,0.7114,0.8061,0.8553,0.4986,0.6764,0.7438,710,0.0718,0.0,119.4,0.2222,255.6,0.6398,3662,0.9135,1214,1.0,59
>=300,3,934,1000.0,0.2955,0.5942,0.7163,0.7784,0.4539,,,172,0.064,0.0,191.3,1.0,469.3,0.5457,810,0.9098,122,1.0,2
