bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,240.1,0.92,0.9446,0.9464,0.9466,0.0361,0.9363,0.9528,10,0.1,0.0,26.8,0.0,36.6,0.9096,2831,0.9853,1967,0.9926,404
50-100,248,18205,539.0,0.8298,0.9105,0.9236,0.9249,0.1609,0.903,0.9174,262,0.0458,0.0,66.2,0.004,96.5,0.8769,12514,0.984,5262,0.9907,429
100-150,81,9483,755.5,0.694,0.8666,0.9001,0.9069,0.3021,0.8524,0.881,382,0.0262,0.0,98.2,0.0123,149.3,0.8276,6758,0.9612,2551,0.9943,174
150-300,27,4935,921.1,0.5044,0.8041,0.8679,0.8863,0.4196,0.7728,0.833,406,0.0419,0.0,145.7,0.1481,238.5,0.7512,3662,0.9547,1214,0.9831,59
>=300,3,934,1000.0,0.3073,0.682,0.8148,0.8512,0.5321,,,158,0.038,0.0,233.3,1.0,413.0,0.6407,810,0.9508,122,1.0,2
