bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,262.1,0.9175,0.9469,0.9491,0.9491,0.0414,0.9387,0.9548,11,0.0,0.0,27.9,0.0,39.5,0.9128,2831,0.9863,1967,0.995,404
50-100,248,18205,583.8,0.8245,0.913,0.9281,0.9297,0.192,0.9055,0.9201,305,0.0656,0.0,68.8,0.004,103.7,0.8806,12514,0.9837,5262,0.9907,429
100-150,81,9483,803.9,0.6877,0.866,0.9022,0.911,0.3358,0.8514,0.8806,427,0.0328,0.0,101.5,0.0123,159.6,0.8275,6758,0.9592,2551,0.9943,174
150-300,27,4935,950.7,0.5019,0.7955,0.8671,0.8888,0.4562,0.7622,0.826,460,0.0413,0.0,149.6,0.1481,252.4,0.7409,3662,0.9514,1214,0.9831,59
>=300,3,934,1000.0,0.3073,0.6745,0.8169,0.8522,0.5459,,,166,0.0542,0.0,237.7,1.0,430.3,0.6321,810,0.9508,122,1.0,2
