bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,354.5,0.8864,0.9235,0.9306,0.9314,0.1033,0.9122,0.9343,41,0.0488,0.0,26.8,0.0,43.4,0.8767,2831,0.9761,1967,0.995,404
50-100,248,18205,745.3,0.7779,0.8822,0.9051,0.911,0.2445,0.873,0.8908,523,0.0363,0.0,65.6,0.004,117.6,0.8397,12514,0.9755,5262,0.979,429
100-150,81,9483,948.6,0.6389,0.832,0.8793,0.8962,0.3821,0.8156,0.8483,609,0.0345,0.0,97.3,0.0617,183.6,0.7823,6758,0.953,2551,0.9885,174
150-300,27,4935,991.7,0.4736,0.7463,0.8369,0.8677,0.4785,0.7093,0.7804,599,0.0384,0.0,146.3,0.3333,292.7,0.6802,3662,0.9341,1214,0.9831,59
>=300,3,934,1000.0,0.303,0.6135,0.757,0.8158,0.5234,,,189,0.0476,0.0,222.7,1.0,472.7,0.5679,810,0.9098,122,1.0,2
