bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,148.2,0.9031,0.9191,0.9196,0.9196,0.0062,0.9086,0.9296,3,0.0,0.0,25.6,0.0,32.2,0.8718,2831,0.972,1967,0.9926,404
50-100,248,18205,335.7,0.8271,0.8855,0.8899,0.89,0.0393,0.8776,0.8928,82,0.0122,0.0,62.4,0.0,82.1,0.8422,12514,0.9797,5262,0.993,429
100-150,81,9483,484.4,0.7035,0.8602,0.8747,0.8751,0.1066,0.8455,0.875,142,0.0141,0.0,92.7,0.0,126.4,0.8174,6758,0.9643,2551,0.9943,174
150-300,27,4935,665.3,0.5074,0.8083,0.844,0.8486,0.2102,0.7792,0.8353,199,0.005,0.0,136.5,0.037,195.4,0.7581,3662,0.9514,1214,0.9831,59
>=300,3,934,1000.0,0.3084,0.6991,0.8009,0.8223,0.4094,,,115,0.0,0.0,212.7,0.6667,332.0,0.6642,810,0.9262,122,1.0,2
