bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,615.8,0.6207,0.6719,0.6936,0.7013,0.0896,0.6487,0.6967,153,0.0131,0.0,24.3,0.0,41.1,0.5394,2831,0.8038,1967,0.9579,404
50-100,248,18205,993.1,0.5053,0.5698,0.5991,0.6167,0.109,0.5535,0.5857,854,0.0082,0.0,57.1,0.0,110.5,0.4478,12514,0.8293,5262,0.9441,429
100-150,81,9483,1000.0,0.4206,0.5002,0.5353,0.5558,0.1112,0.4751,0.5261,528,0.0095,0.0,83.3,0.0123,166.2,0.3827,6758,0.7813,2551,0.9425,174
150-300,27,4935,1000.0,0.3323,0.4336,0.4736,0.4942,0.107,0.3947,0.4722,299,0.0,0.0,118.3,0.1481,247.4,0.3162,3662,0.7619,1214,0.9661,59
>=300,3,934,1000.0,0.2281,0.3405,0.3876,0.4111,0.1071,,,66,0.0,0.0,179.3,1.0,436.3,0.2679,810,0.8115,122,1.0,2
