bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,525.1,0.9108,0.9523,0.9629,0.965,0.2662,0.9442,0.9605,66,0.0303,0.0,26.7,0.0,40.4,0.9279,2831,0.9792,1967,0.9926,404
50-100,248,18205,968.1,0.8112,0.9091,0.9359,0.9472,0.4191,0.9007,0.9166,694,0.072,0.0,64.7,0.004,105.5,0.8797,12514,0.9734,5262,0.9767,429
100-150,81,9483,998.8,0.6726,0.8554,0.8984,0.9199,0.4461,0.8403,0.8706,611,0.0589,0.0,93.5,0.0123,155.5,0.8177,6758,0.9463,2551,0.9885,174
150-300,27,4935,1000.0,0.4928,0.7828,0.8598,0.8904,0.4954,0.7508,0.8138,531,0.081,0.0,136.3,0.0741,237.2,0.7286,3662,0.9366,1214,0.9831,59
>=300,3,934,1000.0,0.303,0.6649,0.7837,0.8394,0.5207,,,163,0.0675,0.0,212.7,1.0,418.7,0.6272,810,0.9098,122,1.0,2
