bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,624.7,0.8833,0.9316,0.9456,0.9516,0.2924,0.9208,0.9418,104,0.0385,0.0,24.0,0.0,41.9,0.8993,2831,0.9654,1967,0.9926,404
50-100,248,18205,995.1,0.7591,0.8744,0.909,0.9235,0.3909,0.865,0.8831,894,0.0481,0.0,58.0,0.0,108.3,0.8343,12514,0.962,5262,0.972,429
100-150,81,9483,1000.0,0.6237,0.811,0.8695,0.8961,0.4503,0.7924,0.8288,807,0.0409,0.0,84.9,0.0123,165.6,0.7595,6758,0.9353,2551,0.9885,174
150-300,27,4935,1000.0,0.465,0.7189,0.812,0.8541,0.481,0.6829,0.7529,667,0.057,0.0,121.2,0.1481,250.1,0.6491,3662,0.9168,1214,0.9831,59
>=300,3,934,1000.0,0.3073,0.606,0.742,0.7923,0.4728,,,174,0.0517,0.0,192.0,1.0,446.7,0.5617,810,0.8934,122,1.0,2
