bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,233.9,0.9193,0.9444,0.9462,0.9462,0.0324,0.9363,0.9525,9,0.0,0.0,27.6,0.0,37.9,0.9092,2831,0.9847,1967,0.995,404
50-100,248,18205,530.2,0.8281,0.9117,0.9247,0.9258,0.1597,0.9042,0.9187,257,0.0623,0.0,67.8,0.004,98.8,0.8784,12514,0.9844,5262,0.9907,429
100-150,81,9483,744.1,0.6916,0.8661,0.899,0.9055,0.2942,0.8514,0.8807,374,0.0294,0.0,99.7,0.0123,151.7,0.8272,6758,0.9604,2551,0.9943,174
150-300,27,4935,916.1,0.5023,0.8026,0.8655,0.8835,0.4098,0.7713,0.8319,399,0.0351,0.0,146.4,0.1481,238.0,0.7512,3662,0.9489,1214,0.9831,59
>=300,3,934,1000.0,0.3073,0.6831,0.8191,0.8533,0.5371,,,159,0.0566,0.0,233.0,1.0,405.3,0.642,810,0.9508,122,1.0,2
