bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,349.0,0.8889,0.9268,0.9323,0.9325,0.0779,0.916,0.937,30,0.0667,0.0,26.9,0.0,43.0,0.8785,2831,0.9817,1967,0.9975,404
50-100,248,18205,745.7,0.7769,0.884,0.9057,0.9117,0.2388,0.8758,0.892,504,0.0377,0.0,65.5,0.004,116.8,0.8412,12514,0.9772,5262,0.9883,429
100-150,81,9483,948.6,0.6407,0.8307,0.8782,0.8972,0.3928,0.8131,0.8474,630,0.0302,0.0,97.4,0.037,181.3,0.7831,6758,0.9463,2551,0.9885,174
150-300,27,4935,991.3,0.4729,0.7425,0.8332,0.8663,0.4808,0.7059,0.7774,611,0.0458,0.0,145.2,0.4074,295.0,0.6739,3662,0.9366,1214,1.0,59
>=300,3,934,1000.0,0.3019,0.6028,0.7473,0.8116,0.5257,,,195,0.0513,0.0,233.0,1.0,504.0,0.5543,810,0.918,122,1.0,2
