bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,189,5202,624.3,0.6248,0.6709,0.6901,0.7013,0.0924,0.6484,0.6945,158,0.0253,0.0,24.3,0.0,42.2,0.5433,2831,0.7972,1967,0.9505,404
50-100,248,18205,994.1,0.5082,0.5743,0.6009,0.6169,0.1001,0.5588,0.589,775,0.0039,0.0,57.2,0.0,111.5,0.4528,12514,0.8339,5262,0.9371,429
100-150,81,9483,1000.0,0.42,0.5023,0.5373,0.5589,0.1137,0.4778,0.5282,537,0.0056,0.0,83.7,0.0123,166.7,0.3869,6758,0.7777,2551,0.9425,174
150-300,27,4935,1000.0,0.3252,0.4316,0.474,0.4999,0.1202,0.3921,0.4704,337,0.0059,0.0,119.2,0.1111,257.9,0.3165,3662,0.7529,1214,0.9661,59
>=300,3,934,1000.0,0.2323,0.3533,0.4036,0.4293,0.1175,,,71,0.0141,0.0,190.3,1.0,462.7,0.2852,810,0.7951,122,1.0,2
