bucket,n_images,total_gt,mean_cache_depth,R@100,R@300,R@600,R@1000,rel_rec,R@300_ci_lo,R@300_ci_hi,tail_tp,tail_dupsus_frac,sat_rate@conf0.25,mean_ndet@conf0.25,sat_rate@conf0.1,mean_ndet@conf0.1,R300_small,n_gt_small,R300_medium,n_gt_medium,R300_large,n_gt_large
<50,9,287,300.0,0.8118,0.899,0.899,0.899,0.0,,,0,,0.0,161.8,0.0,246.7,,0,0.7812,64,0.9327,223
50-100,101,8555,300.0,0.8417,0.9244,0.9244,0.9244,0.0,0.9024,0.9428,0,,0.0,172.4,0.0,221.1,0.72,25,0.8668,1066,0.9333,7464
100-150,1791,229203,300.0,0.7466,0.9727,0.9727,0.9727,0.0,0.9707,0.9748,0,,0.0,163.9,0.0039,197.8,0.7591,137,0.9162,24614,0.9797,204452
150-300,1004,182649,300.0,0.5333,0.9507,0.9507,0.9507,0.0,0.9467,0.9547,0,,0.004,217.2,0.0169,245.5,0.3252,163,0.893,47693,0.9718,134793
>=300,30,10725,300.0,0.2743,0.7548,0.7548,0.7548,0.0,0.7137,0.795,0,,0.2333,295.1,0.7,299.2,0.0777,193,0.6816,5170,0.8497,5362
