image,n_gt,bucket,n_det_total,matched@100,matched@300,matched@600,matched@1000,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000283_00801_d_0000678,8,<50,33,4,4,4,4,3,0,3,0,7,3,1,1,0,0
0000283_01001_d_0000679,4,<50,27,4,4,4,4,4,0,4,0,0,0,3,3,1,1
0000287_00001_d_0000759,52,50-100,341,39,44,44,44,30,0,47,0,37,30,13,12,2,2
0000287_00201_d_0000760,51,50-100,223,43,47,47,47,35,0,45,0,27,24,22,21,2,2
0000287_00401_d_0000761,44,<50,249,39,40,40,40,34,0,48,0,22,19,18,17,4,4
0000287_00601_d_0000762,93,50-100,341,52,65,65,65,35,0,54,0,72,45,17,16,4,4
0000287_00801_d_0000763,58,50-100,335,50,53,53,53,47,0,63,0,34,29,19,19,5,5
0000287_01001_d_0000764,71,50-100,275,45,53,53,53,34,0,49,0,49,32,19,18,3,3
0000287_01201_d_0000765,68,50-100,388,50,56,56,56,32,0,55,0,45,35,20,18,3,3
0000287_01401_d_0000766,68,50-100,285,49,56,56,56,41,0,56,0,46,34,21,21,1,1
0000287_01601_d_0000767,74,50-100,317,50,54,54,54,39,0,52,0,58,39,16,15,0,0
0000287_01801_d_0000768,56,50-100,355,45,47,47,47,46,0,58,0,39,33,17,14,0,0
0000287_02001_d_0000769,44,<50,294,40,41,41,41,34,0,44,0,28,25,14,14,2,2
0000287_02201_d_0000770,27,<50,197,21,23,23,23,17,0,21,0,15,11,11,11,1,1
0000287_02401_d_0000771,18,<50,120,17,17,17,17,18,0,27,0,6,6,9,8,3,3
0000287_02601_d_0000772,44,<50,267,31,32,32,32,21,0,33,0,24,18,20,14,0,0
0000287_02801_d_0000773,60,50-100,416,42,49,50,50,27,0,46,0,32,23,27,25,1,1
0000287_03001_d_0000774,18,<50,189,15,15,15,15,16,0,21,0,4,1,13,13,1,1
0000287_03401_d_0000776,56,50-100,335,47,50,50,50,41,0,57,0,12,6,43,43,1,1
0000287_04601_d_0000780,88,50-100,361,54,65,65,65,36,0,51,0,51,28,37,37,0,0
0000287_04801_d_0000781,53,50-100,358,34,42,42,42,30,0,39,0,25,14,27,27,1,1
0000287_05001_d_0000782,62,50-100,328,35,43,44,44,23,0,35,0,36,17,25,25,1,1
0000289_00001_d_0000811,41,<50,208,31,34,34,34,22,0,28,0,22,16,18,17,1,1
0000289_00201_d_0000812,43,<50,252,35,36,36,36,26,0,38,0,20,14,21,20,2,2
0000289_00401_d_0000813,53,50-100,334,41,43,43,43,36,0,46,0,20,13,26,24,7,6
0000289_00601_d_0000814,43,<50,312,30,33,33,33,24,0,37,0,12,7,29,24,2,2
0000289_00801_d_0000815,39,<50,365,31,34,34,34,26,0,38,0,11,8,26,24,2,2
0000289_01001_d_0000816,33,<50,264,27,29,29,29,17,0,29,0,7,5,24,22,2,2
0000289_01201_d_0000817,43,<50,314,28,35,35,35,24,0,39,0,18,14,24,20,1,1
0000289_01401_d_0000818,39,<50,324,36,38,38,38,32,0,45,0,9,8,25,25,5,5
0000289_01601_d_0000819,44,<50,277,38,42,42,42,27,0,32,0,20,18,21,21,3,3
0000289_02001_d_0000821,43,<50,199,37,40,40,40,26,0,37,0,17,15,24,23,2,2
0000289_02201_d_0000822,29,<50,224,27,28,28,28,16,0,28,0,7,6,13,13,9,9
0000289_02401_d_0000823,49,<50,296,41,45,45,45,35,0,44,0,32,28,16,16,1,1
0000289_02601_d_0000824,58,50-100,296,44,49,49,49,33,0,45,0,34,27,24,22,0,0
0000289_03001_d_0000826,61,50-100,318,44,50,50,50,39,0,50,0,32,22,28,27,1,1
0000289_03201_d_0000827,80,50-100,378,49,61,63,63,36,0,43,0,43,31,34,28,3,2
0000289_03401_d_0000828,54,50-100,356,35,42,42,42,34,0,38,0,31,20,19,18,4,4
0000289_03601_d_0000829,77,50-100,453,36,48,50,50,35,0,51,0,52,30,23,17,2,1
0000289_03801_d_0000830,100,100-150,558,51,74,79,79,30,0,58,0,74,54,23,17,3,3
0000289_04001_d_0000831,80,50-100,703,51,67,70,71,43,0,69,0,61,50,17,15,2,2
0000289_04201_d_0000832,88,50-100,642,58,75,78,78,55,0,92,0,72,59,15,15,1,1
0000289_04401_d_0000833,100,100-150,599,71,89,90,90,69,0,99,0,66,57,30,28,4,4
0000289_04601_d_0000834,93,50-100,607,70,85,88,88,63,0,112,0,38,33,54,51,1,1
0000289_04801_d_0000835,71,50-100,562,53,59,62,62,51,0,74,0,40,29,30,29,1,1
0000289_05001_d_0000836,65,50-100,611,54,60,61,61,47,0,60,0,27,24,35,33,3,3
0000289_05201_d_0000837,79,50-100,721,54,66,66,68,49,0,75,0,41,29,35,34,3,3
0000289_05401_d_0000838,81,50-100,736,54,61,67,67,44,0,72,0,32,15,44,41,5,5
0000289_05601_d_0000839,107,100-150,786,61,75,80,82,47,0,74,0,72,41,32,31,3,3
0000289_05801_d_0000840,78,50-100,699,53,63,67,67,41,0,66,0,49,35,26,25,3,3
0000289_06001_d_0000841,80,50-100,560,60,70,72,72,42,0,59,0,45,37,33,31,2,2
0000289_06201_d_0000842,79,50-100,500,59,70,72,72,52,0,68,0,39,31,38,37,2,2
0000289_06401_d_0000843,79,50-100,444,55,66,67,67,46,0,63,0,51,38,24,24,4,4
0000289_06601_d_0000844,88,50-100,513,58,68,71,71,49,0,65,0,51,34,34,31,3,3
0000289_06801_d_0000845,98,50-100,615,65,80,81,81,35,0,54,0,78,60,20,20,0,0
0000289_07001_d_0000846,74,50-100,208,38,48,48,48,25,0,30,0,45,21,29,27,0,0
0000289_07201_d_0000847,40,<50,720,31,35,37,37,22,0,38,0,18,14,22,21,0,0
0000290_04001_d_0000867,79,50-100,440,65,68,68,68,45,0,67,0,47,37,32,31,0,0
0000291_00001_d_0000868,178,150-300,826,67,104,112,118,59,0,107,0,155,84,23,20,0,0
0000291_00201_d_0000869,113,100-150,545,64,89,96,96,53,0,83,0,89,65,24,24,0,0
0000291_00401_d_0000870,166,150-300,826,70,103,117,124,65,0,110,0,139,78,27,25,0,0
0000291_00601_d_0000871,120,100-150,768,65,97,105,106,68,0,100,0,63,41,53,52,4,4
0000291_01001_d_0000873,159,150-300,728,75,107,127,127,64,0,110,0,122,71,36,35,1,1
0000291_01201_d_0000874,212,150-300,985,72,139,171,184,81,0,132,0,135,68,76,70,1,1
0000291_01401_d_0000875,154,150-300,780,66,110,125,130,75,0,123,0,114,74,39,35,1,1
0000291_01601_d_0000876,87,50-100,601,55,75,84,84,51,0,93,0,37,30,43,38,7,7
0000291_01801_d_0000877,113,100-150,610,72,100,107,108,69,0,95,0,50,40,56,53,7,7
0000291_02001_d_0000878,172,150-300,959,79,133,146,155,86,0,122,0,87,57,81,72,4,4
0000291_02201_d_0000879,149,100-150,953,79,122,133,138,65,0,123,0,77,53,70,67,2,2
0000291_02601_d_0000881,178,150-300,975,77,140,157,162,78,0,137,0,109,77,68,62,1,1
0000291_03201_d_0000884,229,150-300,931,86,154,181,187,72,0,136,0,170,100,58,53,1,1
0000291_03401_d_0000885,187,150-300,987,75,143,174,179,77,0,135,0,109,75,71,61,7,7
0000291_03601_d_0000886,112,100-150,785,72,98,108,108,49,0,91,0,49,42,58,52,5,4
0000291_03801_d_0000887,191,150-300,931,72,130,156,169,51,0,92,0,124,66,66,63,1,1
0000291_04001_d_0000888,108,100-150,665,76,99,103,103,72,0,108,0,44,38,61,58,3,3
0000291_04201_d_0000889,111,100-150,742,72,97,101,101,74,0,127,0,47,39,60,54,4,4
0000291_04401_d_0000890,126,100-150,868,77,107,114,116,89,0,133,0,53,39,70,65,3,3
0000291_05001_d_0000892,135,100-150,822,77,117,123,125,74,0,137,0,72,56,61,59,2,2
0000291_05201_d_0000893,207,150-300,963,88,159,188,192,86,0,136,0,143,103,62,54,2,2
0000293_03601_d_0000940,117,100-150,542,63,91,95,95,52,0,94,0,94,68,23,23,0,0
0000295_00000_d_0000021,130,100-150,386,61,75,75,75,40,0,65,0,116,62,13,12,1,1
0000295_00200_d_0000022,78,50-100,279,60,68,68,68,48,0,74,0,53,43,23,23,2,2
0000295_00600_d_0000024,186,150-300,583,81,109,129,129,65,0,89,0,166,90,18,17,2,2
0000295_00800_d_0000025,147,100-150,473,82,111,116,116,70,0,92,0,121,85,23,23,3,3
0000295_01000_d_0000026,251,150-300,615,78,112,129,130,75,0,101,0,226,88,23,22,2,2
0000295_01200_d_0000027,200,150-300,566,86,124,140,140,60,0,102,0,182,107,18,17,0,0
0000295_01400_d_0000028,189,150-300,545,81,133,143,143,62,0,114,0,172,116,17,17,0,0
0000295_01600_d_0000029,138,100-150,507,84,116,118,118,78,0,118,0,105,84,32,31,1,1
0000295_01800_d_0000030,306,>300,741,81,151,176,177,84,0,151,0,269,117,37,34,0,0
0000295_02000_d_0000031,311,>300,758,95,189,222,227,96,0,143,0,261,141,50,48,0,0
0000295_02200_d_0000032,193,150-300,598,87,155,165,165,93,0,149,0,134,102,58,52,1,1
0000295_02400_d_0000033,317,>300,930,81,168,226,247,87,0,162,0,280,135,35,31,2,2
0000295_02900_d_0000034,212,150-300,552,90,149,163,163,77,0,128,0,172,109,36,36,4,4
0000296_00601_d_0000038,91,50-100,423,70,80,80,80,53,0,75,0,56,45,27,27,8,8
0000296_01001_d_0000040,181,150-300,544,87,129,141,141,84,0,110,0,128,77,46,45,7,7
0000300_03201_d_0000154,66,50-100,423,56,59,59,59,49,0,67,0,40,33,25,25,1,1
0000301_00001_d_0000156,96,50-100,440,65,79,80,80,57,0,89,0,65,51,26,23,5,5
0000301_00201_d_0000157,90,50-100,572,58,69,77,77,48,0,71,0,52,34,33,30,5,5
0000301_01001_d_0000161,64,50-100,307,40,44,44,44,34,0,59,0,48,30,14,12,2,2
0000301_01201_d_0000162,61,50-100,435,47,51,54,54,41,0,59,0,40,31,18,17,3,3
0000303_03401_d_0000200,82,50-100,337,55,63,63,63,43,0,57,0,64,46,18,17,0,0
0000308_04401_d_0000327,98,50-100,489,66,78,79,79,69,0,93,0,68,49,27,26,3,3
0000312_00001_d_0000414,112,100-150,611,80,99,103,103,72,0,92,0,59,48,51,49,2,2
0000312_00201_d_0000415,108,100-150,648,80,99,99,99,74,0,109,0,56,47,44,44,8,8
0000312_00601_d_0000417,59,50-100,400,52,56,56,56,39,0,58,0,30,27,24,24,5,5
0000312_01001_d_0000419,80,50-100,459,61,73,75,75,55,0,78,0,42,35,28,28,10,10
0000312_01201_d_0000420,82,50-100,485,57,77,79,79,59,0,88,0,44,39,30,30,8,8
0000312_02201_d_0000425,78,50-100,472,62,73,75,75,59,0,80,0,41,36,36,36,1,1
0000312_02401_d_0000426,80,50-100,450,56,65,67,67,56,0,76,0,42,29,33,31,5,5
0000312_04201_d_0000435,80,50-100,455,66,72,74,74,48,0,68,0,50,42,29,29,1,1
0000313_06401_d_0000468,91,50-100,541,55,69,72,72,37,0,56,0,85,63,6,6,0,0
0000313_06601_d_0000469,165,150-300,706,68,91,101,101,42,0,68,0,156,83,9,8,0,0
0000313_07001_d_0000471,5,<50,186,5,5,5,5,1,0,8,0,4,4,1,1,0,0
0000315_01601_d_0000509,98,50-100,498,63,71,72,72,45,0,73,0,82,56,16,15,0,0
0000316_00001_d_0000519,69,50-100,493,34,46,51,51,25,0,42,0,61,41,8,5,0,0
0000316_00201_d_0000520,54,50-100,483,32,40,44,44,25,0,44,0,37,28,17,12,0,0
0000316_00401_d_0000521,23,<50,310,12,15,15,15,8,0,13,0,11,4,11,10,1,1
0000316_00601_d_0000522,35,<50,397,26,31,32,32,22,0,36,0,29,25,6,6,0,0
0000316_00801_d_0000523,27,<50,483,17,24,24,24,19,0,34,0,22,19,5,5,0,0
0000316_01001_d_0000524,18,<50,195,12,14,14,14,7,0,10,0,14,13,4,1,0,0
0000316_01201_d_0000525,43,<50,584,38,39,39,39,39,0,50,0,25,24,18,15,0,0
0000316_01401_d_0000526,34,<50,483,28,32,32,32,27,0,37,0,19,17,14,14,1,1
0000316_01601_d_0000527,29,<50,437,27,28,28,28,21,0,39,0,17,16,11,11,1,1
0000316_01801_d_0000528,11,<50,148,11,11,11,11,7,0,13,0,1,1,8,8,2,2
0000316_02001_d_0000529,9,<50,533,7,9,9,9,7,0,20,0,4,4,4,4,1,1
0000316_02201_d_0000530,7,<50,54,7,7,7,7,7,0,8,0,2,2,4,4,1,1
0000323_02601_d_0000645,91,50-100,422,58,79,79,79,44,0,77,0,71,60,17,16,3,3
0000327_00001_d_0000711,70,50-100,551,52,54,56,56,56,0,78,0,46,34,23,19,1,1
0000327_00201_d_0000712,60,50-100,392,46,51,51,51,45,0,57,0,38,31,19,17,3,3
0000327_00401_d_0000713,64,50-100,309,47,54,54,54,45,0,63,0,40,30,24,24,0,0
0000327_00601_d_0000714,84,50-100,480,59,68,70,70,48,0,86,0,58,45,25,22,1,1
0000327_00801_d_0000715,84,50-100,438,69,77,78,78,62,0,86,0,57,51,24,23,3,3
0000327_01001_d_0000716,83,50-100,438,62,67,73,73,55,0,72,0,51,41,32,26,0,0
0000327_01201_d_0000717,69,50-100,426,54,57,58,58,48,0,64,0,34,27,31,26,4,4
0000327_01401_d_0000718,93,50-100,352,58,69,70,70,39,0,64,0,71,51,18,14,4,4
0000327_01801_d_0000720,62,50-100,367,46,49,49,49,37,0,51,0,45,32,17,17,0,0
0000327_02601_d_0000724,57,50-100,389,44,48,49,49,41,0,63,0,43,35,14,13,0,0
0000327_02801_d_0000725,73,50-100,448,56,62,63,63,52,0,70,0,48,38,24,23,1,1
0000327_03001_d_0000726,75,50-100,315,55,63,63,63,51,0,65,0,56,45,19,18,0,0
0000327_03201_d_0000727,110,100-150,508,43,56,62,62,35,0,59,0,88,44,21,11,1,1
0000327_03401_d_0000728,75,50-100,415,46,56,56,56,47,0,64,0,56,38,18,17,1,1
0000327_03601_d_0000729,60,50-100,473,49,53,53,53,41,0,64,0,47,40,12,12,1,1
0000327_03801_d_0000730,103,100-150,631,68,84,88,88,63,0,90,0,85,67,16,15,2,2
0000327_04001_d_0000731,136,100-150,656,62,84,93,94,55,0,90,0,117,66,18,17,1,1
0000327_04201_d_0000732,110,100-150,868,66,83,90,90,74,0,120,0,86,62,23,21,1,0
0000330_00001_d_0000800,80,50-100,563,59,68,69,69,48,0,65,0,55,44,25,24,0,0
0000330_00201_d_0000801,130,100-150,514,67,85,88,88,54,0,76,0,101,58,27,25,2,2
0000330_00401_d_0000802,112,100-150,495,64,79,82,82,51,0,68,0,88,57,22,20,2,2
0000330_00601_d_0000803,94,50-100,529,65,71,73,73,45,0,68,0,72,50,19,18,3,3
0000330_00801_d_0000804,93,50-100,404,73,81,82,82,51,0,78,0,58,48,33,31,2,2
0000330_01001_d_0000805,93,50-100,447,57,65,68,68,52,0,81,0,68,42,23,21,2,2
0000330_01201_d_0000806,110,100-150,476,65,85,87,87,45,0,77,0,80,56,27,26,3,3
0000330_01401_d_0000807,161,150-300,685,82,123,139,141,87,0,127,0,111,74,47,46,3,3
0000330_01601_d_0000808,99,50-100,414,67,78,79,79,59,0,85,0,76,55,23,23,0,0
0000330_01801_d_0000809,64,50-100,306,56,59,59,59,47,0,76,0,38,33,26,26,0,0
0000330_02001_d_0000810,57,50-100,286,50,51,51,51,46,0,62,0,35,29,21,21,1,1
0000330_02201_d_0000811,44,<50,196,41,43,43,43,38,0,48,0,26,25,15,15,3,3
0000330_02801_d_0000814,45,<50,245,39,42,42,42,42,0,62,0,28,25,15,15,2,2
0000330_03001_d_0000815,45,<50,253,37,40,40,40,42,0,56,0,28,23,14,14,3,3
0000330_03201_d_0000816,69,50-100,329,61,65,66,66,58,0,75,0,29,27,36,34,4,4
0000330_04001_d_0000820,38,<50,243,36,36,36,36,31,0,46,0,10,9,23,22,5,5
0000330_04201_d_0000821,162,150-300,630,78,120,135,135,52,0,95,0,129,90,28,25,5,5
0000330_04401_d_0000822,38,<50,234,34,34,34,34,35,0,50,0,23,19,14,14,1,1
0000330_04601_d_0000823,62,50-100,363,49,54,54,54,47,0,66,0,48,40,12,12,2,2
0000333_00001_d_0000001,68,50-100,323,36,50,50,50,30,0,37,0,35,20,33,30,0,0
0000333_01765_d_0000010,120,100-150,160,40,47,47,47,33,0,51,0,84,15,36,32,0,0
0000333_01961_d_0000011,65,50-100,243,40,40,40,40,28,0,37,0,36,16,29,24,0,0
0000333_02157_d_0000012,67,50-100,220,42,48,48,48,31,0,39,0,30,11,37,37,0,0
0000333_02353_d_0000013,70,50-100,145,37,39,39,39,25,0,31,0,41,10,29,29,0,0
0000333_02549_d_0000014,91,50-100,181,39,41,41,41,30,0,33,0,64,15,27,26,0,0
0000333_02745_d_0000015,52,50-100,204,26,30,30,30,18,0,27,0,35,13,17,17,0,0
0000333_02941_d_0000016,44,<50,216,24,25,25,25,20,0,24,0,23,7,21,18,0,0
0000333_03137_d_0000017,39,<50,236,19,23,23,23,11,0,17,0,23,7,16,16,0,0
0000333_03333_d_0000018,62,50-100,330,37,45,45,45,21,0,39,0,32,16,30,29,0,0
0000333_03529_d_0000019,95,50-100,252,45,52,52,52,17,0,34,0,55,14,40,38,0,0
0000333_03725_d_0000020,83,50-100,360,44,58,61,61,30,0,58,0,49,24,34,34,0,0
0000335_00001_d_0000043,41,<50,361,37,39,40,40,36,0,56,0,16,15,19,18,6,6
0000335_00197_d_0000044,37,<50,301,31,35,35,35,31,0,53,0,21,20,12,11,4,4
0000335_00393_d_0000045,34,<50,363,27,29,29,29,28,0,45,0,12,9,17,15,5,5
0000335_00589_d_0000046,21,<50,156,20,20,20,20,20,0,27,0,7,7,12,12,2,1
0000335_00785_d_0000047,34,<50,244,28,29,29,29,21,0,27,0,24,20,8,7,2,2
0000335_00981_d_0000048,78,50-100,291,43,51,51,51,36,0,50,0,71,45,7,6,0,0
0000335_01765_d_0000052,61,50-100,285,44,50,50,50,42,0,50,0,48,38,12,11,1,1
0000335_01961_d_0000053,69,50-100,323,57,63,63,63,43,0,61,0,53,47,15,15,1,1
0000335_02353_d_0000055,82,50-100,458,61,71,74,74,39,0,74,0,63,52,18,18,1,1
0000335_02549_d_0000056,87,50-100,384,62,70,71,71,47,0,76,0,74,57,12,12,1,1
0000335_02745_d_0000057,99,50-100,384,66,78,80,80,57,0,85,0,84,65,13,11,2,2
0000335_03137_d_0000059,103,100-150,429,60,66,67,67,51,0,69,0,79,44,23,21,1,1
0000335_03333_d_0000060,40,<50,319,39,40,40,40,40,0,57,0,18,18,19,19,3,3
0000335_03725_d_0000062,27,<50,189,24,25,25,25,25,0,30,0,4,3,17,16,6,6
0000335_03921_d_0000063,44,<50,245,40,41,41,41,41,0,50,0,9,7,31,30,4,4
0000335_04117_d_0000064,28,<50,210,27,27,27,27,26,0,32,0,7,6,15,15,6,6
0000335_04313_d_0000065,38,<50,216,32,35,35,35,33,0,38,0,17,14,18,18,3,3
0000335_05097_d_0000069,20,<50,158,20,20,20,20,18,0,23,0,8,8,7,7,5,5
0000335_05685_d_0000072,15,<50,155,15,15,15,15,17,0,21,0,1,1,9,9,5,5
0000335_06469_d_0000076,8,<50,109,8,8,8,8,6,0,12,0,4,4,2,2,2,2
0000335_06665_d_0000077,21,<50,127,21,21,21,21,21,0,23,0,3,3,13,13,5,5
0000335_06861_d_0000078,24,<50,166,22,22,22,22,24,0,30,0,10,8,9,9,5,5
0000342_00393_d_0000244,133,100-150,526,73,94,102,102,58,0,83,0,112,75,18,16,3,3
0000345_07057_d_0000345,108,100-150,428,69,89,90,90,64,0,85,0,86,67,22,22,0,0
0000346_00001_d_0000346,82,50-100,488,65,78,79,79,59,0,82,0,35,31,39,39,8,8
0000346_01961_d_0000356,71,50-100,344,53,60,60,60,55,0,78,0,44,34,26,25,1,1
0000346_02549_d_0000359,59,50-100,342,52,55,55,55,58,0,70,0,23,20,30,29,6,6
0000346_03921_d_0000366,50,50-100,299,42,44,44,44,50,0,68,0,22,16,23,23,5,5
0000346_07057_d_0000382,87,50-100,421,68,76,77,77,71,0,89,0,50,41,37,35,0,0
0000348_00589_d_0000409,34,<50,311,32,33,33,33,31,0,45,0,26,25,7,7,1,1
0000348_03333_d_0000423,15,<50,174,14,14,14,14,13,0,21,0,4,3,11,11,0,0
0000356_00589_d_0000632,121,100-150,463,83,101,103,103,79,0,108,0,92,73,26,25,3,3
0000356_01177_d_0000635,88,50-100,502,70,80,85,85,62,0,91,0,58,51,25,24,5,5
0000356_01569_d_0000637,100,100-150,577,61,76,85,85,49,0,80,0,71,47,27,27,2,2
0000356_01765_d_0000638,84,50-100,533,59,72,75,75,52,0,83,0,54,42,27,27,3,3
0000356_01961_d_0000639,111,100-150,712,55,75,85,85,47,0,75,0,83,47,24,24,4,4
0000356_02157_d_0000640,54,50-100,351,44,46,47,47,45,0,70,0,29,24,23,20,2,2
0000356_02353_d_0000641,106,100-150,511,64,77,83,83,50,0,81,0,79,53,27,24,0,0
0000356_02745_d_0000643,97,50-100,573,58,82,85,85,46,0,72,0,74,61,19,17,4,4
0000356_02941_d_0000644,108,100-150,547,62,84,89,89,49,0,73,0,89,68,15,12,4,4
0000356_03333_d_0000646,80,50-100,652,61,69,71,72,45,0,87,0,55,46,25,23,0,0
0000356_03529_d_0000647,81,50-100,492,58,72,75,75,61,0,87,0,50,42,29,28,2,2
0000356_03725_d_0000648,94,50-100,498,60,79,82,82,47,0,76,0,63,48,30,30,1,1
0000356_03921_d_0000649,72,50-100,449,57,65,66,66,44,0,73,0,49,42,22,22,1,1
0000356_04117_d_0000650,93,50-100,339,58,72,77,77,40,0,56,0,70,50,20,19,3,3
0000356_04313_d_0000651,99,50-100,563,61,80,85,85,45,0,74,0,73,57,25,22,1,1
0000356_04705_d_0000653,70,50-100,456,57,62,63,63,45,0,71,0,53,46,15,14,2,2
0000356_04901_d_0000654,102,100-150,634,58,78,84,85,45,0,66,0,81,57,19,19,2,2
0000356_05097_d_0000655,114,100-150,538,66,84,92,92,51,0,69,0,92,63,21,20,1,1
0000358_03333_d_0000697,93,50-100,359,61,74,76,76,46,0,66,0,74,57,18,16,1,1
0000359_00393_d_0000701,39,<50,318,32,34,34,34,30,0,46,0,25,20,14,14,0,0
0000359_00589_d_0000702,39,<50,438,30,33,35,35,36,0,65,0,19,13,18,18,2,2
0000359_00785_d_0000703,30,<50,261,27,27,27,27,29,0,37,0,8,6,18,18,4,3
0000359_00981_d_0000704,33,<50,528,27,28,29,29,30,0,47,0,6,3,24,22,3,3
0000359_01177_d_0000705,59,50-100,404,50,52,53,53,44,0,64,0,20,15,33,31,6,6
0000359_01373_d_0000706,12,<50,173,12,12,12,12,18,0,22,0,0,0,7,7,5,5
0000359_01961_d_0000707,18,<50,142,18,18,18,18,21,0,23,0,0,0,13,13,5,5
0000359_02353_d_0000708,31,<50,299,22,25,25,25,23,0,32,0,25,19,6,6,0,0
0000359_02549_d_0000709,21,<50,185,20,20,20,20,22,0,31,0,6,6,12,11,3,3
0000359_03333_d_0000711,13,<50,156,11,11,11,11,14,0,16,0,2,1,11,10,0,0
0000359_03529_d_0000712,16,<50,291,16,16,16,16,17,0,33,0,0,0,13,13,3,3
0000360_00001_d_0000713,80,50-100,523,55,60,63,63,40,0,70,0,54,37,23,20,3,3
0000360_00197_d_0000714,79,50-100,422,60,67,68,68,53,0,74,0,50,44,27,21,2,2
0000360_00393_d_0000715,79,50-100,501,52,66,70,70,42,0,74,0,45,36,32,29,2,1
0000360_00589_d_0000716,60,50-100,399,46,51,52,52,44,0,70,0,31,26,27,23,2,2
0000360_00785_d_0000717,59,50-100,588,45,52,53,53,47,0,79,0,26,22,33,30,0,0
0000360_00981_d_0000718,65,50-100,558,46,52,57,57,53,0,84,0,33,26,31,25,1,1
0000360_02353_d_0000725,72,50-100,461,53,63,64,64,49,0,77,0,34,31,35,29,3,3
0000360_02745_d_0000727,81,50-100,553,46,60,62,62,52,0,81,0,46,34,31,22,4,4
0000360_02941_d_0000728,45,<50,381,33,37,39,39,38,0,53,0,11,8,31,26,3,3
0000360_03137_d_0000729,56,50-100,319,43,50,50,50,35,0,51,0,28,25,25,22,3,3
0000360_03333_d_0000730,56,50-100,258,50,54,54,54,46,0,59,0,36,36,16,14,4,4
0000360_03529_d_0000731,31,<50,263,27,27,27,27,26,0,43,0,17,13,13,13,1,1
0000360_03921_d_0000733,52,50-100,274,40,43,43,43,32,0,45,0,39,31,12,11,1,1
0000360_04117_d_0000734,18,<50,177,17,17,17,17,18,0,26,0,2,2,11,10,5,5
0000360_04705_d_0000737,9,<50,174,9,9,9,9,9,0,15,0,0,0,7,7,2,2
0000360_05293_d_0000740,70,50-100,348,53,58,58,58,44,0,63,0,46,38,17,14,7,6
0000360_05685_d_0000742,60,50-100,373,48,53,54,54,46,0,63,0,17,15,42,37,1,1
0000360_06273_d_0000745,17,<50,239,16,17,17,17,13,0,22,0,5,5,12,12,0,0
0000360_06665_d_0000747,48,<50,313,38,43,43,43,43,0,61,0,15,12,29,27,4,4
0000360_06861_d_0000748,25,<50,263,22,23,23,23,29,0,38,0,4,4,14,13,7,6
0000360_07057_d_0000749,15,<50,314,11,12,12,12,18,0,29,0,4,2,3,3,8,7
0000360_07253_d_0000750,28,<50,247,28,28,28,28,33,0,42,0,5,5,16,16,7,7
0000360_07645_d_0000752,16,<50,183,16,16,16,16,22,0,23,0,0,0,12,12,4,4
0000364_00589_d_0000798,62,50-100,629,40,49,51,52,39,0,70,0,50,40,10,7,2,2
0000364_01177_d_0000799,80,50-100,709,52,63,65,65,36,0,70,0,61,44,18,18,1,1
0000364_01373_d_0000780,64,50-100,788,40,51,52,52,35,0,74,0,51,41,11,9,2,1
0000364_01569_d_0000781,97,50-100,825,42,62,65,68,42,0,78,0,83,52,14,10,0,0
0000364_01765_d_0000782,81,50-100,845,48,61,68,70,29,0,67,0,60,48,20,12,1,1
