image,n_gt,bucket,n_det_total,matched@100,matched@300,matched@600,matched@1000,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000155_01201_d_0000001,94,50-100,426,54,65,70,70,38,0,77,0,82,54,12,11,0,0
0000155_01601_d_0000001,73,50-100,457,48,57,60,60,55,0,89,0,63,47,10,10,0,0
0000155_01871_d_0000001,55,50-100,298,44,48,48,48,34,0,54,0,46,40,9,8,0,0
0000162_00001_d_0000001,34,<50,233,30,32,32,32,27,0,36,0,26,24,7,7,1,1
0000162_00401_d_0000001,45,<50,248,34,37,37,37,29,0,46,0,39,31,5,5,1,1
0000162_00801_d_0000001,30,<50,240,22,24,24,24,23,0,35,0,25,19,3,3,2,2
0000162_01058_d_0000001,57,50-100,430,39,41,41,41,21,0,34,0,48,33,9,8,0,0
0000163_00001_d_0000001,69,50-100,486,50,59,60,60,43,0,67,0,58,50,9,7,2,2
0000163_00359_d_0000001,54,50-100,280,38,46,46,46,22,0,34,0,49,41,5,5,0,0
0000165_04325_d_0000105,29,<50,245,23,25,25,25,22,0,32,0,14,11,12,11,3,3
0000166_00558_d_0000118,71,50-100,391,48,62,62,62,52,0,69,0,19,14,39,37,13,11
0000193_00000_d_0000103,63,50-100,460,48,51,52,52,32,0,70,0,54,42,9,9,0,0
0000193_01497_d_0000111,87,50-100,452,63,77,80,80,53,0,90,0,72,63,15,14,0,0
0000193_01705_d_0000112,134,100-150,647,68,101,113,114,63,0,112,0,117,85,17,16,0,0
0000193_01876_d_0000113,107,100-150,523,55,79,85,85,44,0,81,0,97,69,10,10,0,0
0000193_02029_d_0000114,93,50-100,679,58,80,83,83,45,0,88,0,82,71,11,9,0,0
0000193_02212_d_0000115,78,50-100,611,42,54,57,58,43,0,73,0,73,51,5,3,0,0
0000193_02416_d_0000116,50,50-100,317,31,37,37,37,18,0,32,0,47,34,3,3,0,0
0000193_02606_d_0000117,49,<50,322,30,39,40,40,25,0,41,0,48,38,1,1,0,0
0000193_02725_d_0000118,39,<50,313,31,34,35,35,12,0,32,0,38,33,1,1,0,0
0000194_00000_d_0000119,54,50-100,394,40,44,44,44,22,0,47,0,51,42,3,2,0,0
0000194_00200_d_0000120,76,50-100,369,45,54,55,55,33,0,56,0,67,45,9,9,0,0
0000194_00399_d_0000121,143,100-150,562,75,109,115,115,60,0,110,0,137,104,6,5,0,0
0000194_00625_d_0000122,83,50-100,489,54,65,66,66,53,0,90,0,73,56,10,9,0,0
0000194_00800_d_0000123,54,50-100,277,33,37,37,37,36,0,50,0,41,26,13,11,0,0
0000194_00998_d_0000124,42,<50,262,22,29,29,29,22,0,33,0,37,25,5,4,0,0
0000194_01192_d_0000125,23,<50,134,18,19,19,19,16,0,22,0,18,15,5,4,0,0
0000196_04512_d_0000144,69,50-100,445,49,54,54,54,32,0,52,0,62,47,7,7,0,0
0000199_01269_d_0000166,16,<50,129,12,13,13,13,12,0,17,0,7,4,8,8,1,1
0000213_02500_d_0000240,94,50-100,349,51,67,67,67,39,0,67,0,85,61,9,6,0,0
0000213_02965_d_0000241,94,50-100,484,67,78,80,80,55,0,76,0,62,48,29,27,3,3
0000213_03478_d_0000242,115,100-150,596,73,97,101,101,62,0,101,0,70,52,40,40,5,5
0000213_03920_d_0000243,164,150-300,750,80,123,136,141,73,0,122,0,98,59,60,58,6,6
0000213_04405_d_0000244,106,100-150,422,74,91,92,92,48,0,79,0,62,48,38,37,6,6
0000213_04998_d_0000245,137,100-150,869,78,103,118,123,74,0,120,0,94,65,38,33,5,5
0000213_05340_d_0000246,138,100-150,846,78,109,117,120,85,0,120,0,95,69,40,37,3,3
0000213_05745_d_0000247,101,100-150,518,77,87,91,91,72,0,91,0,55,44,43,40,3,3
0000215_00000_d_0000256,157,150-300,621,72,109,120,120,45,0,73,0,132,84,24,24,1,1
0000215_00447_d_0000257,53,50-100,264,50,51,51,51,43,0,52,0,17,15,35,35,1,1
0000215_00909_d_0000258,93,50-100,310,64,81,81,81,51,0,72,0,54,43,37,36,2,2
0000215_01395_d_0000259,56,50-100,253,52,54,54,54,45,0,57,0,23,22,27,26,6,6
0000215_01869_d_0000260,78,50-100,380,62,75,76,76,41,0,75,0,50,47,24,24,4,4
0000215_02319_d_0000261,107,100-150,472,64,85,91,91,44,0,68,0,73,52,32,31,2,2
0000215_02667_d_0000262,83,50-100,493,69,75,79,79,60,0,91,0,48,42,35,33,0,0
0000215_02932_d_0000263,48,<50,285,41,43,43,43,36,0,46,0,18,15,27,25,3,3
0000215_03226_d_0000264,23,<50,100,22,22,22,22,19,0,23,0,12,12,10,9,1,1
0000216_00520_d_0000001,109,100-150,378,56,70,73,73,12,0,42,0,78,42,31,28,0,0
0000220_01242_d_0000004,37,<50,200,31,31,31,31,29,0,39,0,25,20,10,9,2,2
0000223_01802_d_0000005,64,50-100,343,51,51,52,52,43,0,56,0,41,30,23,21,0,0
0000237_00001_d_0000001,15,<50,191,11,12,12,12,5,0,8,0,13,10,2,2,0,0
0000242_00001_d_0000001,42,<50,224,34,34,34,34,31,0,44,0,28,24,13,9,1,1
0000242_00500_d_0000002,53,50-100,220,37,41,41,41,25,0,36,0,41,29,12,12,0,0
0000242_00627_d_0000003,45,<50,219,38,40,40,40,33,0,45,0,38,33,6,6,1,1
0000242_00843_d_0000004,2,<50,27,2,2,2,2,2,0,3,0,0,0,0,0,2,2
0000242_00963_d_0000005,13,<50,189,10,11,11,11,7,0,13,0,5,3,5,5,3,3
0000242_01139_d_0000006,72,50-100,273,51,58,58,58,37,0,54,0,65,52,7,6,0,0
0000242_01475_d_0000007,65,50-100,283,58,61,61,61,41,0,60,0,45,41,18,18,2,2
0000242_01912_d_0000008,50,50-100,280,38,39,39,39,25,0,37,0,49,38,1,1,0,0
0000242_02400_d_0000009,34,<50,211,31,32,32,32,27,0,37,0,29,27,5,5,0,0
0000242_02762_d_0000010,33,<50,216,30,30,30,30,29,0,37,0,24,21,9,9,0,0
0000242_03199_d_0000011,9,<50,78,8,8,8,8,3,0,6,0,6,5,3,3,0,0
0000242_03668_d_0000012,41,<50,332,28,34,34,34,27,0,38,0,29,23,11,10,1,1
0000242_04116_d_0000013,8,<50,71,5,5,5,5,4,0,6,0,5,2,3,3,0,0
0000242_04600_d_0000014,29,<50,115,26,26,26,26,21,0,31,0,14,11,15,15,0,0
0000242_05059_d_0000015,37,<50,172,27,28,28,28,11,0,19,0,36,27,1,1,0,0
0000242_05570_d_0000016,32,<50,163,28,28,28,28,16,0,30,0,30,26,2,2,0,0
0000242_06010_d_0000017,41,<50,145,24,25,25,25,14,0,25,0,40,24,1,1,0,0
0000242_06452_d_0000018,12,<50,127,12,12,12,12,14,0,17,0,10,10,2,2,0,0
0000244_00001_d_0000001,46,<50,223,38,41,41,41,33,0,40,0,39,34,7,7,0,0
0000244_00500_d_0000002,32,<50,260,26,27,27,27,21,0,32,0,28,23,4,4,0,0
0000244_01000_d_0000003,122,100-150,422,43,67,70,70,27,0,48,0,114,60,8,7,0,0
0000244_01500_d_0000004,96,50-100,458,64,78,82,82,34,0,65,0,92,74,4,4,0,0
0000244_02000_d_0000005,129,100-150,520,66,87,89,89,38,0,64,0,122,80,7,7,0,0
0000244_02500_d_0000006,113,100-150,514,67,83,86,86,49,0,69,0,102,72,11,11,0,0
0000244_03000_d_0000007,44,<50,333,39,39,39,39,26,0,37,0,39,34,5,5,0,0
0000244_03500_d_0000008,146,100-150,778,63,80,91,97,53,0,93,0,129,69,17,11,0,0
0000244_04000_d_0000009,56,50-100,396,42,46,46,46,40,0,57,0,41,34,13,10,2,2
0000244_04400_d_0000010,101,100-150,894,67,85,87,93,62,0,94,0,78,63,22,22,1,0
0000244_04900_d_0000011,106,100-150,606,73,98,99,99,62,0,94,0,73,65,33,33,0,0
0000244_05400_d_0000012,90,50-100,470,64,78,78,78,37,0,54,0,78,66,12,12,0,0
0000244_05900_d_0000013,66,50-100,282,48,53,53,53,24,0,36,0,65,52,1,1,0,0
0000244_06388_d_0000014,46,<50,191,37,39,39,39,15,0,28,0,46,39,0,0,0,0
0000249_00001_d_0000001,80,50-100,383,45,48,49,49,38,0,55,0,72,42,8,6,0,0
0000249_00235_d_0000002,85,50-100,299,58,65,65,65,36,0,48,0,71,51,14,14,0,0
0000249_00603_d_0000003,48,<50,196,39,40,40,40,26,0,31,0,45,37,3,3,0,0
0000249_01100_d_0000004,27,<50,133,23,25,25,25,20,0,22,0,23,21,4,4,0,0
0000249_01514_d_0000005,51,50-100,236,42,44,44,44,32,0,41,0,36,29,15,15,0,0
0000249_01635_d_0000006,80,50-100,326,46,52,52,52,35,0,45,0,71,43,9,9,0,0
0000249_02073_d_0000007,67,50-100,310,40,45,46,46,30,0,41,0,61,40,6,5,0,0
0000249_02468_d_0000008,18,<50,98,10,10,10,10,5,0,11,0,11,7,7,3,0,0
0000249_02900_d_0000009,101,100-150,429,66,82,85,85,48,0,80,0,89,70,12,12,0,0
0000249_03400_d_0000010,92,50-100,546,70,80,83,83,62,0,89,0,79,67,13,13,0,0
0000249_03900_d_0000011,85,50-100,358,55,60,61,61,34,0,52,0,73,49,12,11,0,0
0000253_00001_d_0000001,106,100-150,278,61,83,83,83,6,0,27,0,106,83,0,0,0,0
0000256_00715_d_0000019,90,50-100,408,63,73,73,73,55,0,78,0,76,60,11,10,3,3
0000256_02173_d_0000030,47,<50,341,34,39,39,39,30,0,49,0,28,22,16,14,3,3
0000263_02401_d_0000179,17,<50,178,17,17,17,17,21,0,25,0,6,6,6,6,5,5
0000269_00001_d_0000348,128,100-150,447,65,76,85,85,55,0,69,0,106,55,21,20,1,1
0000269_00201_d_0000349,47,<50,267,45,46,46,46,40,0,48,0,27,26,20,20,0,0
0000269_00601_d_0000351,93,50-100,364,68,79,79,79,54,0,78,0,72,60,21,19,0,0
0000271_00001_d_0000374,58,50-100,499,46,50,50,50,41,0,76,0,39,34,17,14,2,2
0000271_00201_d_0000375,75,50-100,552,58,65,67,67,64,0,100,0,48,42,27,23,0,0
0000271_00401_d_0000376,25,<50,286,20,22,22,22,17,0,28,0,16,14,8,7,1,1
0000271_00601_d_0000377,79,50-100,551,54,67,69,69,62,0,98,0,61,52,15,13,3,2
0000271_00801_d_0000378,63,50-100,473,47,53,55,55,41,0,66,0,48,39,15,14,0,0
0000271_01201_d_0000379,59,50-100,566,43,50,50,50,36,0,63,0,36,29,21,19,2,2
0000271_01401_d_0000380,55,50-100,613,48,50,50,50,44,0,72,0,36,31,17,17,2,2
0000271_01601_d_0000381,48,<50,530,38,40,42,42,34,0,52,0,34,29,13,10,1,1
0000271_02401_d_0000385,84,50-100,629,53,60,68,69,38,0,62,0,58,39,25,20,1,1
0000271_02601_d_0000386,79,50-100,640,55,70,72,73,59,0,90,0,51,44,23,21,5,5
0000271_03001_d_0000387,56,50-100,576,45,49,50,50,50,0,74,0,44,38,10,9,2,2
0000271_03801_d_0000391,57,50-100,492,51,53,53,53,41,0,58,0,41,37,16,16,0,0
0000271_04401_d_0000394,86,50-100,603,56,73,77,77,53,0,83,0,60,51,24,21,2,1
0000271_04801_d_0000396,50,50-100,401,41,46,46,46,31,0,44,0,33,29,17,17,0,0
0000271_05001_d_0000397,90,50-100,538,51,68,70,70,44,0,62,0,78,59,11,8,1,1
0000271_05201_d_0000398,70,50-100,504,50,56,59,59,45,0,80,0,44,37,24,18,2,1
0000271_05401_d_0000399,71,50-100,533,49,55,55,55,47,0,73,0,50,38,17,13,4,4
0000271_05601_d_0000400,86,50-100,414,63,69,72,72,49,0,70,0,67,51,17,16,2,2
0000271_05801_d_0000401,104,100-150,410,70,84,87,87,56,0,79,0,64,53,36,29,4,2
0000271_06001_d_0000402,158,150-300,554,82,120,129,129,80,0,111,0,106,69,46,45,6,6
0000271_06201_d_0000403,142,100-150,647,71,113,120,121,69,0,102,0,87,65,53,46,2,2
0000271_06401_d_0000404,128,100-150,469,83,105,109,109,71,0,92,0,74,58,51,44,3,3
0000271_06601_d_0000405,105,100-150,484,84,98,100,100,68,0,100,0,42,36,59,58,4,4
0000271_06801_d_0000406,95,50-100,365,72,88,89,89,68,0,92,0,45,40,46,44,4,4
0000271_07001_d_0000407,58,50-100,404,42,48,49,49,38,0,58,0,42,32,11,11,5,5
0000271_07201_d_0000408,25,<50,265,21,22,22,22,18,0,22,0,22,19,2,2,1,1
0000271_07401_d_0000409,42,<50,284,34,36,36,36,30,0,37,0,17,13,22,20,3,3
0000273_05601_d_0000466,32,<50,417,24,28,29,29,28,0,44,0,7,6,23,20,2,2
0000276_00001_d_0000507,55,50-100,204,46,46,46,46,43,0,53,0,43,34,11,11,1,1
0000276_00401_d_0000509,62,50-100,232,39,47,47,47,31,0,39,0,50,35,12,12,0,0
0000276_00601_d_0000510,37,<50,159,28,28,28,28,21,0,24,0,28,19,8,8,1,1
0000276_01001_d_0000512,42,<50,238,32,35,35,35,20,0,27,0,30,26,12,9,0,0
0000276_01201_d_0000513,29,<50,163,21,25,25,25,16,0,22,0,20,16,9,9,0,0
0000276_01401_d_0000514,25,<50,245,17,19,19,19,15,0,24,0,18,14,5,3,2,2
0000276_01801_d_0000516,21,<50,263,14,16,16,16,12,0,18,0,19,14,1,1,1,1
0000276_02001_d_0000517,15,<50,136,14,14,14,14,15,0,17,0,15,14,0,0,0,0
0000276_02201_d_0000518,41,<50,176,32,32,32,32,18,0,28,0,29,22,11,9,1,1
0000276_02401_d_0000519,48,<50,197,30,34,34,34,21,0,32,0,40,27,7,6,1,1
0000276_02601_d_0000520,32,<50,198,26,29,29,29,20,0,30,0,26,24,6,5,0,0
0000276_02801_d_0000521,37,<50,203,30,32,32,32,27,0,39,0,32,27,3,3,2,2
0000276_03001_d_0000522,38,<50,169,29,32,32,32,24,0,33,0,30,24,8,8,0,0
0000276_03201_d_0000523,60,50-100,257,29,32,32,32,20,0,31,0,54,26,6,6,0,0
0000276_03401_d_0000524,61,50-100,250,37,40,40,40,22,0,38,0,54,34,6,6,1,0
0000276_03601_d_0000525,46,<50,269,38,41,41,41,41,0,49,0,35,30,11,11,0,0
0000276_03801_d_0000526,64,50-100,429,42,49,51,51,35,0,45,0,42,27,21,21,1,1
0000276_04001_d_0000527,54,50-100,344,30,36,37,37,19,0,38,0,40,27,13,9,1,0
0000276_04201_d_0000528,59,50-100,228,54,58,58,58,45,0,64,0,26,25,28,28,5,5
0000276_04401_d_0000529,40,<50,125,40,40,40,40,38,0,44,0,5,5,29,29,6,6
0000276_04601_d_0000530,10,<50,62,9,9,9,9,6,0,7,0,8,7,1,1,1,1
0000276_04801_d_0000531,10,<50,72,10,10,10,10,8,0,11,0,6,6,3,3,1,1
0000276_05001_d_0000532,7,<50,101,7,7,7,7,7,0,9,0,5,5,2,2,0,0
0000276_05201_d_0000533,6,<50,67,5,5,5,5,6,0,7,0,3,2,2,2,1,1
0000276_05601_d_0000535,10,<50,106,6,6,6,6,5,0,8,0,10,6,0,0,0,0
0000276_05801_d_0000536,7,<50,65,4,4,4,4,1,0,3,0,7,4,0,0,0,0
0000276_06001_d_0000537,14,<50,78,8,8,8,8,7,0,7,0,12,6,2,2,0,0
0000277_00001_d_0000539,85,50-100,405,55,62,63,63,51,0,71,0,65,43,19,18,1,1
0000277_00201_d_0000540,83,50-100,557,60,69,73,73,61,0,86,0,51,39,30,28,2,2
0000277_00401_d_0000541,117,100-150,393,65,86,87,87,50,0,69,0,93,64,24,22,0,0
0000277_01401_d_0000546,78,50-100,440,55,64,66,66,58,0,75,0,42,29,34,33,2,2
0000277_01601_d_0000547,78,50-100,494,54,60,62,62,52,0,72,0,45,27,32,32,1,1
0000277_01801_d_0000548,101,100-150,609,66,78,83,83,66,0,95,0,62,43,37,33,2,2
0000277_02001_d_0000549,83,50-100,619,62,70,73,73,55,0,75,0,36,25,40,38,7,7
0000277_02201_d_0000550,68,50-100,493,56,59,60,60,59,0,77,0,33,26,32,30,3,3
0000277_02401_d_0000551,90,50-100,550,63,76,77,77,66,0,95,0,62,48,25,25,3,3
0000277_02601_d_0000552,121,100-150,657,70,88,95,96,57,0,95,0,94,61,26,26,1,1
0000277_03201_d_0000554,85,50-100,431,52,63,64,64,54,0,66,0,60,38,25,25,0,0
0000277_03401_d_0000555,103,100-150,502,70,83,85,85,60,0,87,0,72,54,31,29,0,0
0000277_03601_d_0000556,59,50-100,367,53,53,53,53,51,0,67,0,25,20,32,31,2,2
0000277_04001_d_0000558,74,50-100,421,62,68,68,68,63,0,79,0,52,46,16,16,6,6
0000277_04201_d_0000559,67,50-100,379,53,60,60,60,54,0,68,0,39,33,24,23,4,4
0000277_04401_d_0000560,70,50-100,445,51,61,63,63,56,0,77,0,34,26,34,33,2,2
0000277_04601_d_0000561,95,50-100,443,69,81,83,83,62,0,85,0,63,50,30,29,2,2
0000277_05001_d_0000562,97,50-100,476,67,81,85,85,57,0,89,0,61,46,35,34,1,1
0000280_00001_d_0000612,87,50-100,624,60,74,77,77,61,0,96,0,65,53,20,19,2,2
0000280_00201_d_0000613,47,<50,584,39,42,45,45,44,0,69,0,21,16,24,24,2,2
0000280_00401_d_0000614,59,50-100,491,39,44,48,48,41,0,65,0,35,21,22,21,2,2
0000280_00601_d_0000615,74,50-100,755,49,55,61,62,42,0,89,0,57,42,15,11,2,2
0000280_00801_d_0000616,70,50-100,714,54,58,61,61,56,0,88,0,46,36,23,21,1,1
0000280_01001_d_0000617,125,100-150,755,60,77,85,87,60,0,96,0,102,55,21,20,2,2
0000280_01201_d_0000618,134,100-150,545,64,84,91,91,51,0,71,0,97,51,34,30,3,3
0000280_01401_d_0000619,110,100-150,668,69,92,96,96,63,0,105,0,73,60,33,28,4,4
0000280_01601_d_0000620,103,100-150,458,73,89,91,91,57,0,83,0,70,57,30,29,3,3
0000280_01801_d_0000621,90,50-100,319,58,68,69,69,46,0,58,0,72,51,16,15,2,2
0000280_02001_d_0000622,66,50-100,279,56,63,63,63,44,0,56,0,44,41,21,21,1,1
0000280_02201_d_0000623,80,50-100,345,60,62,64,64,48,0,65,0,57,40,20,19,3,3
0000280_02401_d_0000624,92,50-100,326,53,61,62,62,39,0,48,0,67,38,23,21,2,2
0000280_02601_d_0000625,73,50-100,405,49,53,55,55,43,0,67,0,48,29,23,22,2,2
0000280_02801_d_0000626,55,50-100,391,48,52,52,52,43,0,63,0,31,28,20,20,4,4
0000280_03001_d_0000627,88,50-100,379,51,65,67,67,54,0,76,0,60,42,25,21,3,2
0000280_03201_d_0000628,82,50-100,442,58,65,68,68,51,0,71,0,52,37,28,26,2,2
0000280_03401_d_0000629,83,50-100,435,51,61,63,63,42,0,67,0,56,35,26,25,1,1
0000283_00401_d_0000676,6,<50,37,5,5,5,5,6,0,6,0,1,1,4,3,1,1
0000283_00601_d_0000677,9,<50,50,7,7,7,7,7,0,7,0,7,5,2,2,0,0
