image,n_gt,bucket,n_det_total,matched@100,matched@300,matched@600,matched@1000,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000162_00001_d_0000001,34,<50,783,26,30,31,31,18,0,35,0,26,22,7,7,1,1
0000162_00401_d_0000001,45,<50,808,31,37,38,39,10,0,33,0,39,31,5,5,1,1
0000162_00801_d_0000001,30,<50,741,20,23,23,25,17,0,30,0,25,19,3,2,2,2
0000162_01058_d_0000001,57,50-100,905,32,40,44,45,13,0,31,0,48,32,9,8,0,0
0000163_00001_d_0000001,69,50-100,960,38,51,57,59,18,0,52,0,58,44,9,6,2,1
0000163_00359_d_0000001,54,50-100,805,31,36,37,37,13,0,24,0,49,33,5,3,0,0
0000165_04325_d_0000105,29,<50,896,20,22,24,24,11,0,22,0,14,9,12,11,3,2
0000166_00558_d_0000118,71,50-100,984,44,49,53,57,35,0,51,0,19,11,39,29,13,9
0000193_00000_d_0000103,63,50-100,894,37,51,52,54,25,0,49,0,54,42,9,9,0,0
0000193_01497_d_0000111,87,50-100,728,53,65,73,73,28,0,64,0,72,52,15,13,0,0
0000193_01705_d_0000112,134,100-150,1000,57,85,95,108,34,0,54,0,117,69,17,16,0,0
0000193_01876_d_0000113,107,100-150,979,51,71,80,93,21,0,47,0,97,61,10,10,0,0
0000193_02029_d_0000114,93,50-100,973,41,56,70,75,16,0,44,0,82,46,11,10,0,0
0000193_02212_d_0000115,78,50-100,939,33,51,58,60,15,0,40,0,73,48,5,3,0,0
0000193_02416_d_0000116,50,50-100,1000,18,30,35,41,1,0,11,0,47,27,3,3,0,0
0000193_02606_d_0000117,49,<50,999,19,25,28,32,1,0,17,0,48,25,1,0,0,0
0000193_02725_d_0000118,39,<50,890,29,32,34,34,1,0,8,0,38,31,1,1,0,0
0000194_00000_d_0000119,54,50-100,939,29,41,44,45,14,0,29,0,51,39,3,2,0,0
0000194_00200_d_0000120,76,50-100,714,34,48,54,56,20,0,52,0,67,40,9,8,0,0
0000194_00399_d_0000121,143,100-150,986,63,94,109,117,34,0,79,0,137,88,6,6,0,0
0000194_00625_d_0000122,83,50-100,866,43,59,65,69,20,0,66,0,73,50,10,9,0,0
0000194_00800_d_0000123,54,50-100,927,27,33,33,35,21,0,54,0,41,22,13,11,0,0
0000194_00998_d_0000124,42,<50,989,15,24,29,31,14,0,33,0,37,20,5,4,0,0
0000194_01192_d_0000125,23,<50,588,18,20,21,21,10,0,17,0,18,16,5,4,0,0
0000196_04512_d_0000144,69,50-100,984,39,49,53,57,16,0,37,0,62,43,7,6,0,0
0000199_01269_d_0000166,16,<50,370,12,14,14,14,12,0,25,0,7,5,8,8,1,1
0000213_02500_d_0000240,94,50-100,977,36,53,61,62,20,0,41,0,85,49,9,4,0,0
0000213_02965_d_0000241,94,50-100,920,55,68,73,78,39,0,62,0,62,40,29,25,3,3
0000213_03478_d_0000242,115,100-150,909,60,76,88,90,45,0,73,0,70,34,40,37,5,5
0000213_03920_d_0000243,164,150-300,892,66,102,119,128,46,0,82,0,98,44,60,52,6,6
0000213_04405_d_0000244,106,100-150,898,53,78,89,92,39,0,58,0,62,43,38,29,6,6
0000213_04998_d_0000245,137,100-150,985,61,88,101,111,40,0,79,0,94,55,38,28,5,5
0000213_05340_d_0000246,138,100-150,1000,65,98,108,117,47,0,99,0,95,60,40,35,3,3
0000213_05745_d_0000247,101,100-150,953,63,80,86,91,49,0,80,0,55,38,43,39,3,3
0000215_00000_d_0000256,157,150-300,800,51,65,79,91,41,0,63,0,132,41,24,23,1,1
0000215_00447_d_0000257,53,50-100,905,41,46,47,49,36,0,61,0,17,11,35,34,1,1
0000215_00909_d_0000258,93,50-100,1000,64,78,83,84,40,0,56,0,54,41,37,35,2,2
0000215_01395_d_0000259,56,50-100,750,47,51,52,53,32,0,51,0,23,21,27,24,6,6
0000215_01869_d_0000260,78,50-100,1000,45,59,64,71,40,0,68,0,50,31,24,24,4,4
0000215_02319_d_0000261,107,100-150,905,48,63,77,83,44,0,63,0,73,30,32,31,2,2
0000215_02667_d_0000262,83,50-100,804,59,68,71,72,46,0,75,0,48,37,35,31,0,0
0000215_02932_d_0000263,48,<50,869,33,38,40,41,32,0,46,0,18,12,27,23,3,3
0000215_03226_d_0000264,23,<50,713,21,22,22,22,9,0,18,0,12,12,10,9,1,1
0000216_00520_d_0000001,109,100-150,1000,38,56,65,69,1,0,7,0,78,32,31,24,0,0
0000220_01242_d_0000004,37,<50,607,26,29,30,30,14,0,33,0,25,19,10,8,2,2
0000223_01802_d_0000005,64,50-100,979,37,46,49,50,21,0,53,0,41,28,23,18,0,0
0000237_00001_d_0000001,15,<50,523,8,10,11,11,2,0,4,0,13,8,2,2,0,0
0000242_00001_d_0000001,42,<50,826,27,32,32,33,18,0,31,0,28,23,13,8,1,1
0000242_00500_d_0000002,53,50-100,983,30,36,41,41,18,0,31,0,41,27,12,9,0,0
0000242_00627_d_0000003,45,<50,898,33,36,38,38,19,0,32,0,38,29,6,6,1,1
0000242_00843_d_0000004,2,<50,63,2,2,2,2,3,0,3,0,0,0,0,0,2,2
0000242_00963_d_0000005,13,<50,398,8,8,8,8,7,0,17,0,5,2,5,4,3,2
0000242_01139_d_0000006,72,50-100,893,35,45,49,52,18,0,33,0,65,39,7,6,0,0
0000242_01475_d_0000007,65,50-100,921,48,56,58,58,34,0,62,0,45,36,18,18,2,2
0000242_01912_d_0000008,50,50-100,786,25,29,31,31,18,0,30,0,49,28,1,1,0,0
0000242_02400_d_0000009,34,<50,833,27,30,33,33,22,0,38,0,29,25,5,5,0,0
0000242_02762_d_0000010,33,<50,984,28,32,32,33,26,0,41,0,24,23,9,9,0,0
0000242_03199_d_0000011,9,<50,194,6,7,7,7,2,0,5,0,6,4,3,3,0,0
0000242_03668_d_0000012,41,<50,944,21,27,28,31,19,0,31,0,29,16,11,10,1,1
0000242_04116_d_0000013,8,<50,305,4,5,5,5,4,0,11,0,5,2,3,3,0,0
0000242_04600_d_0000014,29,<50,495,27,28,28,28,21,0,30,0,14,13,15,15,0,0
0000242_05059_d_0000015,37,<50,553,13,21,21,21,4,0,7,0,36,21,1,0,0,0
0000242_05570_d_0000016,32,<50,726,21,25,26,26,9,0,24,0,30,23,2,2,0,0
0000242_06010_d_0000017,41,<50,616,14,22,23,23,5,0,14,0,40,21,1,1,0,0
0000242_06452_d_0000018,12,<50,559,11,11,12,12,8,0,16,0,10,9,2,2,0,0
0000244_00001_d_0000001,46,<50,879,34,38,40,40,18,0,29,0,39,31,7,7,0,0
0000244_00500_d_0000002,32,<50,775,18,22,26,26,13,0,26,0,28,18,4,4,0,0
0000244_01000_d_0000003,122,100-150,1000,36,50,57,63,25,0,36,0,114,44,8,6,0,0
0000244_01500_d_0000004,96,50-100,904,50,66,69,71,15,0,44,0,92,62,4,4,0,0
0000244_02000_d_0000005,129,100-150,998,49,68,73,74,25,0,51,0,122,62,7,6,0,0
0000244_02500_d_0000006,113,100-150,983,44,61,73,77,21,0,43,0,102,52,11,9,0,0
0000244_03000_d_0000007,44,<50,840,30,36,37,37,14,0,25,0,39,31,5,5,0,0
0000244_03500_d_0000008,146,100-150,1000,40,60,77,91,18,0,53,0,129,51,17,9,0,0
0000244_04000_d_0000009,56,50-100,471,35,42,45,45,22,0,43,0,41,31,13,9,2,2
0000244_04400_d_0000010,101,100-150,993,55,73,83,85,37,0,81,0,78,51,22,22,1,0
0000244_04900_d_0000011,106,100-150,999,65,89,98,100,39,0,81,0,73,56,33,33,0,0
0000244_05400_d_0000012,90,50-100,983,54,64,72,75,25,0,58,0,78,52,12,12,0,0
0000244_05900_d_0000013,66,50-100,932,37,43,46,46,15,0,29,0,65,42,1,1,0,0
0000244_06388_d_0000014,46,<50,666,28,30,33,34,4,0,15,0,46,30,0,0,0,0
0000249_00001_d_0000001,80,50-100,1000,38,44,46,46,20,0,42,0,72,38,8,6,0,0
0000249_00235_d_0000002,85,50-100,838,46,52,57,60,28,0,36,0,71,40,14,12,0,0
0000249_00603_d_0000003,48,<50,674,27,32,33,33,19,0,25,0,45,29,3,3,0,0
0000249_01100_d_0000004,27,<50,670,22,24,24,24,7,0,21,0,23,20,4,4,0,0
0000249_01514_d_0000005,51,50-100,887,35,40,44,44,24,0,42,0,36,26,15,14,0,0
0000249_01635_d_0000006,80,50-100,928,33,38,45,47,19,0,38,0,71,30,9,8,0,0
0000249_02073_d_0000007,67,50-100,921,27,35,42,46,12,0,26,0,61,31,6,4,0,0
0000249_02468_d_0000008,18,<50,307,9,10,10,10,3,0,8,0,11,7,7,3,0,0
0000249_02900_d_0000009,101,100-150,978,48,68,80,82,25,0,56,0,89,56,12,12,0,0
0000249_03400_d_0000010,92,50-100,937,54,69,73,77,30,0,56,0,79,56,13,13,0,0
0000249_03900_d_0000011,85,50-100,890,35,46,54,56,21,0,42,0,73,35,12,11,0,0
0000253_00001_d_0000001,106,100-150,490,34,59,72,72,0,0,1,0,106,59,0,0,0,0
0000256_00715_d_0000019,90,50-100,820,49,61,67,68,29,0,58,0,76,49,11,9,3,3
0000256_02173_d_0000030,47,<50,879,27,33,35,38,12,0,35,0,28,20,16,10,3,3
0000263_02401_d_0000179,17,<50,434,16,16,17,17,15,0,19,0,6,5,6,6,5,5
0000269_00001_d_0000348,128,100-150,998,56,63,65,68,37,0,57,0,106,42,21,20,1,1
0000269_00201_d_0000349,47,<50,793,42,46,47,47,38,0,52,0,27,26,20,20,0,0
0000269_00601_d_0000351,93,50-100,998,53,69,74,75,51,0,81,0,72,50,21,19,0,0
0000271_00001_d_0000374,58,50-100,1000,37,44,46,50,22,0,50,0,39,29,17,13,2,2
0000271_00201_d_0000375,75,50-100,1000,45,59,63,66,39,0,83,0,48,36,27,23,0,0
0000271_00401_d_0000376,25,<50,954,14,18,18,20,16,0,25,0,16,10,8,7,1,1
0000271_00601_d_0000377,79,50-100,992,43,55,57,59,39,0,68,0,61,42,15,12,3,1
0000271_00801_d_0000378,63,50-100,723,34,41,46,48,35,0,61,0,48,30,15,11,0,0
0000271_01201_d_0000379,59,50-100,934,33,42,47,48,21,0,47,0,36,25,21,15,2,2
0000271_01401_d_0000380,55,50-100,1000,38,45,47,49,33,0,63,0,36,27,17,16,2,2
0000271_01601_d_0000381,48,<50,1000,28,32,35,37,26,0,50,0,34,21,13,10,1,1
0000271_02401_d_0000385,84,50-100,992,37,49,55,57,26,0,50,0,58,30,25,19,1,0
0000271_02601_d_0000386,79,50-100,967,41,56,62,65,36,0,73,0,51,30,23,21,5,5
0000271_03001_d_0000387,56,50-100,1000,37,42,46,47,28,0,61,0,44,31,10,9,2,2
0000271_03801_d_0000391,57,50-100,1000,41,43,43,44,29,0,45,0,41,27,16,16,0,0
0000271_04401_d_0000394,86,50-100,1000,47,60,63,67,36,0,58,0,60,41,24,18,2,1
0000271_04801_d_0000396,50,50-100,1000,35,39,40,42,21,0,44,0,33,25,17,14,0,0
0000271_05001_d_0000397,90,50-100,1000,39,53,59,60,26,0,50,0,78,45,11,8,1,0
0000271_05201_d_0000398,70,50-100,989,45,52,53,55,34,0,56,0,44,32,24,19,2,1
0000271_05401_d_0000399,71,50-100,1000,37,40,46,48,37,0,50,0,50,26,17,11,4,3
0000271_05601_d_0000400,86,50-100,992,46,59,63,66,33,0,47,0,67,42,17,15,2,2
0000271_05801_d_0000401,104,100-150,943,57,70,79,79,47,0,65,0,64,43,36,25,4,2
0000271_06001_d_0000402,158,150-300,999,72,104,115,120,59,0,84,0,106,56,46,42,6,6
0000271_06201_d_0000403,142,100-150,1000,63,87,99,103,49,0,73,0,87,47,53,38,2,2
0000271_06401_d_0000404,128,100-150,999,63,88,92,96,50,0,72,0,74,45,51,40,3,3
0000271_06601_d_0000405,105,100-150,991,66,84,90,93,60,0,85,0,42,29,59,51,4,4
0000271_06801_d_0000406,95,50-100,978,60,80,84,84,61,0,80,0,45,33,46,43,4,4
0000271_07001_d_0000407,58,50-100,1000,32,39,39,43,25,0,45,0,42,24,11,10,5,5
0000271_07201_d_0000408,25,<50,841,21,24,24,24,9,0,21,0,22,21,2,2,1,1
0000271_07401_d_0000409,42,<50,1000,32,34,35,35,25,0,49,0,17,12,22,19,3,3
0000273_05601_d_0000466,32,<50,992,18,23,25,27,11,0,35,0,7,4,23,17,2,2
0000276_00001_d_0000507,55,50-100,798,37,43,43,43,22,0,52,0,43,31,11,11,1,1
0000276_00401_d_0000509,62,50-100,963,26,32,36,38,25,0,51,0,50,21,12,11,0,0
0000276_00601_d_0000510,37,<50,752,21,24,26,26,14,0,27,0,28,16,8,8,1,0
0000276_01001_d_0000512,42,<50,938,23,30,32,32,18,0,29,0,30,23,12,7,0,0
0000276_01201_d_0000513,29,<50,712,20,22,22,23,10,0,22,0,20,13,9,9,0,0
0000276_01401_d_0000514,25,<50,802,14,15,17,17,6,0,19,0,18,9,5,4,2,2
0000276_01801_d_0000516,21,<50,998,11,12,13,13,4,0,13,0,19,10,1,1,1,1
0000276_02001_d_0000517,15,<50,574,11,12,14,14,7,0,15,0,15,12,0,0,0,0
0000276_02201_d_0000518,41,<50,670,22,26,28,28,15,0,25,0,29,18,11,7,1,1
0000276_02401_d_0000519,48,<50,972,21,24,30,30,9,0,31,0,40,18,7,5,1,1
0000276_02601_d_0000520,32,<50,874,23,24,25,25,17,0,31,0,26,20,6,4,0,0
0000276_02801_d_0000521,37,<50,817,25,26,30,30,12,0,33,0,32,22,3,2,2,2
0000276_03001_d_0000522,38,<50,912,22,24,28,28,16,0,33,0,30,16,8,8,0,0
0000276_03201_d_0000523,60,50-100,908,21,26,26,28,13,0,27,0,54,20,6,6,0,0
0000276_03401_d_0000524,61,50-100,948,27,33,36,39,19,0,33,0,54,27,6,6,1,0
0000276_03601_d_0000525,46,<50,816,33,39,40,40,25,0,62,0,35,28,11,11,0,0
0000276_03801_d_0000526,64,50-100,989,30,40,45,49,20,0,46,0,42,21,21,18,1,1
0000276_04001_d_0000527,54,50-100,1000,18,25,28,31,8,0,21,0,40,16,13,9,1,0
0000276_04201_d_0000528,59,50-100,997,50,56,57,57,35,0,59,0,26,23,28,28,5,5
0000276_04401_d_0000529,40,<50,682,40,40,40,40,34,0,51,0,5,5,29,29,6,6
0000276_04601_d_0000530,10,<50,262,7,8,8,8,6,0,12,0,8,6,1,1,1,1
0000276_04801_d_0000531,10,<50,234,8,8,8,8,5,0,6,0,6,4,3,3,1,1
0000276_05001_d_0000532,7,<50,251,6,6,6,6,4,0,12,0,5,4,2,2,0,0
0000276_05201_d_0000533,6,<50,227,5,5,5,5,6,0,9,0,3,2,2,2,1,1
0000276_05601_d_0000535,10,<50,272,6,6,6,6,0,0,7,0,10,6,0,0,0,0
0000276_05801_d_0000536,7,<50,167,5,5,5,5,3,0,5,0,7,5,0,0,0,0
0000276_06001_d_0000537,14,<50,257,7,7,7,7,4,0,6,0,12,5,2,2,0,0
0000277_00001_d_0000539,85,50-100,902,43,50,55,59,34,0,74,0,65,33,19,16,1,1
0000277_00201_d_0000540,83,50-100,973,47,58,60,62,29,0,61,0,51,29,30,28,2,1
0000277_00401_d_0000541,117,100-150,948,48,59,66,72,28,0,47,0,93,39,24,20,0,0
0000277_01401_d_0000546,78,50-100,904,42,54,59,61,32,0,53,0,42,24,34,28,2,2
0000277_01601_d_0000547,78,50-100,931,48,57,61,63,37,0,59,0,45,24,32,32,1,1
0000277_01801_d_0000548,101,100-150,977,55,61,70,72,41,0,73,0,62,29,37,30,2,2
0000277_02001_d_0000549,83,50-100,1000,51,60,66,69,39,0,73,0,36,18,40,35,7,7
0000277_02201_d_0000550,68,50-100,987,53,57,62,63,43,0,69,0,33,24,32,30,3,3
0000277_02401_d_0000551,90,50-100,951,58,63,68,71,40,0,67,0,62,36,25,24,3,3
0000277_02601_d_0000552,121,100-150,965,49,69,77,79,33,0,62,0,94,43,26,25,1,1
0000277_03201_d_0000554,85,50-100,1000,43,51,55,57,38,0,66,0,60,26,25,25,0,0
0000277_03401_d_0000555,103,100-150,994,54,68,73,75,38,0,75,0,72,38,31,30,0,0
0000277_03601_d_0000556,59,50-100,759,45,49,54,54,35,0,60,0,25,16,32,31,2,2
0000277_04001_d_0000558,74,50-100,903,50,60,62,63,41,0,61,0,52,39,16,15,6,6
0000277_04201_d_0000559,67,50-100,968,48,55,57,57,40,0,68,0,39,29,24,22,4,4
0000277_04401_d_0000560,70,50-100,938,45,54,56,56,36,0,62,0,34,21,34,31,2,2
0000277_04601_d_0000561,95,50-100,1000,54,65,67,71,43,0,64,0,63,34,30,29,2,2
0000277_05001_d_0000562,97,50-100,998,57,67,72,76,47,0,74,0,61,33,35,33,1,1
0000280_00001_d_0000612,87,50-100,992,49,59,72,76,42,0,69,0,65,40,20,17,2,2
0000280_00201_d_0000613,47,<50,1000,31,39,42,43,30,0,60,0,21,15,24,22,2,2
0000280_00401_d_0000614,59,50-100,938,36,41,45,47,26,0,44,0,35,19,22,20,2,2
0000280_00601_d_0000615,74,50-100,986,29,43,48,51,17,0,48,0,57,32,15,10,2,1
0000280_00801_d_0000616,70,50-100,989,41,51,54,57,26,0,50,0,46,33,23,18,1,0
0000280_01001_d_0000617,125,100-150,929,43,57,62,68,33,0,65,0,102,38,21,17,2,2
0000280_01201_d_0000618,134,100-150,930,44,64,73,76,37,0,59,0,97,37,34,24,3,3
0000280_01401_d_0000619,110,100-150,1000,49,70,76,81,34,0,69,0,73,44,33,22,4,4
0000280_01601_d_0000620,103,100-150,994,54,74,83,83,38,0,65,0,70,47,30,24,3,3
0000280_01801_d_0000621,90,50-100,989,43,48,57,59,28,0,55,0,72,33,16,13,2,2
0000280_02001_d_0000622,66,50-100,809,45,56,56,57,31,0,45,0,44,36,21,19,1,1
0000280_02201_d_0000623,80,50-100,952,44,54,58,59,30,0,51,0,57,34,20,17,3,3
0000280_02401_d_0000624,92,50-100,953,41,47,48,48,26,0,45,0,67,27,23,18,2,2
0000280_02601_d_0000625,73,50-100,987,38,43,45,47,26,0,55,0,48,23,23,18,2,2
0000280_02801_d_0000626,55,50-100,936,39,44,46,46,31,0,64,0,31,24,20,17,4,3
0000280_03001_d_0000627,88,50-100,936,43,55,56,66,24,0,47,0,60,38,25,15,3,2
0000280_03201_d_0000628,82,50-100,993,46,55,58,60,29,0,55,0,52,28,28,25,2,2
0000280_03401_d_0000629,83,50-100,994,40,45,51,52,34,0,60,0,56,22,26,22,1,1
0000283_00401_d_0000676,6,<50,131,5,5,5,5,5,0,6,0,1,1,4,3,1,1
