image,n_gt,bucket,n_det_total,matched@100,matched@300,matched@600,matched@1000,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000069_01878_d_0000005,36,<50,336,35,35,35,35,29,0,41,0,12,11,21,21,3,3
0000069_02163_d_0000006,49,<50,539,38,45,45,45,38,0,55,0,17,15,29,27,3,3
0000069_02480_d_0000007,64,50-100,475,46,51,55,55,41,0,60,0,29,20,34,30,1,1
0000072_02834_d_0000003,73,50-100,385,58,68,71,71,31,0,47,0,21,17,51,50,1,1
0000076_02142_d_0000009,11,<50,271,10,10,10,10,14,0,24,0,4,3,4,4,3,3
0000081_00000_d_0000001,86,50-100,365,57,70,72,72,22,0,41,0,74,58,12,12,0,0
0000086_00000_d_0000001,37,<50,408,33,34,34,34,26,0,44,0,21,18,16,16,0,0
0000086_00592_d_0000002,65,50-100,521,45,52,54,54,33,0,50,0,40,27,25,25,0,0
0000086_01084_d_0000003,146,100-150,550,62,86,97,97,23,0,45,0,132,72,14,14,0,0
0000086_01443_d_0000004,107,100-150,441,62,88,93,93,24,0,46,0,96,77,11,11,0,0
0000086_01954_d_0000005,173,150-300,437,69,94,101,101,21,0,47,0,163,85,10,9,0,0
0000103_00180_d_0000026,1,<50,17,1,1,1,1,2,0,2,0,0,0,0,0,1,1
0000103_00502_d_0000027,3,<50,76,3,3,3,3,4,0,5,0,0,0,0,0,3,3
0000103_01734_d_0000028,4,<50,77,4,4,4,4,5,0,8,0,0,0,0,0,4,4
0000103_02544_d_0000029,14,<50,367,12,12,12,12,12,0,26,0,0,0,10,8,4,4
0000103_02964_d_0000030,10,<50,238,9,10,10,10,14,0,24,0,0,0,0,0,10,10
0000103_03349_d_0000031,4,<50,61,4,4,4,4,7,0,9,0,0,0,0,0,4,4
0000103_03738_d_0000032,3,<50,74,3,3,3,3,4,0,5,0,0,0,0,0,3,3
0000103_04122_d_0000033,4,<50,125,4,4,4,4,7,0,8,0,0,0,4,4,0,0
0000103_04513_d_0000034,2,<50,87,2,2,2,2,2,0,3,0,0,0,1,1,1,1
0000103_04948_d_0000035,1,<50,71,1,1,1,1,1,0,1,0,0,0,0,0,1,1
0000115_00315_d_0000080,61,50-100,297,31,38,38,38,17,0,30,0,56,34,5,4,0,0
0000115_00796_d_0000081,78,50-100,664,46,57,64,67,31,0,65,0,67,47,11,10,0,0
0000115_01031_d_0000082,63,50-100,499,46,53,55,55,19,0,42,0,52,42,11,11,0,0
0000116_00351_d_0000083,74,50-100,614,42,59,62,62,27,0,70,0,65,51,9,8,0,0
0000116_00819_d_0000084,36,<50,373,24,30,30,30,14,0,27,0,24,20,12,10,0,0
0000116_01059_d_0000085,70,50-100,442,42,52,57,57,31,0,53,0,59,44,11,8,0,0
0000116_01338_d_0000086,54,50-100,414,34,38,38,38,24,0,39,0,47,31,5,5,2,2
0000117_00112_d_0000087,129,100-150,748,71,108,119,121,39,0,86,0,112,92,13,12,4,4
0000117_01326_d_0000088,62,50-100,713,42,50,56,56,29,0,66,0,34,27,27,22,1,1
0000117_01731_d_0000089,47,<50,347,42,44,44,44,39,0,61,0,27,24,15,15,5,5
0000117_02708_d_0000090,100,100-150,909,52,69,77,84,32,0,76,0,64,38,36,31,0,0
0000117_03096_d_0000091,24,<50,281,22,23,23,23,22,0,30,0,8,7,14,14,2,2
0000129_02411_d_0000138,186,150-300,432,77,125,133,133,81,0,148,0,73,15,113,110,0,0
0000153_00001_d_0000001,55,50-100,341,34,38,38,38,28,0,43,0,47,32,8,6,0,0
0000153_00401_d_0000001,59,50-100,415,46,49,50,50,41,0,58,0,47,37,11,11,1,1
0000153_00801_d_0000001,49,<50,257,32,39,39,39,18,0,32,0,40,31,9,8,0,0
0000153_01201_d_0000001,59,50-100,301,24,36,36,36,18,0,40,0,57,34,2,2,0,0
0000153_01601_d_0000001,63,50-100,282,34,38,38,38,26,0,45,0,57,34,5,3,1,1
0000153_01801_d_0000001,55,50-100,199,26,28,28,28,22,0,33,0,52,25,3,3,0,0
0000154_00001_d_0000001,51,50-100,286,34,36,36,36,23,0,46,0,43,29,8,7,0,0
0000154_00401_d_0000001,60,50-100,322,37,47,47,47,28,0,45,0,51,38,9,9,0,0
0000154_00801_d_0000001,72,50-100,337,43,55,56,56,25,0,44,0,67,50,5,5,0,0
0000154_01201_d_0000001,81,50-100,411,44,56,58,58,31,0,51,0,75,50,6,6,0,0
0000154_01601_d_0000001,101,100-150,446,55,72,74,74,34,0,59,0,86,58,15,14,0,0
0000154_02001_d_0000001,83,50-100,473,54,62,64,64,46,0,61,0,74,53,8,8,1,1
0000155_00001_d_0000001,97,50-100,507,56,72,76,76,58,0,76,0,73,50,23,21,1,1
0000155_00401_d_0000001,122,100-150,449,65,82,83,83,61,0,93,0,106,69,16,13,0,0
0000155_00801_d_0000001,106,100-150,471,72,81,83,83,52,0,81,0,86,62,20,19,0,0
0000155_01201_d_0000001,94,50-100,471,49,68,70,70,39,0,69,0,82,57,12,11,0,0
0000155_01601_d_0000001,73,50-100,529,48,57,57,57,53,0,91,0,63,47,10,10,0,0
0000155_01871_d_0000001,55,50-100,345,38,44,46,46,31,0,53,0,46,37,9,7,0,0
0000162_00001_d_0000001,34,<50,215,30,30,30,30,24,0,39,0,26,22,7,7,1,1
0000162_00401_d_0000001,45,<50,281,33,35,35,35,23,0,43,0,39,29,5,5,1,1
0000162_00801_d_0000001,30,<50,286,24,25,25,25,20,0,42,0,25,20,3,3,2,2
0000162_01058_d_0000001,57,50-100,483,32,39,39,39,27,0,39,0,48,31,9,8,0,0
0000163_00001_d_0000001,69,50-100,481,44,56,60,60,38,0,64,0,58,48,9,7,2,1
0000163_00359_d_0000001,54,50-100,316,34,39,39,39,15,0,28,0,49,36,5,3,0,0
0000165_04325_d_0000105,29,<50,273,22,24,24,24,19,0,26,0,14,11,12,11,3,2
0000166_00558_d_0000118,71,50-100,499,46,56,58,58,47,0,72,0,19,11,39,34,13,11
0000193_00000_d_0000103,63,50-100,510,46,52,52,52,30,0,58,0,54,43,9,9,0,0
0000193_01497_d_0000111,87,50-100,579,58,76,78,78,50,0,95,0,72,61,15,15,0,0
0000193_01705_d_0000112,134,100-150,668,60,89,98,100,49,0,85,0,117,72,17,17,0,0
0000193_01876_d_0000113,107,100-150,605,57,80,88,88,31,0,62,0,97,70,10,10,0,0
0000193_02029_d_0000114,93,50-100,739,54,69,74,75,33,0,82,0,82,60,11,9,0,0
0000193_02212_d_0000115,78,50-100,790,44,55,59,62,40,0,78,0,73,52,5,3,0,0
0000193_02416_d_0000116,50,50-100,391,27,36,37,37,17,0,32,0,47,33,3,3,0,0
0000193_02606_d_0000117,49,<50,343,26,34,35,35,16,0,36,0,48,34,1,0,0,0
0000193_02725_d_0000118,39,<50,336,27,32,32,32,12,0,27,0,38,32,1,0,0,0
0000194_00000_d_0000119,54,50-100,446,35,40,40,40,23,0,43,0,51,38,3,2,0,0
0000194_00200_d_0000120,76,50-100,432,45,53,54,54,34,0,67,0,67,44,9,9,0,0
0000194_00399_d_0000121,143,100-150,592,76,105,112,112,60,0,102,0,137,99,6,6,0,0
0000194_00625_d_0000122,83,50-100,534,53,63,69,69,42,0,71,0,73,54,10,9,0,0
0000194_00800_d_0000123,54,50-100,320,32,36,37,37,33,0,54,0,41,25,13,11,0,0
0000194_00998_d_0000124,42,<50,300,20,28,28,28,19,0,30,0,37,24,5,4,0,0
0000194_01192_d_0000125,23,<50,161,18,18,18,18,12,0,18,0,18,14,5,4,0,0
0000196_04512_d_0000144,69,50-100,526,46,54,55,55,19,0,51,0,62,48,7,6,0,0
0000199_01269_d_0000166,16,<50,153,12,13,13,13,16,0,19,0,7,4,8,8,1,1
0000213_02500_d_0000240,94,50-100,423,49,63,65,65,31,0,60,0,85,58,9,5,0,0
0000213_02965_d_0000241,94,50-100,621,60,73,75,75,41,0,68,0,62,44,29,26,3,3
0000213_03478_d_0000242,115,100-150,778,70,93,99,99,58,0,105,0,70,48,40,40,5,5
0000213_03920_d_0000243,164,150-300,845,79,126,142,146,60,0,101,0,98,63,60,57,6,6
0000213_04405_d_0000244,106,100-150,600,72,88,93,93,43,0,80,0,62,45,38,37,6,6
0000213_04998_d_0000245,137,100-150,980,74,97,109,115,58,0,94,0,94,59,38,33,5,5
0000213_05340_d_0000246,138,100-150,1000,74,107,118,122,82,0,128,0,95,68,40,36,3,3
0000213_05745_d_0000247,101,100-150,713,70,86,90,90,62,0,90,0,55,45,43,38,3,3
0000215_00000_d_0000256,157,150-300,633,73,108,121,121,42,0,64,0,132,83,24,24,1,1
0000215_00447_d_0000257,53,50-100,301,45,51,51,51,38,0,50,0,17,15,35,35,1,1
0000215_00909_d_0000258,93,50-100,431,62,79,81,81,48,0,72,0,54,41,37,36,2,2
0000215_01395_d_0000259,56,50-100,346,51,53,53,53,45,0,65,0,23,21,27,26,6,6
0000215_01869_d_0000260,78,50-100,457,61,73,73,73,43,0,79,0,50,45,24,24,4,4
0000215_02319_d_0000261,107,100-150,452,58,76,83,83,44,0,62,0,73,42,32,32,2,2
0000215_02667_d_0000262,83,50-100,613,64,75,77,77,67,0,96,0,48,42,35,33,0,0
0000215_02932_d_0000263,48,<50,345,37,43,43,43,38,0,48,0,18,15,27,25,3,3
0000215_03226_d_0000264,23,<50,240,21,22,22,22,19,0,28,0,12,12,10,9,1,1
0000216_00520_d_0000001,109,100-150,618,42,67,77,77,12,0,28,0,78,42,31,25,0,0
0000220_01242_d_0000004,37,<50,202,29,32,32,32,21,0,32,0,25,21,10,9,2,2
0000223_01802_d_0000005,64,50-100,416,47,50,51,51,37,0,55,0,41,28,23,22,0,0
0000237_00001_d_0000001,15,<50,248,9,11,11,11,4,0,6,0,13,9,2,2,0,0
0000242_00001_d_0000001,42,<50,277,33,37,37,37,22,0,30,0,28,25,13,11,1,1
0000242_00500_d_0000002,53,50-100,338,37,43,43,43,21,0,35,0,41,31,12,12,0,0
0000242_00627_d_0000003,45,<50,264,38,40,40,40,27,0,38,0,38,33,6,6,1,1
0000242_00843_d_0000004,2,<50,34,2,2,2,2,3,0,3,0,0,0,0,0,2,2
0000242_00963_d_0000005,13,<50,196,11,11,11,11,10,0,16,0,5,4,5,5,3,2
0000242_01139_d_0000006,72,50-100,314,52,59,59,59,25,0,38,0,65,53,7,6,0,0
0000242_01475_d_0000007,65,50-100,310,54,58,58,58,39,0,57,0,45,38,18,18,2,2
0000242_01912_d_0000008,50,50-100,336,30,37,38,38,21,0,34,0,49,36,1,1,0,0
0000242_02400_d_0000009,34,<50,312,32,33,33,33,31,0,40,0,29,28,5,5,0,0
0000242_02762_d_0000010,33,<50,297,29,32,32,32,25,0,41,0,24,23,9,9,0,0
0000242_03199_d_0000011,9,<50,83,9,9,9,9,3,0,4,0,6,6,3,3,0,0
0000242_03668_d_0000012,41,<50,493,25,35,36,36,23,0,38,0,29,24,11,10,1,1
0000242_04116_d_0000013,8,<50,104,5,5,5,5,5,0,6,0,5,2,3,3,0,0
0000242_04600_d_0000014,29,<50,136,26,26,26,26,23,0,28,0,14,11,15,15,0,0
0000242_05059_d_0000015,37,<50,233,25,26,26,26,11,0,17,0,36,25,1,1,0,0
0000242_05570_d_0000016,32,<50,281,26,27,27,27,18,0,30,0,30,25,2,2,0,0
0000242_06010_d_0000017,41,<50,187,21,23,23,23,7,0,20,0,40,22,1,1,0,0
0000242_06452_d_0000018,12,<50,204,12,12,12,12,11,0,17,0,10,10,2,2,0,0
0000244_00001_d_0000001,46,<50,261,40,42,42,42,30,0,37,0,39,35,7,7,0,0
0000244_00500_d_0000002,32,<50,253,24,26,26,26,19,0,33,0,28,22,4,4,0,0
0000244_01000_d_0000003,122,100-150,488,48,64,69,69,34,0,50,0,114,57,8,7,0,0
0000244_01500_d_0000004,96,50-100,580,61,75,82,82,39,0,59,0,92,71,4,4,0,0
0000244_02000_d_0000005,129,100-150,580,64,83,88,88,43,0,68,0,122,76,7,7,0,0
0000244_02500_d_0000006,113,100-150,693,63,83,87,88,44,0,69,0,102,72,11,11,0,0
0000244_03000_d_0000007,44,<50,351,34,37,38,38,28,0,49,0,39,32,5,5,0,0
0000244_03500_d_0000008,146,100-150,839,58,86,97,101,41,0,73,0,129,74,17,12,0,0
0000244_04000_d_0000009,56,50-100,415,38,45,47,47,30,0,50,0,41,33,13,10,2,2
0000244_04400_d_0000010,101,100-150,886,62,81,87,90,53,0,91,0,78,59,22,21,1,1
0000244_04900_d_0000011,106,100-150,686,71,98,101,102,57,0,88,0,73,66,33,32,0,0
0000244_05400_d_0000012,90,50-100,564,61,73,75,75,43,0,64,0,78,61,12,12,0,0
0000244_05900_d_0000013,66,50-100,334,44,50,50,50,26,0,44,0,65,49,1,1,0,0
0000244_06388_d_0000014,46,<50,193,34,35,35,35,14,0,22,0,46,35,0,0,0,0
0000249_00001_d_0000001,80,50-100,432,42,51,52,52,34,0,52,0,72,44,8,7,0,0
0000249_00235_d_0000002,85,50-100,337,51,60,60,60,32,0,44,0,71,46,14,14,0,0
0000249_00603_d_0000003,48,<50,181,31,34,34,34,22,0,26,0,45,31,3,3,0,0
0000249_01100_d_0000004,27,<50,232,26,26,26,26,18,0,24,0,23,22,4,4,0,0
0000249_01514_d_0000005,51,50-100,328,42,46,46,46,29,0,38,0,36,31,15,15,0,0
0000249_01635_d_0000006,80,50-100,385,39,46,47,47,29,0,37,0,71,37,9,9,0,0
0000249_02073_d_0000007,67,50-100,344,38,43,45,45,23,0,35,0,61,39,6,4,0,0
0000249_02468_d_0000008,18,<50,118,10,10,10,10,5,0,11,0,11,7,7,3,0,0
0000249_02900_d_0000009,101,100-150,547,64,83,84,84,36,0,67,0,89,71,12,12,0,0
0000249_03400_d_0000010,92,50-100,562,66,76,80,80,50,0,88,0,79,63,13,13,0,0
0000249_03900_d_0000011,85,50-100,372,49,57,57,57,28,0,45,0,73,46,12,11,0,0
0000253_00001_d_0000001,106,100-150,354,51,82,84,84,0,0,7,0,106,82,0,0,0,0
0000256_00715_d_0000019,90,50-100,465,57,70,72,72,37,0,68,0,76,57,11,10,3,3
0000256_02173_d_0000030,47,<50,459,34,37,39,39,23,0,44,0,28,22,16,12,3,3
0000263_02401_d_0000179,17,<50,192,17,17,17,17,19,0,23,0,6,6,6,6,5,5
0000269_00001_d_0000348,128,100-150,543,59,73,75,75,50,0,68,0,106,52,21,20,1,1
0000269_00201_d_0000349,47,<50,353,45,45,45,45,41,0,47,0,27,25,20,20,0,0
0000269_00601_d_0000351,93,50-100,534,67,78,81,81,60,0,84,0,72,59,21,19,0,0
0000271_00001_d_0000374,58,50-100,526,48,53,54,54,37,0,69,0,39,37,17,14,2,2
0000271_00201_d_0000375,75,50-100,626,54,67,70,70,51,0,93,0,48,43,27,24,0,0
0000271_00401_d_0000376,25,<50,347,18,22,22,22,14,0,27,0,16,14,8,7,1,1
0000271_00601_d_0000377,79,50-100,660,52,62,67,68,54,0,97,0,61,48,15,12,3,2
0000271_00801_d_0000378,63,50-100,582,47,50,50,50,40,0,61,0,48,36,15,14,0,0
0000271_01201_d_0000379,59,50-100,744,44,50,52,52,36,0,80,0,36,29,21,19,2,2
0000271_01401_d_0000380,55,50-100,750,44,51,52,52,48,0,80,0,36,33,17,16,2,2
0000271_01601_d_0000381,48,<50,641,37,39,41,41,36,0,52,0,34,28,13,10,1,1
0000271_02401_d_0000385,84,50-100,711,44,53,64,66,39,0,70,0,58,36,25,17,1,0
0000271_02601_d_0000386,79,50-100,815,50,67,70,71,55,0,94,0,51,41,23,21,5,5
0000271_03001_d_0000387,56,50-100,671,42,46,48,49,46,0,71,0,44,35,10,9,2,2
0000271_03801_d_0000391,57,50-100,512,44,51,51,51,38,0,56,0,41,35,16,16,0,0
0000271_04401_d_0000394,86,50-100,711,54,67,74,74,53,0,84,0,60,46,24,19,2,2
0000271_04801_d_0000396,50,50-100,606,37,38,39,39,31,0,47,0,33,23,17,15,0,0
0000271_05001_d_0000397,90,50-100,589,50,66,69,69,41,0,70,0,78,58,11,8,1,0
0000271_05201_d_0000398,70,50-100,565,51,58,63,63,46,0,75,0,44,37,24,20,2,1
0000271_05401_d_0000399,71,50-100,485,40,49,51,51,42,0,67,0,50,33,17,12,4,4
0000271_05601_d_0000400,86,50-100,457,52,66,68,68,42,0,76,0,67,49,17,15,2,2
0000271_05801_d_0000401,104,100-150,410,69,84,84,84,49,0,79,0,64,54,36,28,4,2
0000271_06001_d_0000402,158,150-300,703,75,121,128,130,57,0,103,0,106,70,46,45,6,6
0000271_06201_d_0000403,142,100-150,710,73,107,116,118,55,0,92,0,87,59,53,46,2,2
0000271_06401_d_0000404,128,100-150,568,77,98,105,105,61,0,92,0,74,53,51,42,3,3
0000271_06601_d_0000405,105,100-150,570,79,96,99,99,64,0,96,0,42,35,59,57,4,4
0000271_06801_d_0000406,95,50-100,528,73,86,86,86,70,0,83,0,45,38,46,44,4,4
0000271_07001_d_0000407,58,50-100,516,35,46,47,47,36,0,53,0,42,30,11,11,5,5
0000271_07201_d_0000408,25,<50,357,19,22,22,22,15,0,25,0,22,19,2,2,1,1
0000271_07401_d_0000409,42,<50,382,30,35,35,35,32,0,43,0,17,12,22,20,3,3
0000273_05601_d_0000466,32,<50,577,24,28,28,28,25,0,44,0,7,5,23,21,2,2
0000276_00001_d_0000507,55,50-100,223,45,46,46,46,42,0,61,0,43,34,11,11,1,1
0000276_00401_d_0000509,62,50-100,313,34,44,44,44,35,0,49,0,50,32,12,12,0,0
0000276_00601_d_0000510,37,<50,190,24,26,26,26,23,0,32,0,28,17,8,8,1,1
0000276_01001_d_0000512,42,<50,279,31,36,36,36,22,0,25,0,30,28,12,8,0,0
0000276_01201_d_0000513,29,<50,219,24,26,26,26,15,0,20,0,20,17,9,9,0,0
0000276_01401_d_0000514,25,<50,247,16,18,18,18,16,0,23,0,18,13,5,3,2,2
0000276_01801_d_0000516,21,<50,282,13,15,15,15,7,0,15,0,19,13,1,1,1,1
0000276_02001_d_0000517,15,<50,138,12,12,12,12,9,0,15,0,15,12,0,0,0,0
0000276_02201_d_0000518,41,<50,208,29,32,32,32,19,0,30,0,29,23,11,8,1,1
0000276_02401_d_0000519,48,<50,250,29,32,32,32,16,0,33,0,40,24,7,7,1,1
0000276_02601_d_0000520,32,<50,233,27,27,27,27,16,0,27,0,26,22,6,5,0,0
0000276_02801_d_0000521,37,<50,205,29,31,31,31,21,0,33,0,32,26,3,3,2,2
0000276_03001_d_0000522,38,<50,244,29,32,32,32,19,0,32,0,30,24,8,8,0,0
0000276_03201_d_0000523,60,50-100,328,26,30,30,30,25,0,39,0,54,24,6,6,0,0
0000276_03401_d_0000524,61,50-100,313,35,44,44,44,21,0,31,0,54,37,6,6,1,1
0000276_03601_d_0000525,46,<50,391,40,42,43,43,36,0,47,0,35,31,11,11,0,0
0000276_03801_d_0000526,64,50-100,565,40,46,47,47,37,0,55,0,42,26,21,19,1,1
0000276_04001_d_0000527,54,50-100,416,22,31,31,31,13,0,33,0,40,23,13,8,1,0
0000276_04201_d_0000528,59,50-100,364,54,57,57,57,41,0,58,0,26,24,28,28,5,5
0000276_04401_d_0000529,40,<50,212,40,40,40,40,42,0,48,0,5,5,29,29,6,6
0000276_04601_d_0000530,10,<50,110,8,8,8,8,7,0,8,0,8,6,1,1,1,1
0000276_04801_d_0000531,10,<50,78,8,8,8,8,5,0,14,0,6,4,3,3,1,1
0000276_05001_d_0000532,7,<50,113,7,7,7,7,6,0,10,0,5,5,2,2,0,0
0000276_05201_d_0000533,6,<50,101,5,5,5,5,5,0,5,0,3,2,2,2,1,1
0000276_05601_d_0000535,10,<50,128,5,6,6,6,5,0,5,0,10,6,0,0,0,0
0000276_05801_d_0000536,7,<50,72,5,5,5,5,1,0,3,0,7,5,0,0,0,0
0000276_06001_d_0000537,14,<50,154,8,8,8,8,7,0,10,0,12,6,2,2,0,0
0000277_00001_d_0000539,85,50-100,542,52,62,63,63,54,0,70,0,65,43,19,18,1,1
0000277_00201_d_0000540,83,50-100,637,56,67,70,71,55,0,88,0,51,37,30,28,2,2
0000277_00401_d_0000541,117,100-150,461,62,84,87,87,42,0,60,0,93,63,24,21,0,0
0000277_01401_d_0000546,78,50-100,548,51,62,67,67,51,0,70,0,42,28,34,32,2,2
0000277_01601_d_0000547,78,50-100,637,51,60,66,66,44,0,70,0,45,27,32,32,1,1
0000277_01801_d_0000548,101,100-150,753,60,76,80,83,57,0,89,0,62,42,37,32,2,2
0000277_02001_d_0000549,83,50-100,709,59,69,72,72,59,0,85,0,36,25,40,37,7,7
0000277_02201_d_0000550,68,50-100,592,53,57,59,59,50,0,82,0,33,24,32,30,3,3
0000277_02401_d_0000551,90,50-100,614,56,70,75,75,59,0,90,0,62,42,25,25,3,3
0000277_02601_d_0000552,121,100-150,755,62,76,86,88,49,0,77,0,94,50,26,25,1,1
0000277_03201_d_0000554,85,50-100,532,47,63,65,65,46,0,72,0,60,38,25,25,0,0
0000277_03401_d_0000555,103,100-150,640,61,81,82,82,53,0,75,0,72,51,31,30,0,0
0000277_03601_d_0000556,59,50-100,434,51,53,54,54,46,0,63,0,25,20,32,31,2,2
0000277_04001_d_0000558,74,50-100,527,55,64,68,68,52,0,74,0,52,43,16,15,6,6
0000277_04201_d_0000559,67,50-100,487,50,55,60,60,59,0,71,0,39,30,24,21,4,4
0000277_04401_d_0000560,70,50-100,513,53,59,63,63,46,0,67,0,34,26,34,31,2,2
0000277_04601_d_0000561,95,50-100,528,63,74,79,79,56,0,79,0,63,42,30,30,2,2
0000277_05001_d_0000562,97,50-100,613,64,78,81,81,53,0,81,0,61,43,35,34,1,1
0000280_00001_d_0000612,87,50-100,801,56,69,74,75,55,0,94,0,65,49,20,18,2,2
0000280_00201_d_0000613,47,<50,723,36,39,44,44,45,0,77,0,21,14,24,23,2,2
0000280_00401_d_0000614,59,50-100,553,37,45,46,46,38,0,62,0,35,23,22,20,2,2
0000280_00601_d_0000615,74,50-100,731,41,51,54,55,30,0,61,0,57,37,15,13,2,1
0000280_00801_d_0000616,70,50-100,837,47,57,62,63,47,0,90,0,46,37,23,19,1,1
0000280_01001_d_0000617,125,100-150,858,54,70,80,86,47,0,83,0,102,49,21,19,2,2
0000280_01201_d_0000618,134,100-150,693,59,78,85,85,49,0,66,0,97,45,34,30,3,3
0000280_01401_d_0000619,110,100-150,757,63,82,89,92,60,0,98,0,73,51,33,27,4,4
0000280_01601_d_0000620,103,100-150,559,70,83,87,87,51,0,77,0,70,52,30,28,3,3
0000280_01801_d_0000621,90,50-100,357,52,63,64,64,41,0,56,0,72,45,16,16,2,2
0000280_02001_d_0000622,66,50-100,308,55,61,61,61,37,0,61,0,44,39,21,21,1,1
0000280_02201_d_0000623,80,50-100,388,58,63,63,63,46,0,65,0,57,41,20,19,3,3
0000280_02401_d_0000624,92,50-100,398,45,57,61,61,38,0,48,0,67,35,23,20,2,2
0000280_02601_d_0000625,73,50-100,434,45,50,51,51,37,0,59,0,48,28,23,20,2,2
0000280_02801_d_0000626,55,50-100,404,40,44,44,44,37,0,47,0,31,22,20,19,4,3
0000280_03001_d_0000627,88,50-100,416,56,65,66,66,33,0,58,0,60,44,25,19,3,2
0000280_03201_d_0000628,82,50-100,520,51,60,64,64,53,0,75,0,52,33,28,25,2,2
0000280_03401_d_0000629,83,50-100,492,49,55,58,58,36,0,54,0,56,30,26,24,1,1
0000283_00401_d_0000676,6,<50,88,5,5,5,5,6,0,6,0,1,1,4,3,1,1
0000283_00601_d_0000677,9,<50,113,6,6,6,6,5,0,5,0,7,4,2,2,0,0
