image,n_gt,bucket,n_det_total,matched@100,matched@300,matched@600,matched@1000,ndet@conf0.25,sat@conf0.25,ndet@conf0.1,sat@conf0.1,n_gt_small,matched300_small,n_gt_medium,matched300_medium,n_gt_large,matched300_large
0000072_02834_d_0000003,73,50-100,561,58,67,69,69,36,0,58,0,21,17,51,49,1,1
0000076_02142_d_0000009,11,<50,375,10,11,11,11,12,0,23,0,4,4,4,4,3,3
0000081_00000_d_0000001,86,50-100,511,60,72,75,75,28,0,48,0,74,60,12,12,0,0
0000086_00000_d_0000001,37,<50,478,33,34,36,36,30,0,42,0,21,18,16,16,0,0
0000086_00592_d_0000002,65,50-100,623,46,51,54,54,29,0,48,0,40,27,25,24,0,0
0000086_01084_d_0000003,146,100-150,613,62,84,91,91,27,0,56,0,132,70,14,14,0,0
0000086_01443_d_0000004,107,100-150,692,63,81,90,90,32,0,57,0,96,70,11,11,0,0
0000086_01954_d_0000005,173,150-300,572,69,97,107,107,30,0,52,0,163,88,10,9,0,0
0000103_00180_d_0000026,1,<50,29,1,1,1,1,2,0,2,0,0,0,0,0,1,1
0000103_00502_d_0000027,3,<50,44,3,3,3,3,5,0,6,0,0,0,0,0,3,3
0000103_01734_d_0000028,4,<50,55,4,4,4,4,5,0,7,0,0,0,0,0,4,4
0000103_02544_d_0000029,14,<50,430,13,14,14,14,14,0,25,0,0,0,10,10,4,4
0000103_02964_d_0000030,10,<50,376,9,10,10,10,16,0,23,0,0,0,0,0,10,10
0000103_03349_d_0000031,4,<50,100,4,4,4,4,6,0,10,0,0,0,0,0,4,4
0000103_03738_d_0000032,3,<50,66,3,3,3,3,3,0,5,0,0,0,0,0,3,3
0000103_04122_d_0000033,4,<50,119,4,4,4,4,6,0,7,0,0,0,4,4,0,0
0000103_04513_d_0000034,2,<50,97,2,2,2,2,2,0,3,0,0,0,1,1,1,1
0000103_04948_d_0000035,1,<50,35,1,1,1,1,1,0,2,0,0,0,0,0,1,1
0000115_00315_d_0000080,61,50-100,482,33,41,46,46,16,0,32,0,56,37,5,4,0,0
0000115_00796_d_0000081,78,50-100,712,46,59,66,66,29,0,59,0,67,49,11,10,0,0
0000115_01031_d_0000082,63,50-100,746,44,55,58,59,27,0,47,0,52,44,11,11,0,0
0000116_00351_d_0000083,74,50-100,952,43,55,60,66,32,0,71,0,65,48,9,7,0,0
0000116_00819_d_0000084,36,<50,605,24,30,31,31,17,0,34,0,24,20,12,10,0,0
0000116_01059_d_0000085,70,50-100,678,46,55,60,61,31,0,54,0,59,49,11,6,0,0
0000116_01338_d_0000086,54,50-100,770,36,46,49,49,23,0,41,0,47,39,5,5,2,2
0000117_00112_d_0000087,129,100-150,950,72,106,119,121,39,0,60,0,112,90,13,12,4,4
0000117_01326_d_0000088,62,50-100,782,48,54,55,57,36,0,54,0,34,30,27,23,1,1
0000117_01731_d_0000089,47,<50,546,43,44,45,45,37,0,57,0,27,25,15,14,5,5
0000117_02708_d_0000090,100,100-150,953,61,78,84,84,40,0,81,0,64,46,36,32,0,0
0000117_03096_d_0000091,24,<50,282,22,23,23,23,26,0,32,0,8,8,14,13,2,2
0000129_02411_d_0000138,186,150-300,680,79,118,130,132,15,0,66,0,73,10,113,108,0,0
0000153_00001_d_0000001,55,50-100,636,35,40,42,42,30,0,57,0,47,34,8,6,0,0
0000153_00401_d_0000001,59,50-100,776,46,51,52,52,36,0,69,0,47,39,11,11,1,1
0000153_00801_d_0000001,49,<50,599,32,41,42,42,19,0,40,0,40,33,9,8,0,0
0000153_01201_d_0000001,59,50-100,668,26,36,40,40,23,0,43,0,57,35,2,1,0,0
0000153_01601_d_0000001,63,50-100,591,39,41,43,43,26,0,46,0,57,37,5,3,1,1
0000153_01801_d_0000001,55,50-100,618,27,35,36,36,30,0,53,0,52,32,3,3,0,0
0000154_00001_d_0000001,51,50-100,639,40,44,45,45,34,0,60,0,43,36,8,8,0,0
0000154_00401_d_0000001,60,50-100,742,34,46,47,48,36,0,55,0,51,38,9,8,0,0
0000154_00801_d_0000001,72,50-100,686,43,53,58,58,27,0,55,0,67,48,5,5,0,0
0000154_01201_d_0000001,81,50-100,777,50,59,64,66,38,0,63,0,75,54,6,5,0,0
0000154_01601_d_0000001,101,100-150,860,59,75,79,83,41,0,76,0,86,62,15,13,0,0
0000154_02001_d_0000001,83,50-100,662,49,64,69,69,49,0,77,0,74,55,8,8,1,1
0000155_00001_d_0000001,97,50-100,914,58,73,82,87,50,0,86,0,73,52,23,20,1,1
0000155_00401_d_0000001,122,100-150,873,61,83,90,95,64,0,101,0,106,70,16,13,0,0
0000155_00801_d_0000001,106,100-150,939,66,90,96,100,62,0,95,0,86,71,20,19,0,0
0000155_01201_d_0000001,94,50-100,970,50,61,69,73,40,0,78,0,82,50,12,11,0,0
0000155_01601_d_0000001,73,50-100,937,49,61,69,71,51,0,100,0,63,51,10,10,0,0
0000155_01871_d_0000001,55,50-100,691,40,46,48,49,35,0,63,0,46,39,9,7,0,0
0000162_00001_d_0000001,34,<50,455,29,32,32,32,29,0,43,0,26,24,7,7,1,1
0000162_00401_d_0000001,45,<50,666,31,40,41,41,26,0,47,0,39,34,5,5,1,1
0000162_00801_d_0000001,30,<50,507,22,24,26,26,24,0,40,0,25,19,3,3,2,2
0000162_01058_d_0000001,57,50-100,756,36,42,48,49,22,0,35,0,48,34,9,8,0,0
0000163_00001_d_0000001,69,50-100,934,46,61,63,64,41,0,70,0,58,53,9,7,2,1
0000163_00359_d_0000001,54,50-100,607,35,43,43,43,22,0,31,0,49,39,5,4,0,0
0000165_04325_d_0000105,29,<50,494,22,23,25,25,23,0,30,0,14,10,12,11,3,2
0000166_00558_d_0000118,71,50-100,757,45,56,61,61,42,0,70,0,19,14,39,31,13,11
0000193_00000_d_0000103,63,50-100,871,44,58,60,61,31,0,67,0,54,49,9,9,0,0
0000193_01497_d_0000111,87,50-100,741,61,72,77,78,49,0,80,0,72,58,15,14,0,0
0000193_01705_d_0000112,134,100-150,1000,64,96,103,113,53,0,110,0,117,80,17,16,0,0
0000193_01876_d_0000113,107,100-150,965,57,79,92,98,39,0,80,0,97,69,10,10,0,0
0000193_02029_d_0000114,93,50-100,983,54,76,84,89,42,0,78,0,82,68,11,8,0,0
0000193_02212_d_0000115,78,50-100,962,43,59,65,66,40,0,69,0,73,55,5,4,0,0
0000193_02416_d_0000116,50,50-100,612,27,41,44,44,14,0,27,0,47,38,3,3,0,0
0000193_02606_d_0000117,49,<50,665,28,37,41,41,16,0,37,0,48,37,1,0,0,0
0000193_02725_d_0000118,39,<50,685,28,34,37,39,10,0,25,0,38,33,1,1,0,0
0000194_00000_d_0000119,54,50-100,785,39,45,49,49,21,0,39,0,51,43,3,2,0,0
0000194_00200_d_0000120,76,50-100,770,42,52,60,60,32,0,57,0,67,44,9,8,0,0
0000194_00399_d_0000121,143,100-150,990,69,106,114,118,56,0,108,0,137,101,6,5,0,0
0000194_00625_d_0000122,83,50-100,901,52,68,71,73,49,0,96,0,73,59,10,9,0,0
0000194_00800_d_0000123,54,50-100,573,31,38,41,41,37,0,49,0,41,27,13,11,0,0
0000194_00998_d_0000124,42,<50,524,23,31,31,31,17,0,37,0,37,27,5,4,0,0
0000194_01192_d_0000125,23,<50,286,17,20,20,20,14,0,23,0,18,16,5,4,0,0
0000196_04512_d_0000144,69,50-100,954,43,60,62,62,30,0,51,0,62,54,7,6,0,0
0000199_01269_d_0000166,16,<50,198,13,14,14,14,11,0,19,0,7,5,8,8,1,1
0000213_02500_d_0000240,94,50-100,797,49,64,74,75,42,0,56,0,85,60,9,4,0,0
0000213_02965_d_0000241,94,50-100,897,64,78,82,86,53,0,81,0,62,49,29,26,3,3
0000213_03478_d_0000242,115,100-150,877,71,94,100,102,63,0,106,0,70,50,40,40,5,4
0000213_03920_d_0000243,164,150-300,860,78,116,130,137,71,0,109,0,98,55,60,55,6,6
0000213_04405_d_0000244,106,100-150,806,70,88,91,92,48,0,76,0,62,46,38,36,6,6
0000213_04998_d_0000245,137,100-150,982,77,104,115,118,75,0,109,0,94,65,38,34,5,5
0000213_05340_d_0000246,138,100-150,1000,77,107,118,124,83,0,118,0,95,69,40,35,3,3
0000213_05745_d_0000247,101,100-150,947,72,86,92,94,63,0,91,0,55,45,43,38,3,3
0000215_00000_d_0000256,157,150-300,796,68,106,119,124,45,0,74,0,132,82,24,23,1,1
0000215_00447_d_0000257,53,50-100,520,44,51,51,51,38,0,57,0,17,15,35,35,1,1
0000215_00909_d_0000258,93,50-100,714,66,80,85,86,52,0,70,0,54,42,37,36,2,2
0000215_01395_d_0000259,56,50-100,626,50,51,54,54,45,0,53,0,23,19,27,26,6,6
0000215_01869_d_0000260,78,50-100,872,60,71,74,75,39,0,68,0,50,43,24,24,4,4
0000215_02319_d_0000261,107,100-150,849,60,78,86,93,42,0,66,0,73,46,32,30,2,2
0000215_02667_d_0000262,83,50-100,742,67,78,79,79,59,0,79,0,48,44,35,34,0,0
0000215_02932_d_0000263,48,<50,598,39,42,42,42,41,0,55,0,18,15,27,24,3,3
0000215_03226_d_0000264,23,<50,246,20,22,22,22,20,0,24,0,12,12,10,9,1,1
0000216_00520_d_0000001,109,100-150,726,50,64,74,75,4,0,24,0,78,36,31,28,0,0
0000220_01242_d_0000004,37,<50,451,31,33,33,33,29,0,40,0,25,22,10,9,2,2
0000223_01802_d_0000005,64,50-100,667,47,53,53,53,40,0,60,0,41,32,23,21,0,0
0000237_00001_d_0000001,15,<50,255,9,10,10,10,4,0,5,0,13,8,2,2,0,0
0000242_00001_d_0000001,42,<50,468,33,35,36,36,26,0,40,0,28,24,13,10,1,1
0000242_00500_d_0000002,53,50-100,511,37,43,45,45,27,0,43,0,41,32,12,11,0,0
0000242_00627_d_0000003,45,<50,473,35,41,41,41,36,0,48,0,38,34,6,6,1,1
0000242_00843_d_0000004,2,<50,52,2,2,2,2,2,0,4,0,0,0,0,0,2,2
0000242_00963_d_0000005,13,<50,251,10,10,10,10,7,0,16,0,5,3,5,5,3,2
0000242_01139_d_0000006,72,50-100,498,52,61,61,61,31,0,51,0,65,55,7,6,0,0
0000242_01475_d_0000007,65,50-100,519,56,63,63,63,41,0,64,0,45,43,18,18,2,2
0000242_01912_d_0000008,50,50-100,549,36,40,41,41,25,0,37,0,49,39,1,1,0,0
0000242_02400_d_0000009,34,<50,448,32,32,33,33,28,0,36,0,29,27,5,5,0,0
0000242_02762_d_0000010,33,<50,432,30,31,31,31,28,0,43,0,24,22,9,9,0,0
0000242_03199_d_0000011,9,<50,167,9,9,9,9,3,0,8,0,6,6,3,3,0,0
0000242_03668_d_0000012,41,<50,527,25,32,34,34,28,0,42,0,29,21,11,10,1,1
0000242_04116_d_0000013,8,<50,96,4,4,4,4,4,0,6,0,5,1,3,3,0,0
0000242_04600_d_0000014,29,<50,282,27,28,28,28,21,0,29,0,14,13,15,15,0,0
0000242_05059_d_0000015,37,<50,373,24,29,29,29,9,0,18,0,36,28,1,1,0,0
0000242_05570_d_0000016,32,<50,399,28,29,29,29,16,0,28,0,30,27,2,2,0,0
0000242_06010_d_0000017,41,<50,350,23,29,29,29,15,0,30,0,40,28,1,1,0,0
0000242_06452_d_0000018,12,<50,228,11,12,12,12,12,0,18,0,10,10,2,2,0,0
0000244_00001_d_0000001,46,<50,470,39,45,45,45,30,0,43,0,39,38,7,7,0,0
0000244_00500_d_0000002,32,<50,435,26,28,29,29,19,0,31,0,28,24,4,4,0,0
0000244_01000_d_0000003,122,100-150,759,38,63,74,78,27,0,47,0,114,56,8,7,0,0
0000244_01500_d_0000004,96,50-100,782,57,71,77,80,30,0,66,0,92,67,4,4,0,0
0000244_02000_d_0000005,129,100-150,819,66,90,96,97,39,0,65,0,122,83,7,7,0,0
0000244_02500_d_0000006,113,100-150,982,63,83,88,92,49,0,62,0,102,74,11,9,0,0
0000244_03000_d_0000007,44,<50,480,39,41,41,41,24,0,40,0,39,36,5,5,0,0
0000244_03500_d_0000008,146,100-150,995,63,79,94,100,46,0,83,0,129,68,17,11,0,0
0000244_04000_d_0000009,56,50-100,464,40,46,48,48,31,0,52,0,41,35,13,9,2,2
0000244_04400_d_0000010,101,100-150,990,63,80,85,86,66,0,97,0,78,58,22,22,1,0
0000244_04900_d_0000011,106,100-150,989,68,94,101,102,58,0,95,0,73,62,33,32,0,0
0000244_05400_d_0000012,90,50-100,800,61,76,80,81,38,0,58,0,78,64,12,12,0,0
0000244_05900_d_0000013,66,50-100,498,47,49,54,54,24,0,42,0,65,48,1,1,0,0
0000244_06388_d_0000014,46,<50,414,33,39,40,40,15,0,32,0,46,39,0,0,0,0
0000249_00001_d_0000001,80,50-100,674,44,51,51,51,34,0,55,0,72,45,8,6,0,0
0000249_00235_d_0000002,85,50-100,479,54,63,64,64,36,0,49,0,71,50,14,13,0,0
0000249_00603_d_0000003,48,<50,361,34,38,39,39,23,0,31,0,45,35,3,3,0,0
0000249_01100_d_0000004,27,<50,325,24,26,26,26,20,0,27,0,23,22,4,4,0,0
0000249_01514_d_0000005,51,50-100,477,38,44,45,45,30,0,42,0,36,30,15,14,0,0
0000249_01635_d_0000006,80,50-100,684,43,50,60,61,34,0,49,0,71,41,9,9,0,0
0000249_02073_d_0000007,67,50-100,605,44,49,54,54,26,0,42,0,61,45,6,4,0,0
0000249_02468_d_0000008,18,<50,188,10,10,10,10,7,0,8,0,11,7,7,3,0,0
0000249_02900_d_0000009,101,100-150,870,64,81,88,91,47,0,80,0,89,69,12,12,0,0
0000249_03400_d_0000010,92,50-100,932,66,78,80,82,57,0,89,0,79,65,13,13,0,0
0000249_03900_d_0000011,85,50-100,685,51,59,67,67,32,0,55,0,73,48,12,11,0,0
0000253_00001_d_0000001,106,100-150,479,57,77,82,82,2,0,13,0,106,77,0,0,0,0
0000256_00715_d_0000019,90,50-100,873,62,73,76,76,47,0,76,0,76,60,11,10,3,3
0000256_02173_d_0000030,47,<50,642,30,39,41,41,27,0,40,0,28,23,16,13,3,3
0000263_02401_d_0000179,17,<50,271,17,17,17,17,19,0,25,0,6,6,6,6,5,5
0000269_00001_d_0000348,128,100-150,818,60,75,85,86,54,0,73,0,106,54,21,20,1,1
0000269_00201_d_0000349,47,<50,487,44,45,46,46,42,0,52,0,27,25,20,20,0,0
0000269_00601_d_0000351,93,50-100,765,64,82,84,85,55,0,81,0,72,63,21,19,0,0
0000271_00001_d_0000374,58,50-100,1000,42,50,52,52,34,0,62,0,39,34,17,14,2,2
0000271_00201_d_0000375,75,50-100,1000,56,66,69,70,57,0,101,0,48,44,27,22,0,0
0000271_00401_d_0000376,25,<50,560,20,22,22,22,17,0,28,0,16,14,8,7,1,1
0000271_00601_d_0000377,79,50-100,988,52,64,68,71,54,0,96,0,61,49,15,13,3,2
0000271_00801_d_0000378,63,50-100,679,49,52,55,56,39,0,63,0,48,38,15,14,0,0
0000271_01201_d_0000379,59,50-100,912,43,51,55,55,36,0,59,0,36,31,21,18,2,2
0000271_01401_d_0000380,55,50-100,1000,48,51,52,52,43,0,73,0,36,33,17,16,2,2
0000271_01601_d_0000381,48,<50,923,37,41,41,41,33,0,48,0,34,30,13,10,1,1
0000271_02401_d_0000385,84,50-100,986,53,59,64,69,41,0,63,0,58,40,25,19,1,0
0000271_02601_d_0000386,79,50-100,940,54,67,69,71,52,0,91,0,51,41,23,21,5,5
0000271_03001_d_0000387,56,50-100,1000,45,49,51,51,46,0,67,0,44,38,10,9,2,2
0000271_03801_d_0000391,57,50-100,1000,48,53,53,53,43,0,63,0,41,37,16,16,0,0
0000271_04401_d_0000394,86,50-100,1000,54,68,73,78,49,0,79,0,60,48,24,19,2,1
0000271_04801_d_0000396,50,50-100,765,40,45,47,47,35,0,50,0,33,30,17,15,0,0
0000271_05001_d_0000397,90,50-100,1000,51,59,70,73,43,0,64,0,78,51,11,8,1,0
0000271_05201_d_0000398,70,50-100,985,51,57,58,62,44,0,80,0,44,38,24,18,2,1
0000271_05401_d_0000399,71,50-100,1000,50,56,58,59,47,0,75,0,50,39,17,13,4,4
0000271_05601_d_0000400,86,50-100,807,56,69,74,74,48,0,69,0,67,52,17,15,2,2
0000271_05801_d_0000401,104,100-150,826,70,84,89,90,54,0,86,0,64,55,36,27,4,2
0000271_06001_d_0000402,158,150-300,1000,79,117,133,138,78,0,99,0,106,67,46,44,6,6
0000271_06201_d_0000403,142,100-150,1000,74,111,122,126,64,0,92,0,87,62,53,47,2,2
0000271_06401_d_0000404,128,100-150,947,79,100,106,107,62,0,92,0,74,56,51,41,3,3
0000271_06601_d_0000405,105,100-150,846,81,96,101,101,63,0,102,0,42,35,59,57,4,4
0000271_06801_d_0000406,95,50-100,802,71,86,90,90,65,0,94,0,45,38,46,44,4,4
0000271_07001_d_0000407,58,50-100,716,41,49,49,50,38,0,63,0,42,33,11,11,5,5
0000271_07201_d_0000408,25,<50,504,22,24,24,24,18,0,28,0,22,21,2,2,1,1
0000271_07401_d_0000409,42,<50,563,33,36,38,38,30,0,42,0,17,13,22,20,3,3
0000273_05601_d_0000466,32,<50,702,23,27,29,29,25,0,36,0,7,6,23,19,2,2
0000276_00001_d_0000507,55,50-100,514,44,47,49,49,39,0,59,0,43,35,11,11,1,1
0000276_00401_d_0000509,62,50-100,535,36,44,48,48,33,0,37,0,50,33,12,11,0,0
0000276_00601_d_0000510,37,<50,317,27,30,30,30,21,0,29,0,28,21,8,8,1,1
0000276_01001_d_0000512,42,<50,406,30,34,34,34,22,0,31,0,30,26,12,8,0,0
0000276_01201_d_0000513,29,<50,314,20,24,24,24,18,0,24,0,20,15,9,9,0,0
0000276_01401_d_0000514,25,<50,418,16,19,20,20,14,0,25,0,18,14,5,3,2,2
0000276_01801_d_0000516,21,<50,415,15,16,17,17,9,0,15,0,19,14,1,1,1,1
0000276_02001_d_0000517,15,<50,263,14,14,14,14,10,0,21,0,15,14,0,0,0,0
0000276_02201_d_0000518,41,<50,339,32,34,34,34,15,0,25,0,29,23,11,10,1,1
0000276_02401_d_0000519,48,<50,375,29,34,36,36,17,0,33,0,40,28,7,5,1,1
0000276_02601_d_0000520,32,<50,391,27,30,30,30,22,0,31,0,26,25,6,5,0,0
0000276_02801_d_0000521,37,<50,409,30,35,35,35,26,0,42,0,32,30,3,3,2,2
0000276_03001_d_0000522,38,<50,409,30,33,33,33,23,0,37,0,30,25,8,8,0,0
0000276_03201_d_0000523,60,50-100,480,29,35,36,36,19,0,36,0,54,29,6,6,0,0
0000276_03401_d_0000524,61,50-100,539,36,42,44,44,20,0,42,0,54,36,6,6,1,0
0000276_03601_d_0000525,46,<50,532,36,42,43,43,37,0,54,0,35,31,11,11,0,0
0000276_03801_d_0000526,64,50-100,756,40,47,55,55,35,0,49,0,42,28,21,18,1,1
0000276_04001_d_0000527,54,50-100,620,29,38,39,39,18,0,35,0,40,30,13,8,1,0
0000276_04201_d_0000528,59,50-100,517,52,58,59,59,46,0,68,0,26,25,28,28,5,5
0000276_04401_d_0000529,40,<50,278,40,40,40,40,41,0,53,0,5,5,29,29,6,6
0000276_04601_d_0000530,10,<50,131,9,9,9,9,7,0,13,0,8,7,1,1,1,1
0000276_04801_d_0000531,10,<50,138,10,10,10,10,6,0,10,0,6,6,3,3,1,1
0000276_05001_d_0000532,7,<50,165,7,7,7,7,8,0,12,0,5,5,2,2,0,0
0000276_05201_d_0000533,6,<50,87,6,6,6,6,5,0,7,0,3,3,2,2,1,1
0000276_05601_d_0000535,10,<50,181,6,6,6,6,5,0,9,0,10,6,0,0,0,0
0000276_05801_d_0000536,7,<50,84,6,6,6,6,1,0,1,0,7,6,0,0,0,0
0000276_06001_d_0000537,14,<50,117,8,8,8,8,8,0,10,0,12,6,2,2,0,0
0000277_00001_d_0000539,85,50-100,849,52,63,67,68,50,0,73,0,65,44,19,18,1,1
0000277_00201_d_0000540,83,50-100,922,55,70,71,73,63,0,86,0,51,40,30,28,2,2
0000277_00401_d_0000541,117,100-150,790,64,79,86,88,50,0,64,0,93,58,24,21,0,0
0000277_01401_d_0000546,78,50-100,808,54,62,66,68,51,0,72,0,42,28,34,32,2,2
0000277_01601_d_0000547,78,50-100,902,53,60,62,67,49,0,81,0,45,27,32,32,1,1
0000277_01801_d_0000548,101,100-150,948,65,75,82,88,63,0,87,0,62,40,37,33,2,2
0000277_02001_d_0000549,83,50-100,945,57,68,73,73,54,0,76,0,36,23,40,38,7,7
0000277_02201_d_0000550,68,50-100,887,53,59,62,63,51,0,77,0,33,27,32,29,3,3
0000277_02401_d_0000551,90,50-100,930,62,72,75,79,68,0,98,0,62,44,25,25,3,3
0000277_02601_d_0000552,121,100-150,989,68,84,91,97,58,0,95,0,94,57,26,26,1,1
0000277_03201_d_0000554,85,50-100,819,47,61,65,68,49,0,68,0,60,36,25,25,0,0
0000277_03401_d_0000555,103,100-150,981,68,80,86,89,57,0,82,0,72,51,31,29,0,0
0000277_03601_d_0000556,59,50-100,667,52,53,54,54,51,0,69,0,25,20,32,31,2,2
0000277_04001_d_0000558,74,50-100,812,60,67,68,69,63,0,85,0,52,45,16,16,6,6
0000277_04201_d_0000559,67,50-100,615,53,57,61,61,53,0,70,0,39,31,24,22,4,4
0000277_04401_d_0000560,70,50-100,823,52,56,61,62,55,0,72,0,34,23,34,31,2,2
0000277_04601_d_0000561,95,50-100,917,61,80,82,84,63,0,92,0,63,49,30,29,2,2
0000277_05001_d_0000562,97,50-100,915,63,76,78,83,55,0,84,0,61,41,35,34,1,1
0000280_00001_d_0000612,87,50-100,990,57,70,75,82,58,0,88,0,65,51,20,17,2,2
0000280_00201_d_0000613,47,<50,1000,38,41,43,44,46,0,72,0,21,16,24,23,2,2
0000280_00401_d_0000614,59,50-100,923,37,47,52,52,42,0,66,0,35,25,22,20,2,2
0000280_00601_d_0000615,74,50-100,963,48,51,55,59,38,0,66,0,57,38,15,11,2,2
0000280_00801_d_0000616,70,50-100,981,53,58,62,62,53,0,83,0,46,37,23,20,1,1
0000280_01001_d_0000617,125,100-150,940,58,76,85,87,51,0,89,0,102,54,21,20,2,2
0000280_01201_d_0000618,134,100-150,933,63,87,96,98,53,0,77,0,97,54,34,30,3,3
0000280_01401_d_0000619,110,100-150,992,69,82,89,93,63,0,101,0,73,52,33,26,4,4
0000280_01601_d_0000620,103,100-150,880,68,85,90,91,54,0,87,0,70,55,30,27,3,3
0000280_01801_d_0000621,90,50-100,587,53,67,70,70,43,0,64,0,72,50,16,15,2,2
0000280_02001_d_0000622,66,50-100,581,58,62,64,64,46,0,60,0,44,40,21,21,1,1
0000280_02201_d_0000623,80,50-100,637,56,66,68,68,47,0,69,0,57,44,20,19,3,3
0000280_02401_d_0000624,92,50-100,680,54,61,62,62,39,0,52,0,67,40,23,19,2,2
0000280_02601_d_0000625,73,50-100,833,48,58,63,65,42,0,79,0,48,36,23,20,2,2
0000280_02801_d_0000626,55,50-100,755,43,48,50,51,39,0,63,0,31,25,20,20,4,3
0000280_03001_d_0000627,88,50-100,838,52,64,70,72,49,0,76,0,60,43,25,19,3,2
0000280_03201_d_0000628,82,50-100,927,55,67,69,69,50,0,70,0,52,40,28,25,2,2
0000280_03401_d_0000629,83,50-100,839,49,59,63,63,40,0,66,0,56,33,26,25,1,1
0000283_00401_d_0000676,6,<50,85,5,5,5,5,7,0,9,0,1,1,4,3,1,1
